## 1
## 런던에 본부를 둔 IMB는 연례보고서에서 동북아해역에서의 불법 선박포획행위가 가장 큰 우려사항이라고 지적했다.
## <런던:LOC>에 본부를 둔 <IMB:ORG>는 연례보고서에서 <동북아:LOC>해역에서의 불법 선박포획행위가 가장 큰 우려사항이라고 지적했다.
런던	런던	NNP	B-LOC
(	(	SS	O
수	수	NNG	B-DAT
)	)	SS	O
부터	부터	JX	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
5	5	SN	I-DAT
일	일	NNB	I-DAT
(	(	SS	O
금	금	NNG	B-DAT
)	)	SS	O
까지	까지	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
삼성동	삼성동	NNP	I-LOC
_	_	_	I-LOC
코엑스	코엑스	NNP	I-LOC
_	_	_	I-LOC
3	3	SN	I-LOC
층	층	NNG	I-LOC
_	_	_	I-LOC
C	C	SL	I-LOC
홀	홀	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
2017	2017	SN	B-NOH
학년도	학년도	NNG	I-NOH
_	_	_	O
수시	수시	NNG	O
_	_	_	O
전문	전문	NNG	O
대학	대학	NNG	O
_	_	_	O
입학	입학	NNG	O
정보	정보	NNG	O
_	_	_	O
박람회	박람회	NNG	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
개최한다	개최하+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 올해 137개 전문대학이 전체 모집인원의 84.2%를 수시모집으로 선발하는 만큼 전문대학 진학을 희망하는 수험생들이 수시모집에 대한 정보를 한 자리에서 얻을 수 있는 좋은 기회가 될 것으로 보인다.
## 올해 <137개:NOH> 전문대학이 전체 모집인원의 <84.2%:PNT>를 수시모집으로 선발하는 만큼 전문대학 진학을 희망하는 수험생들이 수시모집에 대한 정보를 한 자리에서 얻을 수 있는 좋은 기회가 될 것으로 보인다.
올해	올해	NNG	O
_	_	_	O
137	137	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
전문대학	전문대학	NNG	O
이	이	JKS	O
_	_	_	O
전체	전체	NNG	O
_	_	_	O
모집	모집	NNG	O
인원	인원	NNG	O
의	의	JKG	O
_	_	_	O
84.2	84.2	SN	B-PNT
%	%	SW	I-PNT
를	를	JKO	O
_	_	_	O
수시	수시	NNG	O
모집	모집	NNG	O
으로	으로	JKB	O
_	_	_	O
선발하	선발하	VV	O
는	는	ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
전문대학	전문대학	NNG	O
_	_	_	O
진학	진학	NNG	O
을	을	JKO	O
_	_	_	O
희망하	희망하	VV	O
는	는	ETM	O
_	_	_	O
수험생	수험생	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
수시	수시	NNG	O
모집	모집	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
정보	정보	NNG	O
를	를	JKO	O
_	_	_	O
한	한	MM	O
_	_	_	O
자리	자리	NNG	O
에서	에서	JKB	O
_	_	_	O
얻	얻	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
기회	기회	NNG	O
가	가	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 입학금 100만원과 한 학기 등록금 350만원을 내고 학교를 다녔지만 ‘반수(半修)생’의 길을 택했다.
## 입학금 <100만원:MNY>과 한 학기 등록금 <350만원:MNY>을 내고 학교를 다녔지만 ‘반수(半修)생’의 길을 택했다.
입학금	입학금	NNG	O
_	_	_	O
100	100	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
과	과	JC	O
_	_	_	O
한	한	MM	O
_	_	_	O
학기	학기	NNG	O
_	_	_	O
등록금	등록금	NNG	O
_	_	_	O
350	350	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
내	내	VV	O
고	고	EC	O
_	_	_	O
학교	학교	NNG	O
를	를	JKO	O
_	_	_	O
다	다니	VV	O
녔	었	EP	O
지만	지만	EC	O
_	_	_	O
‘	‘	SS	O
반수	반수	NNG	O
(	(	SS	O
半修	半修	SH	O
)	)	SS	O
생	생	XSN	O
’	’	SS	O
의	의	JKG	O
_	_	_	O
길	길	NNG	O
을	을	JKO	O
_	_	_	O
택	택하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 지난해 하반기에는 법안심사소위 구성을 둘러싸고 여야가 공방만 거듭하면서 홍영표 새정치민주연합 의원 등이 발의해 계류 중인 법안을 심사조차 하지 못했다.
## 지난해 하반기에는 법안심사소위 구성을 둘러싸고 여야가 공방만 거듭하면서 <홍영표:PER> <새정치민주연합:ORG> 의원 등이 발의해 계류 중인 법안을 심사조차 하지 못했다.
지난해	지난해	NNG	O
_	_	_	O
하반기	하반기	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
법안	법안	NNG	O
심사	심사	NNG	O
소위	소위	NNG	O
_	_	_	O
구성	구성	NNG	O
을	을	JKO	O
_	_	_	O
둘러싸	둘러싸	VV	O
고	고	EC	O
_	_	_	O
여야	여야	NNG	O
가	가	JKS	O
_	_	_	O
공방	공방	NNG	O
만	만	JX	O
_	_	_	O
거듭하	거듭하	VV	O
면서	면서	EC	O
_	_	_	O
홍영표	홍영표	NNP	B-PER
_	_	_	O
새정치민주연합	새정치민주연합	NNP	B-ORG
_	_	_	O
의원	의원	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
발의해	발의하+여	VV+EC	O
_	_	_	O
계류	계류	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
법안	법안	NNG	O
을	을	JKO	O
_	_	_	O
심사	심사	NNG	O
조차	조차	JX	O
_	_	_	O
하	하	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 보험, 철강 등 10개 업종은 매출과 영업이익이 모두 늘었다.
## 보험, 철강 등 <10개:NOH> 업종은 매출과 영업이익이 모두 늘었다.
보험	보험	NNG	O
,	,	SP	O
_	_	_	O
철강	철강	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
10	10	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
업종	업종	NNG	O
은	은	JX	O
_	_	_	O
매출	매출	NNG	O
과	과	JC	O
_	_	_	O
영업	영업	NNG	O
이익	이익	NNG	O
이	이	JKS	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
늘	늘	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 모국에서의 생활과 모국 문화 소개, 그리고 한국 생활에 대한 인터뷰를 하면서 결혼한 이민자들의 감정을 느끼게 됐다.
## 모국에서의 생활과 모국 문화 소개, 그리고 <한국:LOC> 생활에 대한 인터뷰를 하면서 결혼한 이민자들의 감정을 느끼게 됐다.
모국	모국	NNG	O
에서	에서	JKB	O
의	의	JKG	O
_	_	_	O
생활	생활	NNG	O
과	과	JC	O
_	_	_	O
모국	모국	NNG	O
_	_	_	O
문화	문화	NNG	O
_	_	_	O
소개	소개	NNG	O
,	,	SP	O
_	_	_	O
그리고	그리고	MAJ	O
_	_	_	O
한국	한국	NNP	B-LOC
_	_	_	O
생활	생활	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
인터뷰	인터뷰	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
면서	면서	EC	O
_	_	_	O
결혼	결혼	NNG	O
한	한	NNP	O
_	_	_	O
이민자	이민자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
감정	감정	NNG	O
을	을	JKO	O
_	_	_	O
느끼	느끼	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 11
## 173번 환자는 5일 강동경희대병원 응급실에서 76번 환자로부터 감염됐다.
## <173번:NOH> 환자는 <5일:DAT> <강동경희대병원:ORG> 응급실에서 <76번:NOH> 환자로부터 감염됐다.
173	173	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
환자	환자	NNG	O
는	는	JX	O
_	_	_	O
5	5	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
강동경희대병원	강동경희대병원	NNP	B-ORG
_	_	_	O
응급실	응급실	NNG	O
에서	에서	JKB	O
_	_	_	O
76	76	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
환자	환자	NNG	O
로부터	로부터	JKB	O
_	_	_	O
감염	감염되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## [대전/충남]배재대 글로벌 특강 눈에띄네
## [<대전:LOC>/<충남:LOC>]<배재대:ORG> 글로벌 특강 눈에띄네
[	[	SS	O
대전	대전	NNP	B-LOC
/	/	SP	O
충남	충남	NNP	B-LOC
]	]	SS	O
배재대	배재대	NNP	B-ORG
_	_	_	O
글로벌	글로벌	NNG	O
_	_	_	O
특강	특강	NNG	O
_	_	_	O
눈에띄네	눈에띄네	NNG	O

## 13
## 안성시외버스터미널 바로 옆에 있어 경부고속도로, 평택~제천고속도로 이용이 쉽다.
## <안성시외버스터미널:LOC> 바로 옆에 있어 <경부고속도로:LOC>, <평택:LOC>~<제천고속도로:LOC> 이용이 쉽다.
안성	안성	NNP	B-LOC
시외버스	시외버스	NNG	I-LOC
터미널	터미널	NNG	I-LOC
_	_	_	O
바로	바로	MAG	O
_	_	_	O
옆	옆	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
어	어	EC	O
_	_	_	O
경부고속도로	경부고속도로	NNP	B-LOC
,	,	SP	O
_	_	_	O
평택	평택	NNP	B-LOC
~	~	SO	O
제천	제천	NNP	B-LOC
고속도로	고속도로	NNG	I-LOC
_	_	_	O
이용	이용	NNG	O
이	이	JKS	O
_	_	_	O
쉽	쉽	VA	O
다	다	EF	O
.	.	SF	O

## 14
## 중진 박완서씨/신예 신경숙씨/두 여성작가 사랑메시지
## 중진 <박완서:PER>씨/신예 <신경숙:PER>씨/<두 여성작가:NOH> 사랑메시지
중진	중진	NNG	O
_	_	_	O
박완서	박완서	NNP	B-PER
씨	씨	NNB	O
/	/	SP	O
신예	신예	NNG	O
_	_	_	O
신경숙	신경숙	NNP	B-PER
씨	씨	NNB	O
/	/	SP	O
두	두	MM	B-NOH
_	_	_	I-NOH
여성	여성	NNG	I-NOH
작가	작가	NNG	I-NOH
_	_	_	O
사랑	사랑	NNG	O
메시지	메시지	NNG	O

