## 1
## 그는 “한중 양국 정치적 환경을 고려하면 일부 국민 여론이 국가 영사정책에 영향을 끼칠수 없을 것”이라며 “한국은 이 방면에서 신중하게 처리할 것”이라고 밝혔다.
## 그는 “<한중:ORG> <양:NOH>국 정치적 환경을 고려하면 일부 국민 여론이 국가 영사정책에 영향을 끼칠수 없을 것”이라며 “<한국:ORG>은 이 방면에서 신중하게 처리할 것”이라고 밝혔다.
그	그	NP	O
오늘	오늘	NNG	O
_	_	_	O
진도	진도	NNP	O
_	_	_	O
어디	어디+이	NP+VCP	O
지	지	EF	O
?	?	SF	O
”	”+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
말	말	NNG	O
_	_	_	O
대신	대신	NNG	O
_	_	_	O
“	“	SS	O
자습	자습	NNG	O
!	!	SF	O
”	”	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
짧	짧	VA	O
은	은	ETM	O
_	_	_	O
말	말	NNG	O
로	로	JKB	O
_	_	_	O
수업	수업	NNG	O
을	을	JKO	O
_	_	_	O
마친다	마치+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 추신수는 29일(이하 현지시간) 미국 텍사스 주 알링턴에 위치한 글로브 라이프 파크서 열린 '2015 메이저리그' 디트로이트 타이거즈와의 홈경기에 2번 타자 겸 우익수로 선발 출장해 동점 투런 홈런을 포함, 5타수 2안타 2타점 1득점을 기록하며 팀의 7-6 승리를 이끌었다.
## <추신수:PER>는 <29일:DAT>(이하 현지시간) <미국:LOC> <텍사스 주:LOC> <알링턴:LOC>에 위치한 <글로브 라이프 파크:LOC>서 열린 '<2015:DAT> <메이저리그:POH>' <디트로이트 타이거즈:ORG>와의 홈경기에 <2번:NOH> 타자 겸 우익수로 선발 출장해 동점 투런 홈런을 포함, <5타수:NOH> <2안타:NOH> <2타점:NOH> <1득점:NOH>을 기록하며 팀의 <7-6:NOH> 승리를 이끌었다.
추신수	추신수	NNP	B-PER
는	는	JX	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
현지	현지	NNG	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
텍사스	텍사스	NNP	B-LOC
_	_	_	I-LOC
주	주	NNG	I-LOC
_	_	_	O
알링턴	알링턴	NNP	B-LOC
에	에	JKB	O
_	_	_	O
위치한	위치하+ㄴ	VV+ETM	O
_	_	_	O
글로브	글로브	NNP	B-LOC
_	_	_	I-LOC
라이프	라이프	NNP	I-LOC
_	_	_	I-LOC
파크	파크	NNG	I-LOC
서	서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
'	'	SS	O
2015	2015	SN	B-DAT
_	_	_	O
메이저리그	메이저리그	NNG	B-POH
'	'	SS	O
_	_	_	O
디트로이트	디트로이트	NNP	B-ORG
_	_	_	I-ORG
타이거즈	타이거즈	NNP	I-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
홈경기	홈경기	NNG	O
에	에	JKB	O
_	_	_	O
2	2	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
타자	타자	NNG	O
_	_	_	O
겸	겸	NNB	O
_	_	_	O
우익수	우익수	NNG	O
로	로	JKB	O
_	_	_	O
선발	선발	NNG	O
_	_	_	O
출장해	출장하+여	VV+EC	O
_	_	_	O
동점	동점	NNG	O
_	_	_	O
투런	투런	NNG	O
_	_	_	O
홈런	홈런	NNG	O
을	을	JKO	O
_	_	_	O
포함	포함	NNG	O
,	,	SP	O
_	_	_	O
5	5	SN	B-NOH
타수	타수	NNG	I-NOH
_	_	_	O
2	2	SN	B-NOH
안타	안타	NNG	I-NOH
_	_	_	O
2	2	SN	B-NOH
타점	타점	NNG	I-NOH
_	_	_	O
1	1	SN	B-NOH
득점	득점	NNG	I-NOH
을	을	JKO	O
_	_	_	O
기록하	기록하	VV	O
며	며	EC	O
_	_	_	O
팀	팀	NNG	O
의	의	JKG	O
_	_	_	O
7	7	SN	B-NOH
-	-	SO	I-NOH
6	6	SN	I-NOH
_	_	_	O
승리	승리	NNG	O
를	를	JKO	O
_	_	_	O
이끌	이끌	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 8월까지만 하더라도 추신수의 타율은 0.245에 불과했다.
## <8월:DAT>까지만 하더라도 <추신수:PER>의 타율은 <0.245:PNT>에 불과했다.
8	8	SN	B-DAT
월	월	NNB	I-DAT
까지	까지	JX	O
만	만	JX	O
_	_	_	O
하	하	VV	O
더라도	더라도	EC	O
_	_	_	O
추신수	추신수	NNP	B-PER
의	의	JKG	O
_	_	_	O
타율	타율	NNG	O
은	은	JX	O
_	_	_	O
0.245	0.245	SN	B-PNT
에	에	JKB	O
_	_	_	O
불과	불과하	VA	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 구매액이 모두 통신요금으로 반영돼 소득공제 대상에서 빠지면서 12만명이 구입한 416억 원의 금액이 누락됐다.
## 구매액이 모두 통신요금으로 반영돼 소득공제 대상에서 빠지면서 <12만명:NOH>이 구입한 <416억 원:MNY>의 금액이 누락됐다.
구매	구매	NNG	O
액	액	XSN	O
이	이	JKS	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
통신	통신	NNG	O
요금	요금	NNG	O
으로	으로	JKB	O
_	_	_	O
반영돼	반영되+어	VV+EC	O
_	_	_	O
소득	소득	NNG	O
공제	공제	NNG	O
_	_	_	O
대상	대상	NNG	O
에서	에서	JKB	O
_	_	_	O
빠지	빠지	VV	O
면서	면서	EC	O
_	_	_	O
12	12	SN	B-NOH
만	만	NR	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
구입한	구입하+ㄴ	VV+ETM	O
_	_	_	O
416	416	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
의	의	JKG	O
_	_	_	O
금액	금액	NNG	O
이	이	JKS	O
_	_	_	O
누락	누락되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 김씨처럼 1인 가구가 주택담보대출을 받는다면 한국주택금융공사 상품인 ‘내집마련 디딤돌 대출’을 이용하는 게 유리하다.
## <김:PER>씨처럼 <1인:NOH> 가구가 주택담보대출을 받는다면 <한국주택금융공사:ORG> 상품인 ‘<내집마련 디딤돌 대출:POH>’을 이용하는 게 유리하다.
김	김	NNP	B-PER
씨	씨	NNB	O
처럼	처럼	JKB	O
_	_	_	O
1	1	SN	B-NOH
인	인	NNG	I-NOH
_	_	_	O
가구	가구	NNG	O
가	가	JKS	O
_	_	_	O
주택	주택	NNG	O
담보대출	담보대출	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
는다면	는다면	EC	O
_	_	_	O
한국	한국	NNP	B-ORG
주택	주택	NNG	I-ORG
금융	금융	NNG	I-ORG
공사	공사	NNG	I-ORG
_	_	_	O
상품	상품	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
내	나+의	NP+JKG	B-POH
집	집	NNG	I-POH
마련	마련	NNG	I-POH
_	_	_	I-POH
디딤돌	디딤돌	NNG	I-POH
_	_	_	I-POH
대출	대출	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
이용하	이용하	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
유리하	유리하	VA	O
다	다	EF	O
.	.	SF	O

## 8
## 6. 퍼팅, 손바닥을 이용하라원활한 어깨회전으로 일관된 퍼팅 도움손목을 사용한 스트로크 땐 정확도 감소오른손으로만 퍼터 잡는 연습법 효과적 퍼트는 스윙에 비해 동작이 간결하다.
## <6:NOH>. 퍼팅, 손바닥을 이용하라원활한 어깨회전으로 일관된 퍼팅 도움손목을 사용한 스트로크 땐 정확도 감소오른손으로만 퍼터 잡는 연습법 효과적 퍼트는 스윙에 비해 동작이 간결하다.
6	6	SN	B-NOH
.	.	SF	O
_	_	_	O
퍼팅	퍼팅	NNG	O
,	,	SP	O
_	_	_	O
손바닥	손바닥	NNG	O
을	을	JKO	O
_	_	_	O
이용하	이용하	VV	O
라	라	EC	O
원활한	원활하+ㄴ	VA+ETM	O
_	_	_	O
어깨	어깨	NNG	O
회전	회전	NNG	O
으로	으로	JKB	O
_	_	_	O
일관된	일관되+ㄴ	VV+ETM	O
_	_	_	O
퍼팅	퍼팅	NNG	O
_	_	_	O
도움	도움	NNG	O
손목	손목	NNG	O
을	을	JKO	O
_	_	_	O
사용한	사용하+ㄴ	VV+ETM	O
_	_	_	O
스트로크	스트로크	NNG	O
_	_	_	O
땐	때+ㄴ	NNG+JX	O
_	_	_	O
정확도	정확도	NNG	O
_	_	_	O
감소	감소	NNG	O
오른손	오른손	NNG	O
으로	으로	JKB	O
만	만	JX	O
_	_	_	O
퍼터	퍼터	NNG	O
_	_	_	O
잡	잡	VV	O
는	는	ETM	O
_	_	_	O
연습	연습	NNG	O
법	법	XSN	O
_	_	_	O
효과적	효과적	NNG	O
_	_	_	O
퍼트	퍼트	NNG	O
는	는	JX	O
_	_	_	O
스윙	스윙	NNG	O
에	에	JKB	O
_	_	_	O
비해	비하+여	VV+EC	O
_	_	_	O
동작	동작	NNG	O
이	이	JKS	O
_	_	_	O
간결하	간결하	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 또한 시민대로를 이용해 과천대로 및 외곽순환도로 등으로 진입도 수월해 자가용을 이용한 수도권 내·외곽 이동도 편리하다.
## 또한 <시민대로:LOC>를 이용해 <과천대로:LOC> 및 <외곽순환도:LOC>로 등으로 진입도 수월해 자가용을 이용한 <수도권:LOC> 내·외곽 이동도 편리하다.
또한	또한	MAG	O
_	_	_	O
시민	시민	NNG	B-LOC
대로	대로	JX	I-LOC
를	를	JKO	O
_	_	_	O
이용해	이용하+여	VV+EC	O
_	_	_	O
과천	과천	NNP	B-LOC
대로	대로	JX	I-LOC
_	_	_	O
및	및	MAG	O
_	_	_	O
외곽	외곽	NNG	B-LOC
순환	순환	NNG	I-LOC
도로	도로	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
진입	진입	NNG	O
도	도	JX	O
_	_	_	O
수월해	수월하+여	VA+EC	O
_	_	_	O
자가용	자가용	NNG	O
을	을	JKO	O
_	_	_	O
이용한	이용하+ㄴ	VV+ETM	O
_	_	_	O
수도권	수도권	NNG	B-LOC
_	_	_	O
내	나+의	NP+JKG	O
·	·	SP	O
외곽	외곽	NNG	O
_	_	_	O
이동	이동	NNG	O
도	도	JX	O
_	_	_	O
편리하	편리하	VA	O
다	다	EF	O
.	.	SF	O

## 10
## 변산바람꽃은 습작생 시절 작품에만 흠뻑 빠져 있을 곳이 없어 고생한 경험을 되살려 습작생에게도 공간을 개방했다.
## <변산바람꽃:ORG>은 습작생 시절 작품에만 흠뻑 빠져 있을 곳이 없어 고생한 경험을 되살려 습작생에게도 공간을 개방했다.
변산	변산	NNP	B-ORG
바람꽃	바람꽃	NNG	I-ORG
은	은	JX	O
_	_	_	O
습작생	습작생	NNG	O
_	_	_	O
시절	시절	NNG	O
_	_	_	O
작품	작품	NNG	O
에	에	JKB	O
만	만	JX	O
_	_	_	O
흠뻑	흠뻑	MAG	O
_	_	_	O
빠져	빠지+어	VV+EC	O
_	_	_	O
있	있	VX	O
을	을	ETM	O
_	_	_	O
곳	곳	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
어	어	EC	O
_	_	_	O
고생한	고생하+ㄴ	VV+ETM	O
_	_	_	O
경험	경험	NNG	O
을	을	JKO	O
_	_	_	O
되살려	되살리+어	VV+EC	O
_	_	_	O
습작생	습작생	NNG	O
에게	에게	JKB	O
도	도	JX	O
_	_	_	O
공간	공간	NNG	O
을	을	JKO	O
_	_	_	O
개방	개방하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## ▶양기호=중국이 긴장하지는 않을 것이다.
## ▶<양기호:PER>=<중국:ORG>이 긴장하지는 않을 것이다.
▶	▶	SW	O
양	양	NNG	B-PER
기호	기호	NNG	I-PER
=	=	SW	O
중국	중국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
긴장하	긴장하	VV	O
지	지	EC	O
는	는	JX	O
_	_	_	O
않	않	VX	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 소희는 연기 등 일에 집중하고자 탈퇴하기로 했다”며 “다음달 컴백을 앞둔 원더걸스는 예은, 유빈, 선미, 혜림 등 4인조 밴드로 활동한다”고 밝혔다.
## <소희:PER>는 연기 등 일에 집중하고자 탈퇴하기로 했다”며 “다음달 컴백을 앞둔 <원더걸스:ORG>는 <예은:PER>, <유빈:PER>, <선미:PER>, <혜림:PER> 등 <4인조:NOH> 밴드로 활동한다”고 밝혔다.
소희	소희	NNP	B-PER
는	는	JX	O
_	_	_	O
연기	연기	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
일	일	NNG	O
에	에	JKB	O
_	_	_	O
집중하	집중하	VV	O
고자	고자	EC	O
_	_	_	O
탈퇴하	탈퇴하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
다음	다음	NNG	O
달	달	NNG	O
_	_	_	O
컴백	컴백	NNG	O
을	을	JKO	O
_	_	_	O
앞둔	앞두+ㄴ	VV+ETM	O
_	_	_	O
원더	원더	NNP	B-ORG
걸스	걸스	NNG	I-ORG
는	는	JX	O
_	_	_	O
예	예	NNG	B-PER
은	은	JX	I-PER
,	,	SP	O
_	_	_	O
유빈	유빈	NNG	B-PER
,	,	SP	O
_	_	_	O
선미	선미	NNG	B-PER
,	,	SP	O
_	_	_	O
혜림	혜림	NNP	B-PER
_	_	_	O
등	등	NNB	O
_	_	_	O
4	4	SN	B-NOH
인	인	NNG	I-NOH
조	조	NNG	I-NOH
_	_	_	O
밴드	밴드	NNG	O
로	로	JKB	O
_	_	_	O
활동한다	활동하+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 네팔 펜싱대표 “끔찍했던 지진 공포, 선수촌도 아래층 부탁”
## <네팔:LOC> 펜싱대표 “끔찍했던 지진 공포, 선수촌도 아래층 부탁”
네팔	네팔	NNP	B-LOC
_	_	_	O
펜싱	펜싱	NNG	O
대표	대표	NNG	O
_	_	_	O
“	“	SS	O
끔찍	끔찍하	VA	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
지진	지진	NNG	O
_	_	_	O
공포	공포	NNG	O
,	,	SP	O
_	_	_	O
선수촌	선수촌	NNG	O
도	도	JX	O
_	_	_	O
아래층	아래층	NNG	O
_	_	_	O
부탁	부탁	NNG	O
”	”	SS	O

## 14
## 유재환, 써니와 ‘다정’ 셀카 공개… “써니를 써니라 하게 됐다”
## <유재환:PER>, <써니와:PER> ‘다정’ 셀카 공개… “<써니:PER>를 <써니:PER>라 하게 됐다”
유재환	유재환	NNP	B-PER
,	,	SP	O
_	_	_	O
써니	써니	NNP	B-PER
와	와	JC	I-PER
_	_	_	O
‘	‘	SS	O
다정	다정	NNG	O
’	’	SS	O
_	_	_	O
셀카	셀카	NNG	O
_	_	_	O
공개	공개	NNG	O
…	…	SE	O
_	_	_	O
“	“	SS	O
써니	써니	NNP	B-PER
를	를	JKO	O
_	_	_	O
써니	써니+이	NNP+VCP	B-PER
라	라	EC	O
_	_	_	O
하	하	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
”	”	SS	O

## 15
## 2001년 뷰익클래식에서 첫 우승을 신고했고, 같은 해 마스터카드 콜로니얼과 2002년 메르세데스 챔피언십 등에 이어 지난해 AT&T 바이런넬슨에서 9승째, 이번 마스터스 우승으로 10승째를 채웠다.
## <2001년:DAT> <뷰익클래식:POH>에서 첫 우승을 신고했고, 같은 해 <마스터카드 콜로니얼:POH>과 <2002년:DAT> <메르세데스 챔피언십:POH> 등에 이어 지난해 <AT&T 바이런넬슨:POH>에서 <9승:NOH>째, 이번 <마스터스:POH> 우승으로 <10승:NOH>째를 채웠다.
2001	2001	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
뷰익	뷰익	NNP	B-POH
클래식	클래식	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
우승	우승	NNG	O
을	을	JKO	O
_	_	_	O
신고	신고하	VV	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
해	해	NNG	O
_	_	_	O
마스터	마스터	NNG	B-POH
카드	카드	NNG	I-POH
_	_	_	I-POH
콜로니얼	콜로니얼	NNG	I-POH
과	과	JC	O
_	_	_	O
2002	2002	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
메르세데스	메르세데스	NNP	B-POH
_	_	_	I-POH
챔피언십	챔피언십	NNG	I-POH
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
AT	AT	SL	B-POH
&	&	SW	I-POH
T	T	SL	I-POH
_	_	_	I-POH
바이런넬슨	바이런넬슨	NNP	I-POH
에서	에서	JKB	O
_	_	_	O
9	9	SN	B-NOH
승	승	NNB	I-NOH
째	째	XSN	O
,	,	SP	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
마스터스	마스터스	NNG	B-POH
_	_	_	O
우승	우승	NNG	O
으로	으로	JKB	O
_	_	_	O
10	10	SN	B-NOH
승	승	NNB	I-NOH
째	째	XSN	O
를	를	JKO	O
_	_	_	O
채	채우	VV	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 김 회장은 “전쟁의 참상을 딛고 대한민국이 눈부신 경제성장을 이룰 수 있었던 것은 참전용사들의 희생 덕분”이라고 말했다.
## <김:PER> 회장은 “전쟁의 참상을 딛고 <대한민국:ORG>이 눈부신 경제성장을 이룰 수 있었던 것은 참전용사들의 희생 덕분”이라고 말했다.
김	김	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
전쟁	전쟁	NNG	O
의	의	JKG	O
_	_	_	O
참상	참상	NNG	O
을	을	JKO	O
_	_	_	O
딛	딛	VV	O
고	고	EC	O
_	_	_	O
대한민국	대한민국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
눈부신	눈부시+ㄴ	VA+ETM	O
_	_	_	O
경제	경제	NNG	O
성장	성장	NNG	O
을	을	JKO	O
_	_	_	O
이룰	이루+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
참전	참전	NNG	O
용사	용사	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
희생	희생	NNG	O
_	_	_	O
덕분	덕분	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 김 회장은 2010년 참전용사 부부 25쌍을 초청해 첫 감사행사를 가졌고 지난해에는 200명으로 규모를 늘렸다.
## <김:PER> 회장은 <2010년:DAT> 참전용사 부부 <25쌍:NOH>을 초청해 첫 감사행사를 가졌고 지난해에는 <200명:NOH>으로 규모를 늘렸다.
김	김	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
은	은	JX	O
_	_	_	O
2010	2010	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
참전	참전	NNG	O
용사	용사	NNG	O
_	_	_	O
부부	부부	NNG	O
_	_	_	O
25	25	SN	B-NOH
쌍	쌍	NNG	I-NOH
을	을	JKO	O
_	_	_	O
초청해	초청하+여	VV+EC	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
감사	감사	NNG	O
행사	행사	NNG	O
를	를	JKO	O
_	_	_	O
가	가지	VV	O
졌	었	EP	O
고	고	EC	O
_	_	_	O
지난해	지난해	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
200	200	SN	B-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
규모	규모	NNG	O
를	를	JKO	O
_	_	_	O
늘	늘리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

