## 1
## 박 전 대표는 졸지에 파렴치한 상사로 낙인찍혔다.
## <박:PER> 전 대표는 졸지에 파렴치한 상사로 낙인찍혔다.
박	박	NNP	B-PER
에	에	JKB	O
_	_	_	O
들어선	들어서+ㄴ	VV+ETM	O
_	_	_	O
직후	직후	NNG	O
_	_	_	O
사문화한	사문화하+ㄴ	VV+ETM	O
_	_	_	O
반	반	XPN	B-POH
독점	독점	NNG	I-POH
법	법	NNG	I-POH
을	을	JKO	O
_	_	_	O
꺼내	꺼내+어	VV+EC	O
_	_	_	O
모건	모건	NNP	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
추진한	추진하+ㄴ	VV+ETM	O
_	_	_	O
기업	기업	NNG	O
합병	합병	NNG	O
에	에	JKB	O
_	_	_	O
철퇴	철퇴	NNG	O
를	를	JKO	O
_	_	_	O
가	가하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 지난 1월 경영권 승계 과정에서 밀려난 큰아들 신동주 전 일본롯데홀딩스 부회장(61)이 아버지 신격호 총괄회장을 앞세워 동생인 신동빈 롯데그룹 회장(61)을 물러나게 하려다 역공을 당한 것으로 보인다.이번 신격호 일본 롯데홀딩스 대표이사의 전격 해임이 자의에 의한 것이 아니라 한일 양국 롯데의 경영권을 확실히 손에 넣기 위한 신동빈 회장 측의 반격에 의한 것으로 알려지면서 경영권 승계와 관련한 롯데그룹의 갈등이 수면 위로 드러났다.
## 지난 <1월:DAT> 경영권 승계 과정에서 밀려난 큰아들 <신동주:PER> 전 <일본롯데홀딩스:ORG> 부회장(<61:NOH>)이 아버지 <신격호:PER> 총괄회장을 앞세워 동생인 <신동빈:PER> <롯데그룹:ORG> 회장(<61:NOH>)을 물러나게 하려다 역공을 당한 것으로 보인다.이번 <신격호:PER> <일본 롯데홀딩스:ORG> 대표이사의 전격 해임이 자의에 의한 것이 아니라 <한일:ORG> <양국:NOH> <롯데:ORG>의 경영권을 확실히 손에 넣기 위한 <신동빈:PER> 회장 측의 반격에 의한 것으로 알려지면서 경영권 승계와 관련한 <롯데그룹:ORG>의 갈등이 수면 위로 드러났다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
1	1	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
경영권	경영권	NNG	O
_	_	_	O
승계	승계	NNG	O
_	_	_	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
밀려난	밀려나+ㄴ	VV+ETM	O
_	_	_	O
큰아들	큰아들	NNG	O
_	_	_	O
신동주	신동주	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
일본	일본	NNP	B-ORG
롯데홀딩스	롯데홀딩스	NNP	I-ORG
_	_	_	O
부회장	부회장	NNG	O
(	(	SS	O
61	61	SN	B-NOH
)	)	SS	O
이	이	JKS	O
_	_	_	O
아버지	아버지	NNG	O
_	_	_	O
신격호	신격호	NNP	B-PER
_	_	_	O
총괄	총괄	NNG	O
회장	회장	NNG	O
을	을	JKO	O
_	_	_	O
앞세	앞세우	VV	O
워	어	EC	O
_	_	_	O
동생	동생	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
신동빈	신동빈	NNP	B-PER
_	_	_	O
롯데그룹	롯데그룹	NNP	B-ORG
_	_	_	O
회장	회장	NNG	O
(	(	SS	O
61	61	SN	B-NOH
)	)	SS	O
을	을	JKO	O
_	_	_	O
물러나	물러나	VV	O
게	게	EC	O
_	_	_	O
하	하	VX	O
려다	려다	EC	O
_	_	_	O
역공	역공	NNG	O
을	을	JKO	O
_	_	_	O
당한	당하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O
이번	이번	NNG	O
_	_	_	O
신격호	신격호	NNP	B-PER
_	_	_	O
일본	일본	NNP	B-ORG
_	_	_	I-ORG
롯데홀딩스	롯데홀딩스	NNP	I-ORG
_	_	_	O
대표이사	대표이사	NNG	O
의	의	JKG	O
_	_	_	O
전격	전격	NNG	O
_	_	_	O
해임	해임	NNG	O
이	이	JKC	O
_	_	_	O
자의	자의	NNG	O
에	에	JKB	O
_	_	_	O
의한	의하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
한일	한일	NNP	B-ORG
_	_	_	O
양국	양국	NNG	B-NOH
_	_	_	O
롯데	롯데	NNP	B-ORG
의	의	JKG	O
_	_	_	O
경영권	경영권	NNG	O
을	을	JKO	O
_	_	_	O
확실히	확실히	MAG	O
_	_	_	O
손	손	NNG	O
에	에	JKB	O
_	_	_	O
넣	넣	VV	O
기	기	ETN	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
신동빈	신동빈	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
_	_	_	O
측	측	NNB	O
의	의	JKG	O
_	_	_	O
반격	반격	NNG	O
에	에	JKB	O
_	_	_	O
의한	의하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려지	알려지	VV	O
면서	면서	EC	O
_	_	_	O
경영권	경영권	NNG	O
_	_	_	O
승계	승계	NNG	O
와	와	JKB	O
_	_	_	O
관련한	관련하+ㄴ	VV+ETM	O
_	_	_	O
롯데	롯데	NNP	B-ORG
그룹	그룹	NNG	I-ORG
의	의	JKG	O
_	_	_	O
갈등	갈등	NNG	O
이	이	JKS	O
_	_	_	O
수면	수면	NNG	O
_	_	_	O
위	위	NNG	O
로	로	JKB	O
_	_	_	O
드러났	드러나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 6
## 13일 경기를 치르고 바로 연전에 나서 체력적인 부담도 커 골든스테이트의 대기록 달성이 점쳐진다.
## <13일:DAT> 경기를 치르고 바로 연전에 나서 체력적인 부담도 커 <골든스테이트:ORG>의 대기록 달성이 점쳐진다.
13	13	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
경기	경기	NNG	O
를	를	JKO	O
_	_	_	O
치르	치르	VV	O
고	고	EC	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
연전	연전	NNG	O
에	에	JKB	O
_	_	_	O
나서	나+아서	VV+EC	O
_	_	_	O
체력	체력	NNG	O
적	적	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
부담	부담	NNG	O
도	도	JX	O
_	_	_	O
커	+어	+EC	O
_	_	_	O
골든스테이트	골든스테이트	NNP	B-ORG
의	의	JKG	O
_	_	_	O
대기록	대기록	NNG	O
_	_	_	O
달성	달성	NNG	O
이	이	JKS	O
_	_	_	O
점쳐	점치+어	VV+EC	O
진다	지+ㄴ다	VX+EF	O
.	.	SF	O

## 7
## 정오 기준으로 54명 중 11명이 ‘해커스 토익’ ‘에듀스 GSAT 삼성직무적성검사’ ‘농협은행 5급 직무능력검사’ ‘경찰학 개론 기출문제’ 등을 펴고 공부했다.
## <정오:TIM> 기준으로 <54명:NOH> 중 <11명:NOH>이 ‘<해커스 토익:POH>’ ‘<에듀스 GSAT 삼성직무적성검사:POH>’ ‘<농협은행 5급 직무능력검사:POH>’ ‘<경찰학 개론 기출문제:POH>’ 등을 펴고 공부했다.
정오	정오	NNG	B-TIM
_	_	_	O
기준	기준	NNG	O
으로	으로	JKB	O
_	_	_	O
54	54	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
중	중	NNB	O
_	_	_	O
11	11	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
해커스	해커스	NNP	B-POH
_	_	_	I-POH
토익	토익	NNG	I-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
에	에	NNG	B-POH
듀스	듀스	NNP	I-POH
_	_	_	I-POH
GSAT	GSAT	SL	I-POH
_	_	_	I-POH
삼성	삼성	NNP	I-POH
직무	직무	NNG	I-POH
적성	적성	NNG	I-POH
검사	검사	NNG	I-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
농협은행	농협은행	NNP	B-POH
_	_	_	I-POH
5	5	SN	I-POH
급	급	NNG	I-POH
_	_	_	I-POH
직무	직무	NNG	I-POH
능력	능력	NNG	I-POH
검사	검사	NNG	I-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
경찰학	경찰학	NNG	B-POH
_	_	_	I-POH
개론	개론	NNG	I-POH
_	_	_	I-POH
기출	기출	NNG	I-POH
문제	문제	NNG	I-POH
’	’	SS	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
펴	펴	VV	O
고	고	EC	O
_	_	_	O
공부	공부하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 종로에 악기를 파는 낙원상가가 있다는 것은 다들 알고 있을 것이다.
## <종로:LOC>에 악기를 파는 <낙원상가:LOC>가 있다는 것은 다들 알고 있을 것이다.
종로	종로	NNP	B-LOC
에	에	JKB	O
_	_	_	O
악기	악기	NNG	O
를	를	JKO	O
_	_	_	O
파	팔	VV	O
는	는	ETM	O
_	_	_	O
낙원상가	낙원상가	NNP	B-LOC
가	가	JKS	O
_	_	_	O
있	있	VA	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
다	다	MAG	O
들	들	XSN	O
_	_	_	O
알	알	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 1980년대를 장악하며 1984 싱가포르, 1988 카타르, 1996 UAE 대회에서 우승을 차지한 사우디는 1992 일본, 2000 레바논, 2007 4개국 합동 개최 대회까지 총 3차례 준우승을 차지했다.
## <1980년대:DUR>를 장악하며 <1984:DAT> <싱가포르:POH>, <1988:DAT> <카타르:POH>, <1996:DAT> <UAE 대회:POH>에서 우승을 차지한 <사우디:ORG>는 <1992:DAT> <일본:POH>, <2000:DAT> <레바논:POH>, <2007:DAT> <4개국 합동 개최 대회:POH>까지 총 <3차례:NOH> 준우승을 차지했다.
1980	1980	SN	B-DUR
년대	년대	NNB	I-DUR
를	를	JKO	O
_	_	_	O
장악하	장악하	VV	O
며	며	EC	O
_	_	_	O
1984	1984	SN	B-DAT
_	_	_	O
싱가포르	싱가포르	NNP	B-POH
,	,	SP	O
_	_	_	O
1988	1988	SN	B-DAT
_	_	_	O
카타르	카타르	NNP	B-POH
,	,	SP	O
_	_	_	O
1996	1996	SN	B-DAT
_	_	_	O
UAE	UAE	SL	B-POH
_	_	_	I-POH
대회	대회	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
우승	우승	NNG	O
을	을	JKO	O
_	_	_	O
차지한	차지하+ㄴ	VV+ETM	O
_	_	_	O
사우디	사우디	NNP	B-ORG
는	는	JX	O
_	_	_	O
1992	1992	SN	B-DAT
_	_	_	O
일본	일본	NNP	B-POH
,	,	SP	O
_	_	_	O
2000	2000	SN	B-DAT
_	_	_	O
레바논	레바논	NNP	B-POH
,	,	SP	O
_	_	_	O
2007	2007	SN	B-DAT
_	_	_	O
4	4	SN	B-POH
개국	개국	NNB	I-POH
_	_	_	I-POH
합동	합동	NNG	I-POH
_	_	_	I-POH
개최	개최	NNG	I-POH
_	_	_	I-POH
대회	대회	NNG	I-POH
까지	까지	JX	O
_	_	_	O
총	총	MM	O
_	_	_	O
3	3	SN	B-NOH
차례	차례	NNG	I-NOH
_	_	_	O
준우승	준우승	NNG	O
을	을	JKO	O
_	_	_	O
차지	차지하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 샤킬 오닐의 짝꿍이었던 추성훈이 그의 옆에 서니 무척이나 작아진 것 같은 느낌을 선사했다.
## <샤킬 오닐:PER>의 짝꿍이었던 <추성훈:PER>이 그의 옆에 서니 무척이나 작아진 것 같은 느낌을 선사했다.
샤킬	샤킬	NNP	B-PER
_	_	_	I-PER
오닐	오닐	NNP	I-PER
의	의	JKG	O
_	_	_	O
짝꿍	짝꿍	NNG	O
이	이	VCP	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
추성훈	추성훈	NNP	B-PER
이	이	JKS	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
옆	옆	NNG	O
에	에	JKB	O
_	_	_	O
서	서	VV	O
니	니	EC	O
_	_	_	O
무척	무척	MAG	O
이나	이나	JX	O
_	_	_	O
작아진	작아지+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
느낌	느낌	NNG	O
을	을	JKO	O
_	_	_	O
선사	선사하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 박영규는 지난달 31일 생방송된 ‘2014 KBS 연기대상’에서 ‘정도전’으로 장편드라마 부문 우수 연기상을 받았다.
## <박영규:PER>는 지난달 <31일:DAT> 생방송된 ‘<2014:DAT> <KBS 연기대상:POH>’에서 ‘<정도전:POH>’으로 장편드라마 부문 우수 연기상을 받았다.
박영규	박영규	NNP	B-PER
는	는	JX	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
31	31	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
생방송된	생방송되+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
2014	2014	SN	B-DAT
_	_	_	O
KBS	KBS	SL	B-POH
_	_	_	I-POH
연기	연기	NNG	I-POH
대상	대상	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
정도전	정도전	NNP	B-POH
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
장편	장편	NNG	O
드라마	드라마	NNG	O
_	_	_	O
부문	부문	NNG	O
_	_	_	O
우수	우수	NNG	O
_	_	_	O
연기	연기	NNG	O
상	상	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 12
## ‘무한도전’ 박명수 “많이 웃기지 못할 때 스트레스 받아, 노력만으로 안 돼”개그맨 박명수가 ‘무한도전’에서 개그맨으로서 겪는 고충을 털어놨다.27일 방송한 MBC 예능 프로그램 ‘무한도전’에서 박명수는 상담사와 상담을 나눴다.이날 ‘무한도전’에서 박명수는 “지금 제일 힘든 게 무엇이냐”는 질문에 한참 답을 하지 못했다.박명수는 “20년 전이나 지금이나 많이 웃기지 못한다는 이야기를 들을 때 직업적으로 참 힘들다.
## ‘<무한도전:POH>’ <박명수:PER> “많이 웃기지 못할 때 스트레스 받아, 노력만으로 안 돼”개그맨 <박명수:PER>가 ‘<무한도전:POH>’에서 개그맨으로서 겪는 고충을 털어놨다.<27일:DAT> 방송한 <MBC:ORG> 예능 프로그램 ‘<무한도전:POH>’에서 <박명수:PER>는 상담사와 상담을 나눴다.이날 ‘<무한도전:POH>’에서 <박명수:PER>는 “지금 제일 힘든 게 무엇이냐”는 질문에 한참 답을 하지 못했다.<박명수:PER>는 “<20년:DUR> 전이나 지금이나 많이 웃기지 못한다는 이야기를 들을 때 직업적으로 참 힘들다.
‘	‘	SS	O
무한도전	무한도전	NNP	B-POH
’	’	SS	O
_	_	_	O
박명수	박명수	NNP	B-PER
_	_	_	O
“	“	SS	O
많이	많이	MAG	O
_	_	_	O
웃기	웃기	VV	O
지	지	EC	O
_	_	_	O
못할	못하+ㄹ	VX+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
스트레스	스트레스	NNG	O
_	_	_	O
받	받	VV	O
아	아	EC	O
,	,	SP	O
_	_	_	O
노력	노력	NNG	O
만	만	JX	O
으로	으로	JKB	O
_	_	_	O
안	안	MAG	O
_	_	_	O
돼	되+어	VV+EF	O
”	”	SS	O
개그맨	개그맨	NNG	O
_	_	_	O
박명수	박명수	NNP	B-PER
가	가	JKS	O
_	_	_	O
‘	‘	SS	O
무한도전	무한도전	NNP	B-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
개그맨	개그맨	NNG	O
으로서	으로서	JKB	O
_	_	_	O
겪	겪	VV	O
는	는	ETM	O
_	_	_	O
고충	고충	NNG	O
을	을	JKO	O
_	_	_	O
털어	털어놓	VV	O
놨	았	EP	O
다	다	EF	O
.	.	SF	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송한	방송하+ㄴ	VV+ETM	O
_	_	_	O
MBC	MBC	SL	B-ORG
_	_	_	O
예능	예능	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
_	_	_	O
‘	‘	SS	O
무한도전	무한도전	NNP	B-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
박명수	박명수	NNP	B-PER
는	는	JX	O
_	_	_	O
상담	상담	NNG	O
사	사	XSN	O
와	와	JKB	O
_	_	_	O
상담	상담	NNG	O
을	을	JKO	O
_	_	_	O
나	나누	VV	O
눴	었	EP	O
다	다	EF	O
.	.	SF	O
이날	이날	NNG	O
_	_	_	O
‘	‘	SS	O
무한도전	무한도전	NNP	B-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
박명수	박명수	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
지금	지금	MAG	O
_	_	_	O
제일	제일	MAG	O
_	_	_	O
힘든	힘들+ㄴ	VA+ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
무엇	무엇	NP	O
이	이	VCP	O
냐	냐	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
한참	한참	NNG	O
_	_	_	O
답	답	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EF	O
.	.	SF	O
박명수	박명수	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
20	20	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
전	전	NNG	O
이나	이나	JC	O
_	_	_	O
지금	지금	NNG	O
이나	이나	JX	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
웃기	웃기	VV	O
지	지	EC	O
_	_	_	O
못한다는	못하+ㄴ다는	VX+ETM	O
_	_	_	O
이야기	이야기	NNG	O
를	를	JKO	O
_	_	_	O
들	듣	VV	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
직업적	직업적	NNG	O
으로	으로	JKB	O
_	_	_	O
참	참	MAG	O
_	_	_	O
힘들	힘들	VA	O
다	다	EF	O
.	.	SF	O

## 13
## 이날 사고는 중국 역대 항공사고중 가장 많은 사망자를 기록했다.
## 이날 사고는 <중국:LOC> 역대 항공사고중 가장 많은 사망자를 기록했다.
이날	이날	NNG	O
_	_	_	O
사고	사고	NNG	O
는	는	JX	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	O
역대	역대	NNG	O
_	_	_	O
항공	항공	NNG	O
사고	사고	NNG	O
중	중	NNP	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
사망자	사망자	NNG	O
를	를	JKO	O
_	_	_	O
기록	기록하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 국민 정책평가단 투표에선 호남권, 영남권, 충청권, 수도권 모두에서 유승민 후보가 4연승을 거뒀다.
## <국민 정책평가단:ORG> 투표에선 <호남권:LOC>, <영남권:LOC>, <충청권:LOC>, <수도권:LOC> 모두에서 <유승민:PER> 후보가 <4연승:NOH>을 거뒀다.
국민	국민	NNG	B-ORG
_	_	_	I-ORG
정책	정책	NNG	I-ORG
평가	평가	NNG	I-ORG
단	단	MAG	I-ORG
_	_	_	O
투표	투표	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
호남	호남	NNP	B-LOC
권	권	XSN	I-LOC
,	,	SP	O
_	_	_	O
영남	영남	NNP	B-LOC
권	권	XSN	I-LOC
,	,	SP	O
_	_	_	O
충청	충청	NNP	B-LOC
권	권	XSN	I-LOC
,	,	SP	O
_	_	_	O
수도권	수도권	NNG	B-LOC
_	_	_	O
모두	모두	NNG	O
에서	에서	JKB	O
_	_	_	O
유승민	유승민	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
가	가	JKS	O
_	_	_	O
4	4	SN	B-NOH
연승	연승	NNG	I-NOH
을	을	JKO	O
_	_	_	O
거	거두	VV	O
뒀	었	EP	O
다	다	EF	O
.	.	SF	O

