## 1
## 과학과 예술의 시각이 근본을 탐구한다는 점에서 일맥상통한다는 사실을 깨달았죠.” 릴릴 씨가 꼭 해외로만 눈을 돌리는 건 아니다.
## 과학과 예술의 시각이 근본을 탐구한다는 점에서 일맥상통한다는 사실을 깨달았죠.” <릴릴:PER> 씨가 꼭 해외로만 눈을 돌리는 건 아니다.
과학	과학	NNG	O
받	받	VV	O
고	고	EC	O
_	_	_	O
그	그	MM	O
_	_	_	O
결과	결과	NNG	O
에	에	JKB	O
_	_	_	O
책임	책임	NNG	O
을	을	JKO	O
_	_	_	O
지	지	VV	O
고	고	EC	O
_	_	_	O
물러나	물러나	VV	O
겠	겠	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 차량을 판매하는 영업사원 대신 태블릿PC를 들고 제품 사용법과 특징을 설명하는 직원 6명이 눈에 띄었다.
## 차량을 판매하는 영업사원 대신 태블릿PC를 들고 제품 사용법과 특징을 설명하는 직원 <6명:NOH>이 눈에 띄었다.
차량	차량	NNG	O
을	을	JKO	O
_	_	_	O
판매하	판매하	VV	O
는	는	ETM	O
_	_	_	O
영업	영업	NNG	O
사원	사원	NNG	O
_	_	_	O
대신	대신	NNG	O
_	_	_	O
태블릿	태블릿	NNG	O
PC	PC	SL	O
를	를	JKO	O
_	_	_	O
들	들	VV	O
고	고	EC	O
_	_	_	O
제품	제품	NNG	O
_	_	_	O
사용법	사용법	NNG	O
과	과	JC	O
_	_	_	O
특징	특징	NNG	O
을	을	JKO	O
_	_	_	O
설명하	설명하	VV	O
는	는	ETM	O
_	_	_	O
직원	직원	NNG	O
_	_	_	O
6	6	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
눈	눈	NNG	O
에	에	JKB	O
_	_	_	O
띄	띄	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 7명만으로 동아시아 최고 수준의 국제 도로 사이클을 치르는 것은 무리라는 우려의 목소리도 있었지만 이들은 지난해에 이어 올해 대회도 성공적으로 치러내며 확실한 존재감을 보여줬다.
## <7명:NOH>만으로 <동아시아:LOC> 최고 수준의 국제 도로 사이클을 치르는 것은 무리라는 우려의 목소리도 있었지만 이들은 지난해에 이어 올해 대회도 성공적으로 치러내며 확실한 존재감을 보여줬다.
7	7	SN	B-NOH
명	명	NNG	I-NOH
만	만	JX	O
으로	으로	JKB	O
_	_	_	O
동아시아	동아시아	NNP	B-LOC
_	_	_	O
최고	최고	NNG	O
_	_	_	O
수준	수준	NNG	O
의	의	JKG	O
_	_	_	O
국제	국제	NNG	O
_	_	_	O
도로	도로	NNG	O
_	_	_	O
사이클	사이클	NNG	O
을	을	JKO	O
_	_	_	O
치르	치르	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
무리	무리+이	NNG+VCP	O
라는	라는	ETM	O
_	_	_	O
우려	우려	NNG	O
의	의	JKG	O
_	_	_	O
목소리	목소리	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
었	었	EP	O
지만	지만	EC	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
대회	대회	NNG	O
도	도	JX	O
_	_	_	O
성공적	성공적	NNG	O
으로	으로	JKB	O
_	_	_	O
치	치르	VV	O
러	어	EC	O
내	내	VX	O
며	며	EC	O
_	_	_	O
확실한	확실하+ㄴ	VA+ETM	O
_	_	_	O
존재감	존재감	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여	어+주	EC+VX	O
줬	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 방사청은 “현재까지 평가를 진행한 결과 혹한의 환경과 산악 지형을 포함한 험로 기동 등을 통해 기존 차량 대비 탁월한 성능을 입증했다”고 밝혔다.
## <방사청:ORG>은 “현재까지 평가를 진행한 결과 혹한의 환경과 산악 지형을 포함한 험로 기동 등을 통해 기존 차량 대비 탁월한 성능을 입증했다”고 밝혔다.
방사	방사	NNG	B-ORG
청	청	XSN	I-ORG
은	은	JX	O
_	_	_	O
“	“	SS	O
현재	현재	NNG	O
까지	까지	JX	O
_	_	_	O
평가	평가	NNG	O
를	를	JKO	O
_	_	_	O
진행한	진행하+ㄴ	VV+ETM	O
_	_	_	O
결과	결과	NNG	O
_	_	_	O
혹한	혹한	NNG	O
의	의	JKG	O
_	_	_	O
환경	환경	NNG	O
과	과	JC	O
_	_	_	O
산악	산악	NNG	O
_	_	_	O
지형	지형	NNG	O
을	을	JKO	O
_	_	_	O
포함한	포함하+ㄴ	VV+ETM	O
_	_	_	O
험로	험로	NNG	O
_	_	_	O
기동	기동	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
차량	차량	NNG	O
_	_	_	O
대비	대비	NNG	O
_	_	_	O
탁월한	탁월하+ㄴ	VA+ETM	O
_	_	_	O
성능	성능	NNG	O
을	을	JKO	O
_	_	_	O
입증	입증하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 디스패치는 8일 오전 “아이유와 장기하가 지난 3월부터 열애 중이다”고 전했다.보도에 따르면 두 사람은 서울 마포에 있는 장기하의 집과 용산에 위치한 아이유의 집에서 데이트를 즐기고 있다.
## <디스패치:ORG>는 <8일:DAT> 오전 “<아이유:PER>와 <장기하:PER>가 지난 <3월:DAT>부터 열애 중이다”고 전했다.보도에 따르면 두 사람은 <서울:LOC> <마포:LOC>에 있는 <장기하:PER>의 집과 <용산:LOC>에 위치한 <아이유:PER>의 집에서 데이트를 즐기고 있다.
디스	디스	NNG	B-ORG
패치	패치	NNG	I-ORG
는	는	JX	O
_	_	_	O
8	8	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	O
_	_	_	O
“	“	SS	O
아이유	아이유	NNP	B-PER
와	와	JC	O
_	_	_	O
장기하	장기하	NNP	B-PER
가	가	JKS	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
열애	열애	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O
보도	보도	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
두	두	MM	O
_	_	_	O
사람	사람	NNG	O
은	은	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
마포	마포	NNP	B-LOC
에	에	JKB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
장기하	장기하	NNP	B-PER
의	의	JKG	O
_	_	_	O
집	집	NNG	O
과	과	JC	O
_	_	_	O
용산	용산	NNP	B-LOC
에	에	JKB	O
_	_	_	O
위치한	위치하+ㄴ	VV+ETM	O
_	_	_	O
아이유	아이유	NNP	B-PER
의	의	JKG	O
_	_	_	O
집	집	NNG	O
에서	에서	JKB	O
_	_	_	O
데이트	데이트	NNG	O
를	를	JKO	O
_	_	_	O
즐기	즐기	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 양자령은 지난 해 조건부 시드를 받아 12개 대회 밖에 출전하지 못했다.
## <양자령:PER>은 지난 해 조건부 시드를 받아 <12개:NOH> 대회 밖에 출전하지 못했다.
양자	양자	NNG	B-PER
령	령	XSN	I-PER
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
해	해	NNG	O
_	_	_	O
조건부	조건부	NNG	O
_	_	_	O
시드	시드	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
아	아	EC	O
_	_	_	O
12	12	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
대회	대회	NNG	O
_	_	_	O
밖에	밖에	JX	O
_	_	_	O
출전하	출전하	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## KEB하나은행은 명실상부한 대한민국 자산 1위 은행으로 국내를 넘어 글로벌 일류은행으로 도약하는 새로운 기회를 맞고 있다.
## <KEB하나은행:ORG>은 명실상부한 <대한민국:ORG> 자산 <1위:NOH> 은행으로 국내를 넘어 글로벌 일류은행으로 도약하는 새로운 기회를 맞고 있다.
KEB	KEB	SL	B-ORG
하나은행	하나은행	NNP	I-ORG
은	은	JX	O
_	_	_	O
명실상부한	명실상부하+ㄴ	VA+ETM	O
_	_	_	O
대한민국	대한민국	NNP	B-ORG
_	_	_	O
자산	자산	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
은행	은행	NNG	O
으로	으로	JKB	O
_	_	_	O
국내	국내	NNG	O
를	를	JKO	O
_	_	_	O
넘	넘	VV	O
어	어	EC	O
_	_	_	O
글로벌	글로벌	NNG	O
_	_	_	O
일류	일류	NNG	O
은행	은행	NNG	O
으로	으로	JKB	O
_	_	_	O
도약하	도약하	VV	O
는	는	ETM	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
기회	기회	NNG	O
를	를	JKO	O
_	_	_	O
맞	맞	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 납품 규모는 15억 원 상당으로 약 50만 벌을 제작할 수 있는 분량이다.
## 납품 규모는 <15억 원:MNY> 상당으로 약 <50만 벌:NOH>을 제작할 수 있는 분량이다.
납품	납품	NNG	O
_	_	_	O
규모	규모	NNG	O
는	는	JX	O
_	_	_	O
15	15	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
상당	상당	NNG	O
으로	으로	JKB	O
_	_	_	O
약	약	MM	O
_	_	_	O
50	50	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
벌	벌	NNG	I-NOH
을	을	JKO	O
_	_	_	O
제작할	제작하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
분량	분량	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 한화탈레스의 주력 제품으로 레이더를 빼놓을 수 없다.
## <한화탈레스:ORG>의 주력 제품으로 레이더를 빼놓을 수 없다.
한화	한화	NNP	B-ORG
탈레스	탈레스	NNP	I-ORG
의	의	JKG	O
_	_	_	O
주력	주력	NNG	O
_	_	_	O
제품	제품	NNG	O
으로	으로	JKB	O
_	_	_	O
레이더	레이더	NNG	O
를	를	JKO	O
_	_	_	O
빼놓	빼놓	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

