## 1
## 각각 KCC·kt 꺾고 공동 2위 ‘평행선’최종 승패 같다면 동부가 4강 PO 직행동부가 3연패에서 벗어나며 4강 플레이오프(PO) 직행에 다가섰다.
## 각각 <KCC:ORG>·<kt:ORG> 꺾고 공동 <2위:NOH> ‘평행선’최종 승패 같다면 <동부:ORG>가 <4강:NOH> PO 직행<동부:ORG>가 <3연패:NOH>에서 벗어나며 <4강:NOH> 플레이오프(PO) 직행에 다가섰다.
각각	각각	MAG	O
“	“	SS	O
중국	중국	NNP	B-ORG
_	_	_	O
안	안	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
김정은	김정은	NNP	B-PER
을	을	JKO	O
_	_	_	O
안	안	VV	O
고	고	EC	O
_	_	_	O
가	가	VV	O
면	면	EC	O
_	_	_	O
무슨	무슨	MM	O
_	_	_	O
일	일	NNG	O
이	이	JKS	O
_	_	_	O
벌어질지	벌어지+ㄹ지	VV+EC	O
_	_	_	O
모른다	모르+ㄴ다	VV+EF	O
’	’	SS	O
는	는	JX	O
_	_	_	O
우려	우려	NNG	O
가	가	JKS	O
_	_	_	O
많	많	VA	O
다	다	EF	O
.	.	SF	O

## 8
## 일명 ‘엘시티 사업’ 이라 불려진 초대형 프로젝트, 문제가 생긴 건 지난 7월, 엘시티 사업에 대한 각종 특혜 의혹이 불거지며 검찰의 본격적 수사가 진행되면서부터였다.
## 일명 ‘<엘시티 사업:POH>’ 이라 불려진 초대형 프로젝트, 문제가 생긴 건 지난 <7월:DAT>, <엘시티 사업:ORG>에 대한 각종 특혜 의혹이 불거지며 검찰의 본격적 수사가 진행되면서부터였다.
일명	일명	NNG	O
_	_	_	O
‘	‘	SS	O
엘시티	엘시티	NNP	B-POH
_	_	_	I-POH
사업	사업	NNG	I-POH
’	’	SS	O
_	_	_	O
이	이	VCP	O
라	라	EC	O
_	_	_	O
불려	불리+어	VV+EC	O
진	지+ㄴ	VX+ETM	O
_	_	_	O
초대형	초대형	NNG	O
_	_	_	O
프로젝트	프로젝트	NNG	O
,	,	SP	O
_	_	_	O
문제	문제	NNG	O
가	가	JKS	O
_	_	_	O
생긴	생기+ㄴ	VV+ETM	O
_	_	_	O
건	것+ㄴ	NNB+JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
7	7	SN	B-DAT
월	월	NNB	I-DAT
,	,	SP	O
_	_	_	O
엘시티	엘시티	NNP	B-ORG
_	_	_	I-ORG
사업	사업	NNG	I-ORG
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
각종	각종	NNG	O
_	_	_	O
특혜	특혜	NNG	O
_	_	_	O
의혹	의혹	NNG	O
이	이	JKS	O
_	_	_	O
불거지	불거지	VV	O
며	며	EC	O
_	_	_	O
검찰	검찰	NNG	O
의	의	JKG	O
_	_	_	O
본격적	본격적	NNG	O
_	_	_	O
수사	수사	NNG	O
가	가	JKS	O
_	_	_	O
진행되	진행되	VV	O
면서	면서	EC	O
부터	부터+이	JX+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 정개특위 소속 한 새누리당 의원은 “지금까지 당 대표들이 나서 선거구를 획정한 전례가 없다”며 “여야 대표가 주고받을 여지가 있는 사안이 아니다”고 말했다.
## 정개특위 소속 한 <새누리당:ORG> 의원은 “지금까지 당 대표들이 나서 선거구를 획정한 전례가 없다”며 “여야 대표가 주고받을 여지가 있는 사안이 아니다”고 말했다.
정개	정개	NNG	O
특위	특위	NNG	O
_	_	_	O
소속	소속	NNG	O
_	_	_	O
한	한	NNP	O
_	_	_	O
새누리당	새누리당	NNP	B-ORG
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
지금	지금	NNG	O
까지	까지	JX	O
_	_	_	O
당	당	NNG	O
_	_	_	O
대표	대표	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
나서	나서+어	VV+EC	O
_	_	_	O
선거구	선거구	NNG	O
를	를	JKO	O
_	_	_	O
획정한	획정하+ㄴ	VV+ETM	O
_	_	_	O
전례	전례	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
여야	여야	NNG	O
_	_	_	O
대표	대표	NNG	O
가	가	JKS	O
_	_	_	O
주고받	주고받	VV	O
을	을	ETM	O
_	_	_	O
여지	여지	NNB	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
사안	사안	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## ▲박동진=주변강대국의 입장과 정책을 냉정히 검토하고 이에 대처하는 것도 필요합니다.
## ▲<박동진:PER>=주변강대국의 입장과 정책을 냉정히 검토하고 이에 대처하는 것도 필요합니다.
▲	▲	SW	O
박동진	박동진	NNP	B-PER
=	=	SW	O
주변	주변	NNG	O
강대국	강대국	NNG	O
의	의	JKG	O
_	_	_	O
입장	입장	NNG	O
과	과	JC	O
_	_	_	O
정책	정책	NNG	O
을	을	JKO	O
_	_	_	O
냉정히	냉정히	MAG	O
_	_	_	O
검토하	검토하	VV	O
고	고	EC	O
_	_	_	O
이	이	NP	O
에	에	JKB	O
_	_	_	O
대처하	대처하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
필요합니다	필요하+ㅂ니다	VA+EF	O
.	.	SF	O

## 11
## 팔 수술을 담당했던 최윤락 세브란스병원 정형외과 교수는 “힘줄 근육 2개가 부분 파열됐고, 신경 손상이 일부 있었다”며 “봉합수술을 했고, 4주 정도 고정하면 기능적으로 큰 문제는 없을 것”이라고 밝혔다.
## 팔 수술을 담당했던 <최윤락:PER> <세브란스병원:ORG> 정형외과 교수는 “힘줄 근육 <2개:NOH>가 부분 파열됐고, 신경 손상이 일부 있었다”며 “봉합수술을 했고, <4주:DUR> 정도 고정하면 기능적으로 큰 문제는 없을 것”이라고 밝혔다.
팔	팔	NNG	O
_	_	_	O
수술	수술	NNG	O
을	을	JKO	O
_	_	_	O
담당	담당하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
최윤락	최윤락	NNP	B-PER
_	_	_	O
세브란스병원	세브란스병원	NNP	B-ORG
_	_	_	O
정형외과	정형외과	NNG	O
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
힘줄	힘줄	NNG	O
_	_	_	O
근육	근육	NNG	O
_	_	_	O
2	2	SN	B-NOH
개	개	NNB	I-NOH
가	가	JKS	O
_	_	_	O
부분	부분	NNG	O
_	_	_	O
파열	파열되	VV	O
됐	었	EP	O
고	고	JKQ	O
,	,	SP	O
_	_	_	O
신경	신경	NNG	O
_	_	_	O
손상	손상	NNG	O
이	이	JKS	O
_	_	_	O
일부	일부	NNG	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
봉합	봉합	NNG	O
수술	수술	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
4	4	SN	B-DUR
주	주	NNB	I-DUR
_	_	_	O
정도	정도	NNG	O
_	_	_	O
고정하	고정하	VV	O
면	면	EC	O
_	_	_	O
기능적	기능적	NNG	O
으로	으로	JKB	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
문제	문제	NNG	O
는	는	JX	O
_	_	_	O
없	없	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

