## 1
## 20명의 인질이 숨진 1일 저녁 방글라데시 수도 다카 고급 식당 ‘홀리 아티잔 베이커리’. 7명의 테러범은 침착하게 인질 중에 무슬림과 비무슬림을 솎아내기 시작했다.
## <20명:NOH>의 인질이 숨진 <1일:DAT> 저녁 <방글라데시:LOC> 수도 <다카:LOC> 고급 식당 ‘<홀리 아티잔 베이커리:LOC>’. <7명:NOH>의 테러범은 침착하게 인질 중에 무슬림과 비무슬림을 솎아내기 시작했다.
20	20	SN	B-NOH
## 이는 <피트 마이클:PER>(은퇴)이 뛰었던 <2006~2007:DUR>시즌의 <오리온스:ORG>(현 <오리온:ORG>)를 연상케 한다.
이	이	NP	O
는	는	JX	O
_	_	_	O
피트	피트	NNB	B-PER
_	_	_	I-PER
마이클	마이클	NNP	I-PER
(	(	SS	O
은퇴	은퇴	NNG	O
)	)	SS	O
이	이	JKS	O
_	_	_	O
뛰	뛰	VV	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
2006	2006	SN	B-DUR
~	~	SO	I-DUR
2007	2007	SN	I-DUR
시즌	시즌	NNG	O
의	의	JKG	O
_	_	_	O
오리온스	오리온스	NNP	B-ORG
(	(	SS	O
현	현	MM	O
_	_	_	O
오리온	오리온	NNP	B-ORG
)	)	SS	O
를	를	JKO	O
_	_	_	O
연상	연상하	VV	O
케	게	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 4
## 지대가 높아 한강과 도심을 한눈에 내려다볼 수 있고 풍성한 억새밭을 즐길 수 있는 게 특징이다.
## 지대가 높아 <한강:LOC>과 도심을 한눈에 내려다볼 수 있고 풍성한 억새밭을 즐길 수 있는 게 특징이다.
지대	지대	NNG	O
가	가	JKS	O
_	_	_	O
높	높	VA	O
아	아	EC	O
_	_	_	O
한강	한강	NNP	B-LOC
과	과	JC	O
_	_	_	O
도심	도심	NNG	O
을	을	JKO	O
_	_	_	O
한눈	한눈	NNG	O
에	에	JKB	O
_	_	_	O
내려다볼	내려다보+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
고	고	EC	O
_	_	_	O
풍성한	풍성하+ㄴ	VA+ETM	O
_	_	_	O
억새밭	억새밭	NNG	O
을	을	JKO	O
_	_	_	O
즐길	즐기+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
특징	특징	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 그리고 해외 브랜드의 노트북 키보드 중에는 한국인들이 자주 이용하는 오른쪽 시프트(shift) 키가 작거나 한/영 전환키가 애매한 곳에 배치되는 경우가 종종 있었는데, 아스파이어 V3-371의 키보드는 오른쪽 시프트 키의 크기도 넓은 편이고 한/영 전환키 역시 적절한 곳에 있다.
## 그리고 해외 브랜드의 노트북 키보드 중에는 한국인들이 자주 이용하는 오른쪽 시프트(shift) 키가 작거나 한/영 전환키가 애매한 곳에 배치되는 경우가 종종 있었는데, <아스파이어 V3-371:POH>의 키보드는 오른쪽 시프트 키의 크기도 넓은 편이고 한/영 전환키 역시 적절한 곳에 있다.
그리고	그리고	MAJ	O
_	_	_	O
해외	해외	NNG	O
_	_	_	O
브랜드	브랜드	NNG	O
의	의	JKG	O
_	_	_	O
노트북	노트북	NNG	O
_	_	_	O
키보드	키보드	NNG	O
_	_	_	O
중	중	NNB	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
한국인	한국인	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
자주	자주	MAG	O
_	_	_	O
이용하	이용하	VV	O
는	는	ETM	O
_	_	_	O
오른쪽	오른쪽	NNG	O
_	_	_	O
시프트	시프트	NNG	O
(	(	SS	O
shift	shift	SL	O
)	)	SS	O
_	_	_	O
키	키	NNG	O
가	가	JKS	O
_	_	_	O
작	작	VA	O
거나	거나	EC	O
_	_	_	O
한	한	NNP	O
/	/	SP	O
영	영	MAG	O
_	_	_	O
전환	전환	NNG	O
키	키	NNG	O
가	가	JKS	O
_	_	_	O
애매한	애매하+ㄴ	VA+ETM	O
_	_	_	O
곳	곳	NNG	O
에	에	JKB	O
_	_	_	O
배치되	배치되	VV	O
는	는	ETM	O
_	_	_	O
경우	경우	NNG	O
가	가	JKS	O
_	_	_	O
종종	종종	MAG	O
_	_	_	O
있	있	VA	O
었	었	EP	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
아스	아스	NNP	B-POH
파이어	파이어	NNG	I-POH
_	_	_	I-POH
V	V	SL	I-POH
3	3	SN	I-POH
-	-	SO	I-POH
371	371	SN	I-POH
의	의	JKG	O
_	_	_	O
키보드	키보드	NNG	O
는	는	JX	O
_	_	_	O
오른쪽	오른쪽	NNG	O
_	_	_	O
시프트	시프트	NNG	O
_	_	_	O
키	키	NNG	O
의	의	JKG	O
_	_	_	O
크기	크기	NNG	O
도	도	JX	O
_	_	_	O
넓	넓	VA	O
은	은	ETM	O
_	_	_	O
편	편	NNB	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
한	한	NNP	O
/	/	SP	O
영	영	MAG	O
_	_	_	O
전환	전환하	VV	O
키	기	ETN	O
_	_	_	O
역시	역시	MAG	O
_	_	_	O
적절한	적절하+ㄴ	VA+ETM	O
_	_	_	O
곳	곳	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 6
## 임창용 이어 오승환도 원정도박 혐의…이르면 이번 주 검찰 조사 ‘피의자 신분’ 오승환 원정도박 혐의미국 프로야구 진출을 노리는 야구선수 오승환(33)이 국외 원정도박 혐의로 검찰 조사를 앞두고 있다.
## <임창용:PER> 이어 <오승환:PER>도 원정도박 혐의…이르면 이번 주 검찰 조사 ‘피의자 신분’ <오승환:PER> 원정도박 혐의<미국:LOC> 프로야구 진출을 노리는 야구선수 <오승환:PER>(<33:NOH>)이 국외 원정도박 혐의로 검찰 조사를 앞두고 있다.
임창용	임창용	NNP	B-PER
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
오승환	오승환	NNP	B-PER
도	도	JX	O
_	_	_	O
원정	원정	NNG	O
도박	도박	NNG	O
_	_	_	O
혐의	혐의	NNG	O
…	…	SE	O
이르	이르	VV	O
면	면	EC	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
주	주	NNG	O
_	_	_	O
검찰	검찰	NNG	O
_	_	_	O
조사	조사	NNG	O
_	_	_	O
‘	‘	SS	O
피의자	피의자	NNG	O
_	_	_	O
신분	신분	NNG	O
’	’	SS	O
_	_	_	O
오승환	오승환	NNP	B-PER
_	_	_	O
원정	원정	NNG	O
도박	도박	NNG	O
_	_	_	O
혐의	혐의	NNG	O
미국	미국	NNP	B-LOC
_	_	_	O
프로	프로	NNG	O
야구	야구	NNG	O
_	_	_	O
진출	진출	NNG	O
을	을	JKO	O
_	_	_	O
노리	노리	VV	O
는	는	ETM	O
_	_	_	O
야구	야구	NNG	O
선수	선수	NNG	O
_	_	_	O
오승환	오승환	NNP	B-PER
(	(	SS	O
33	33	SN	B-NOH
)	)	SS	O
이	이	JKS	O
_	_	_	O
국외	국외	NNG	O
_	_	_	O
원정	원정	NNG	O
도박	도박	NNG	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
검찰	검찰	NNG	O
_	_	_	O
조사	조사	NNG	O
를	를	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 서울중앙지검 강력부(부장검사 심재철)는 오승환을 이르면 이번 주 중 소환해 조사할 방침이라고 복수의 매체가 7일 전했다.
## <서울중앙지검 강력부:ORG>(부장검사 <심재철:PER>)는 <오승환:PER>을 이르면 이번 주 중 소환해 조사할 방침이라고 복수의 매체가 <7일:DAT> 전했다.
서울중앙지검	서울중앙지검	NNP	B-ORG
_	_	_	I-ORG
강력부	강력부	NNG	I-ORG
(	(	SS	O
부장	부장	NNG	O
검사	검사	NNG	O
_	_	_	O
심재철	심재철	NNP	B-PER
)	)	SS	O
는	는	JX	O
_	_	_	O
오승환	오승환	NNP	B-PER
을	을	JKO	O
_	_	_	O
이르	이르	VA	O
면	면	EC	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
주	주	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
소환해	소환하+여	VV+EC	O
_	_	_	O
조사할	조사하+ㄹ	VV+ETM	O
_	_	_	O
방침	방침	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
복수	복수	NNG	O
의	의	JKG	O
_	_	_	O
매체	매체	NNG	O
가	가	JKS	O
_	_	_	O
7	7	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 10주전 술집을 인수했다는 라운드씨는 예전부터 이 곳을 찾는 단골손님들로부터 으스스한 얘기를 종종 듣곤 한다고. 그녀는 이런 오싹한 일을 겪은 탓인지 최근 무척 바빴던 금요일, 선반위의 유리컵이 떨어지며 멀리 날아갔던 사건도 심상치 않게 느껴진다고 말했다.
## <10주:NOH>전 술집을 인수했다는 <라운드:PER>씨는 예전부터 이 곳을 찾는 단골손님들로부터 으스스한 얘기를 종종 듣곤 한다고. 그녀는 이런 오싹한 일을 겪은 탓인지 최근 무척 바빴던 <금요일:DAT>, 선반위의 유리컵이 떨어지며 멀리 날아갔던 사건도 심상치 않게 느껴진다고 말했다.
10	10	SN	B-NOH
주	주	NNB	I-NOH
전	전	NNG	O
_	_	_	O
술집	술집	NNG	O
을	을	JKO	O
_	_	_	O
인수	인수하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
라운드	라운드	NNG	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
예전	예전	NNG	O
부터	부터	JX	O
_	_	_	O
이	이	MM	O
_	_	_	O
곳	곳	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
는	는	ETM	O
_	_	_	O
단골손님	단골손님	NNG	O
들	들	XSN	O
로부터	로부터	JKB	O
_	_	_	O
으스스한	으스스하+ㄴ	VA+ETM	O
_	_	_	O
얘기	얘기	NNG	O
를	를	JKO	O
_	_	_	O
종종	종종	MAG	O
_	_	_	O
듣	듣	VV	O
곤	곤	EC	O
_	_	_	O
한다고	하+ㄴ다고	VX+EF	O
.	.	SF	O
_	_	_	O
그녀	그녀	NP	O
는	는	JX	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
오싹한	오싹하+ㄴ	VV+ETM	O
_	_	_	O
일	일	NNG	O
을	을	JKO	O
_	_	_	O
겪	겪	VV	O
은	은	ETM	O
_	_	_	O
탓	탓	NNG	O
인지	이+ㄴ지	VCP+EC	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
무척	무척	MAG	O
_	_	_	O
바	바쁘	VA	O
빴	았	EP	O
던	던	ETM	O
_	_	_	O
금요일	금요일	NNG	B-DAT
,	,	SP	O
_	_	_	O
선반	선반	NNG	O
위	위	NNG	O
의	의	JKG	O
_	_	_	O
유리컵	유리컵	NNG	O
이	이	JKS	O
_	_	_	O
떨어지	떨어지	VV	O
며	며	EC	O
_	_	_	O
멀리	멀리	MAG	O
_	_	_	O
날아갔	날아가+았	VV+EP	O
던	던	ETM	O
_	_	_	O
사건	사건	NNG	O
도	도	JX	O
_	_	_	O
심상	심상하	VA	O
치	지	EC	O
_	_	_	O
않	않	VX	O
게	게	EC	O
_	_	_	O
느껴	느끼+어	VV+EC	O
진다고	지+ㄴ다고	VX+EC	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 인천시교육청 체험부스에서는 다문화교육 확산을 위한 방법, 다문화학생 맞춤형교육사례, 다문화동아리 활동사례 등이 소개된다.
## <인천시교육청 체험부스:ORG>에서는 다문화교육 확산을 위한 방법, 다문화학생 맞춤형교육사례, 다문화동아리 활동사례 등이 소개된다.
인천시	인천시	NNP	B-ORG
교육청	교육청	NNG	I-ORG
_	_	_	I-ORG
체험	체험	NNG	I-ORG
부스	부스	NNG	I-ORG
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
다	다	XPN	O
문화	문화	NNG	O
교육	교육	NNG	O
_	_	_	O
확산	확산	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
방법	방법	NNG	O
,	,	SP	O
_	_	_	O
다	다	XPN	O
문화	문화	NNG	O
학생	학생	NNG	O
_	_	_	O
맞춤	맞춤	NNG	O
형	형	XSN	O
교육	교육	NNG	O
사례	사례	NNG	O
,	,	SP	O
_	_	_	O
다	다	XPN	O
문화	문화	NNG	O
동아리	동아리	NNG	O
_	_	_	O
활동	활동	NNG	O
사례	사례	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
소개된다	소개되+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 올해 60만 대 생산이 예상된다.
## 올해 <60만 대:NOH> 생산이 예상된다.
올해	올해	NNG	O
_	_	_	O
60	60	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
대	대	NNB	I-NOH
_	_	_	O
생산	생산	NNG	O
이	이	JKS	O
_	_	_	O
예상된다	예상되+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 군 당국이 북한 전역에 대한 타격이 가능한 사거리 800km 탄도미사일을 현 정부 임기 내인 2017년까지 실전 배치할 것으로 1일 알려졌다.
## 군 당국이 <북한:LOC> 전역에 대한 타격이 가능한 사거리 <800km:NOH> 탄도미사일을 현 정부 임기 내인 <2017년:DAT>까지 실전 배치할 것으로 <1일:DAT> 알려졌다.
군	군	NNG	O
_	_	_	O
당국	당국	NNG	O
이	이	JKS	O
_	_	_	O
북한	북한	NNP	B-LOC
_	_	_	O
전역	전역	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
타격	타격	NNG	O
이	이	JKS	O
_	_	_	O
가능한	가능하+ㄴ	VA+ETM	O
_	_	_	O
사거리	사거리	NNG	O
_	_	_	O
800	800	SN	B-NOH
km	km	SL	I-NOH
_	_	_	O
탄도	탄도	NNG	O
미사일	미사일	NNG	O
을	을	JKO	O
_	_	_	O
현	현	MM	O
_	_	_	O
정부	정부	NNG	O
_	_	_	O
임기	임기	NNG	O
_	_	_	O
내	내	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
2017	2017	SN	B-DAT
년	년	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
실전	실전	NNG	O
_	_	_	O
배치할	배치하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
1	1	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 중국 열병식, 군 병력 1만2,000여 명 참여...신장 178cm 미녀군단 눈길박근혜 대통령이 3일 중국 베이징 톈안먼 광장에서 진행된 항일전쟁·반(反) 파시스트 전쟁 승리 70주년 기념 열병식 행사에 참석했다.
## <중국:ORG> 열병식, 군 병력 <1만2,000여 명:NOH> 참여...신장 <178cm:NOH> 미녀군단 눈길<박근혜:PER> 대통령이 <3일:DAT> <중국 베이징 톈안먼 광장:LOC>에서 진행된 항일전쟁·반(反) 파시스트 전쟁 승리 <70주년:NOH> 기념 열병식 행사에 참석했다.
중국	중국	NNP	B-ORG
_	_	_	O
열병식	열병식	NNG	O
,	,	SP	O
_	_	_	O
군	군	NNG	O
_	_	_	O
병력	병력	NNG	O
_	_	_	O
1	1	SN	B-NOH
만	만	NR	I-NOH
2,000	2,000	SN	I-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
_	_	_	O
참여	참여	NNG	O
.	.	SF	O
.	.	SF	O
.	.	SF	O
신장	신장	NNG	O
_	_	_	O
178	178	SN	B-NOH
cm	cm	SL	I-NOH
_	_	_	O
미녀	미녀	NNG	O
군단	군단	NNG	O
_	_	_	O
눈길	눈길	NNG	O
박근혜	박근혜	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
3	3	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	I-LOC
베이징	베이징	NNP	I-LOC
_	_	_	I-LOC
톈안먼	톈안먼	NNG	I-LOC
_	_	_	I-LOC
광장	광장	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
진행된	진행되+ㄴ	VV+ETM	O
_	_	_	O
항일	항일	NNG	O
전쟁	전쟁	NNG	O
·	·	SP	O
반	반	NNP	O
(	(	SS	O
反	反	SH	O
)	)	SS	O
_	_	_	O
파시스트	파시스트	NNG	O
_	_	_	O
전쟁	전쟁	NNG	O
_	_	_	O
승리	승리	NNG	O
_	_	_	O
70	70	SN	B-NOH
주년	주년	NNB	I-NOH
_	_	_	O
기념	기념	NNG	O
_	_	_	O
열병식	열병식	NNG	O
_	_	_	O
행사	행사	NNG	O
에	에	JKB	O
_	_	_	O
참석	참석하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이 날 열병식에는 박 대통령을 비롯해 블라디미르 푸틴 러시아 대통령 등 40여 개국의 정상급 지도자와 반기문 유엔 사무총장을 비롯한 10명의 국제기구 수장 등 60명 가량의 외빈들이 참석했다.
## 이 날 열병식에는 <박:PER> 대통령을 비롯해 <블라디미르 푸틴:PER> <러시아:ORG> 대통령 등 <40여 개국:NOH>의 정상급 지도자와 <반기문:PER> <유엔:ORG> 사무총장을 비롯한 <10명:NOH>의 국제기구 수장 등 <60명:NOH> 가량의 외빈들이 참석했다.
이	이	MM	O
_	_	_	O
날	날	NNG	O
_	_	_	O
열병식	열병식	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
을	을	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
블라디미르	블라디미르	NNP	B-PER
_	_	_	I-PER
푸틴	푸틴	NNP	I-PER
_	_	_	O
러시아	러시아	NNP	B-ORG
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
40	40	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
개국	개국	NNB	I-NOH
의	의	JKG	O
_	_	_	O
정상	정상	NNG	O
급	급	NNG	O
_	_	_	O
지도자	지도자	NNG	O
와	와	JC	O
_	_	_	O
반기문	반기문	NNP	B-PER
_	_	_	O
유엔	유엔	NNP	B-ORG
_	_	_	O
사무총장	사무총장	NNG	O
을	을	JKO	O
_	_	_	O
비롯한	비롯하+ㄴ	VV+ETM	O
_	_	_	O
10	10	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
국제	국제	NNG	O
기구	기구	NNG	O
_	_	_	O
수장	수장	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
60	60	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
가량	가량	XSN	O
의	의	JKG	O
_	_	_	O
외빈	외빈	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
참석	참석하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 열병식은 오전 10시 70발의 예포 발사와 함께 국기게양식으로 시작됐다.
## 열병식은 <오전 10시:TIM> <70발:NOH>의 예포 발사와 함께 국기게양식으로 시작됐다.
열병식	열병식	NNG	O
은	은	JX	O
_	_	_	O
오전	오전	NNG	B-TIM
_	_	_	I-TIM
10	10	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
70	70	SN	B-NOH
발	발	NNB	I-NOH
의	의	JKG	O
_	_	_	O
예포	예포	NNG	O
_	_	_	O
발사	발사	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
국기	국기	NNG	O
게양	게양	NNG	O
식	식	XSN	O
으로	으로	JKB	O
_	_	_	O
시작	시작되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 제21호 태풍 두쥐안 예상 경로는?, 서쪽으로 시속 16km로 이동중추석을 앞두고 제 21호 태풍 두쥐안(DUJUAN)이 북상하고 있는 가운데 기상예보에 대한 관심이 높아지고 있다.
## <제21호:NOH> 태풍 <두쥐안:POH> 예상 경로는?, 서쪽으로 <시속 16km:NOH>로 이동중<추석:DAT>을 앞두고 <제 21호:NOH> 태풍 <두쥐안:POH>(<DUJUAN:POH>)이 북상하고 있는 가운데 기상예보에 대한 관심이 높아지고 있다.
제	제	XPN	B-NOH
21	21	SN	I-NOH
호	호	NNB	I-NOH
_	_	_	O
태풍	태풍	NNG	O
_	_	_	O
두쥐안	두쥐안	NNP	B-POH
_	_	_	O
예상	예상	NNG	O
_	_	_	O
경로	경로	NNG	O
는	는	JX	O
?	?	SF	O
,	,	SP	O
_	_	_	O
서쪽	서쪽	NNG	O
으로	으로	JKB	O
_	_	_	O
시속	시속	NNG	B-NOH
_	_	_	I-NOH
16	16	SN	I-NOH
km	km	SL	I-NOH
로	로	JKB	O
_	_	_	O
이동	이동	NNG	O
중	중	NNB	O
추석	추석	NNG	B-DAT
을	을	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
제	제	XPN	B-NOH
_	_	_	I-NOH
21	21	SN	I-NOH
호	호	NNB	I-NOH
_	_	_	O
태풍	태풍	NNG	O
_	_	_	O
두쥐안	두쥐안	NNP	B-POH
(	(	SS	O
DUJUAN	DUJUAN	SL	B-POH
)	)	SS	O
이	이	JKS	O
_	_	_	O
북상하	북상하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
기상	기상	NNG	O
예보	예보	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
관심	관심	NNG	O
이	이	JKS	O
_	_	_	O
높아지	높아지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 16
## 기상청에 따르면 태풍 진달래를 의미하는 태풍 ‘두쥐안’은 현재(24일 03시 기준) 오키나와 남동쪽 약 1020km 부근 해상에서 서쪽으로 시속 16km로 이동하고 있다.
## <기상청:ORG>에 따르면 태풍 <진달래:POH>를 의미하는 태풍 ‘<두쥐안:POH>’은 현재(<24일:DAT> <03시:TIM> 기준) <오키나와:LOC> 남동쪽 약 <1020km:NOH> 부근 해상에서 서쪽으로 <시속 16km:NOH>로 이동하고 있다.
기상청	기상청	NNG	B-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
태풍	태풍	NNG	O
_	_	_	O
진달래	진달래	NNG	B-POH
를	를	JKO	O
_	_	_	O
의미하	의미하	VV	O
는	는	ETM	O
_	_	_	O
태풍	태풍	NNG	O
_	_	_	O
‘	‘	SS	O
두쥐안	두쥐안	NNP	B-POH
’	’	SS	O
은	은	JX	O
_	_	_	O
현재	현재	MAG	O
(	(	SS	O
24	24	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
03	03	SN	B-TIM
시	시	NNB	I-TIM
_	_	_	O
기준	기준	NNG	O
)	)	SS	O
_	_	_	O
오키나와	오키나와	NNP	B-LOC
_	_	_	O
남동쪽	남동쪽	NNG	O
_	_	_	O
약	약	MM	O
_	_	_	O
1020	1020	SN	B-NOH
km	km	SL	I-NOH
_	_	_	O
부근	부근	NNG	O
_	_	_	O
해상	해상	NNG	O
에서	에서	JKB	O
_	_	_	O
서쪽	서쪽	NNG	O
으로	으로	JKB	O
_	_	_	O
시속	시속	NNG	B-NOH
_	_	_	I-NOH
16	16	SN	I-NOH
km	km	SL	I-NOH
로	로	JKB	O
_	_	_	O
이동하	이동하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 17
## 현재 강도 ‘약’으로 나타나고 있는 태풍 두쥐안은 26일 강도 ‘중’으로 27일에는 강도‘강’으로 변할 것으로 기상청은 예측하고 있다.
