## 1
## 현대건설은 예선A조 첫 경기서 GS칼텍스를 3-2(25-23 24-26 22-25 25-20 15-13)로 제압했다 ．
## <현대건설:ORG>은 예선<A조:ORG> 첫 경기서 <GS칼텍스:ORG>를 <3-2:NOH>(<25-23:NOH> <24-26:NOH> <22-25:NOH> <25-20:NOH> <15-13:NOH>)로 제압했다 ．
현대건설	현대건설	NNP	B-ORG
첫	첫	MM	O
_	_	_	O
세트	세트	NNG	O
를	를	JKO	O
_	_	_	O
따	따+아	VV+EC	O
내	내	VX	O
며	며	EC	O
_	_	_	O
불의	불의	NNG	O
의	의	JKG	O
_	_	_	O
일격	일격	NNG	O
을	을	JKO	O
_	_	_	O
가	가하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 4
## 체육진흥투표권 수탁사업자인 스포츠토토㈜(www.sportstoto.co.kr)는 28일 개막한 2008 KOVO컵 IBK기업은행배 양산프로배구대회를 대상으로 새로운 방식으로 변경된 배구토토 매치게임을 본격 발매한다고 밝혔다 .
## 체육진흥투표권 수탁사업자인 <스포츠토토㈜:POH>(<www.sportstoto.co.kr:POH>)는 <28일:DAT> 개막한 <2008:DAT> <KOVO컵 IBK기업은행배 양산프로배구대회:POH>를 대상으로 새로운 방식으로 변경된 배구토토 매치게임을 본격 발매한다고 밝혔다 .
체육	체육	NNG	O
진흥	진흥	NNG	O
투표권	투표권	NNG	O
_	_	_	O
수탁	수탁	NNG	O
사업자	사업자	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
스포츠토토	스포츠토토	NNP	B-POH
㈜	㈜	SW	I-POH
(	(	SS	O
www	www	SL	B-POH
.	.	SF	I-POH
sportstoto	sportstoto	SL	I-POH
.	.	SF	I-POH
co	co	SL	I-POH
.	.	SF	I-POH
kr	kr	SL	I-POH
)	)	SS	O
는	는	JX	O
_	_	_	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
개막한	개막하+ㄴ	VV+ETM	O
_	_	_	O
2008	2008	SN	B-DAT
_	_	_	O
KOVO	KOVO	SL	B-POH
컵	컵	NNG	I-POH
_	_	_	I-POH
IBK	IBK	SL	I-POH
기업은행	기업은행	NNP	I-POH
배	배	NNB	I-POH
_	_	_	I-POH
양산	양산	NNG	I-POH
프로	프로	NNG	I-POH
배구	배구	NNG	I-POH
대회	대회	NNG	I-POH
를	를	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
방식	방식	NNG	O
으로	으로	JKB	O
_	_	_	O
변경된	변경되+ㄴ	VV+ETM	O
_	_	_	O
배구	배구	NNG	O
토토	토토	NNP	O
_	_	_	O
매치	매치	NNG	O
게임	게임	NNG	O
을	을	JKO	O
_	_	_	O
본격	본격	NNG	O
_	_	_	O
발매한다고	발매하+ㄴ다고	VV+EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 5
## ●하이원컵 SBS 채리티여자오픈(강원도 정선 하이원골프장)
## ●<하이원컵 SBS 채리티여자오픈:POH>(<강원도:LOC> <정선 하이원골프장:LOC>)
●	●	SW	O
하이원	하이원	NNP	B-POH
컵	컵	NNG	I-POH
_	_	_	I-POH
SBS	SBS	SL	I-POH
_	_	_	I-POH
채리티	채리티	NNG	I-POH
여자	여자	NNG	I-POH
오픈	오픈	NNG	I-POH
(	(	SS	O
강원도	강원도	NNP	B-LOC
_	_	_	O
정선	정선	NNP	B-LOC
_	_	_	I-LOC
하이원	하이원	NNP	I-LOC
골프장	골프장	NNG	I-LOC
)	)	SS	O

## 6
## 1공태욱(김해건설공)
## 1<공태욱:PER>(<김해건설공:ORG>)
1	1	SN	O
공태욱	공태욱	NNP	B-PER
(	(	SS	O
김해건	김해건	NNP	B-ORG
설공	설공	NNG	I-ORG
)	)	SS	O

## 7
## 니시코리(일본) 기권승 카라누시치(크로아티아), 루옌순(대만) 1(1-6 6-4 6-7 4-6)3 치폴라(이스테이트)
## <니시코리:PER>(<일본:LOC>) 기권승 <카라누시치:PER>(<크로아티아:LOC>), <루옌순:PER>(<대만:LOC>) 1(<1-6:NOH> <6-4:NOH> <6-7:NOH> <4-6:NOH>)<3:NOH> <치폴라:PER>(<이스테이트:LOC>)
니시	니시	NNP	B-PER
코리	코리	NNP	I-PER
(	(	SS	O
일본	일본	NNP	B-LOC
)	)	SS	O
_	_	_	O
기권승	기권승	NNG	O
_	_	_	O
카라	카라	NNG	B-PER
누시치	누시치	NNP	I-PER
(	(	SS	O
크로아티아	크로아티아	NNP	B-LOC
)	)	SS	O
,	,	SP	O
_	_	_	O
루옌	루옌	NNP	B-PER
순	순	XSN	I-PER
(	(	SS	O
대만	대만	NNP	B-LOC
)	)	SS	O
_	_	_	O
1	1	SN	O
(	(	SS	O
1	1	SN	B-NOH
-	-	SO	I-NOH
6	6	SN	I-NOH
_	_	_	O
6	6	SN	B-NOH
-	-	SO	I-NOH
4	4	SN	I-NOH
_	_	_	O
6	6	SN	B-NOH
-	-	SO	I-NOH
7	7	SN	I-NOH
_	_	_	O
4	4	SN	B-NOH
-	-	SO	I-NOH
6	6	SN	I-NOH
)	)	SS	O
3	3	SN	B-NOH
_	_	_	O
치	치	XSN	B-PER
폴라	폴라	NNP	I-PER
(	(	SS	O
이	이	MM	B-LOC
스테이트	스테이트	NNG	I-LOC
)	)	SS	O

## 8
## 공 감독은 “달리 어쩌겠나 .
## <공:PER> 감독은 “달리 어쩌겠나 .
공	공	NNG	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
달리	달리	MAG	O
_	_	_	O
어쩌	어쩌	VV	O
겠	겠	EP	O
나	나	EC	O
_	_	_	O
.	.	SF	O

## 9
## 한전은 등록선수 9명으로 2008 양산프로배구대회(양산실내체육관)에 나왔다 .
## <한전:ORG>은 등록선수 <9명:NOH>으로 <2008:DAT> <양산프로배구대회:POH>(<양산실내체육관:LOC>)에 나왔다 .
한전	한전	NNP	B-ORG
은	은	JX	O
_	_	_	O
등록	등록	NNG	O
선수	선수	NNG	O
_	_	_	O
9	9	SN	B-NOH
명	명	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
2008	2008	SN	B-DAT
_	_	_	O
양산	양산	NNG	B-POH
프로	프로	NNG	I-POH
배구	배구	NNG	I-POH
대회	대회	NNG	I-POH
(	(	SS	O
양산	양산	NNG	B-LOC
실내	실내	NNG	I-LOC
체육관	체육관	NNG	I-LOC
)	)	SS	O
에	에	JKB	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 10
## 경기내용은 좋아지겠지만 문성민이 와도 금세 팀이 달라지는 것이 아니다 .
## 경기내용은 좋아지겠지만 <문성민:PER>이 와도 금세 팀이 달라지는 것이 아니다 .
경기	경기	NNG	O
내용	내용	NNG	O
은	은	JX	O
_	_	_	O
좋	좋	VA	O
아	아	EC	O
지	지	VX	O
겠	겠	EP	O
지만	지만	EC	O
_	_	_	O
문성민	문성민	NNP	B-PER
이	이	JKS	O
_	_	_	O
와도	+아도	+EC	O
_	_	_	O
금세	금세	MAG	O
_	_	_	O
팀	팀	NNG	O
이	이	JKS	O
_	_	_	O
달라지	달라지	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 11
## 경기위원회(위원장 이춘표) 소속 6명 가운데 유일한 여성 ．
## 경기위원회(위원장 <이춘표:PER>) 소속 <6명:NOH> 가운데 유일한 여성 ．
경기	경기	NNG	O
위원회	위원회	NNG	O
(	(	SS	O
위원장	위원장	NNG	O
_	_	_	O
이춘표	이춘표	NNP	B-PER
)	)	SS	O
_	_	_	O
소속	소속	NNG	O
_	_	_	O
6	6	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
유일한	유일하+ㄴ	VA+ETM	O
_	_	_	O
여성	여성	NNG	O
_	_	_	O
．	．	SF	O

## 12
## 외국인선수는 없지만 집중력은 도로공사가 한수위 ．
## 외국인선수는 없지만 집중력은 <도로공사:ORG>가 한수위 ．
외국인	외국인	NNG	O
선수	선수	NNG	O
는	는	JX	O
_	_	_	O
없	없	VA	O
지만	지만	EC	O
_	_	_	O
집중력	집중력	NNG	O
은	은	JX	O
_	_	_	O
도로	도로	NNG	B-ORG
공사	공사	NNG	I-ORG
가	가	JKS	O
_	_	_	O
한	한	MM	O
수	수	NNG	O
위	위	NNG	O
_	_	_	O
．	．	SF	O

## 13
## 도로공사의 새 외국인선수 밀라그로스 카브랄(30도미니카공화국)은 오는 10월 합류한다 ．
## <도로공사:ORG>의 새 외국인선수 <밀라그로스 카브랄:PER>(<30:NOH><도미니카공화국:LOC>)은 오는 <10월:DAT> 합류한다 ．
도로	도로	NNG	B-ORG
공사	공사	NNG	I-ORG
의	의	JKG	O
_	_	_	O
새	새	MM	O
_	_	_	O
외국인	외국인	NNG	O
선수	선수	NNG	O
_	_	_	O
밀라	밀라	NNP	B-PER
그로스	그로스	NNP	I-PER
_	_	_	I-PER
카브랄	카브랄	NNP	I-PER
(	(	SS	O
30	30	SN	B-NOH
도미니카	도미니카	NNP	B-LOC
공화국	공화국	NNG	I-LOC
)	)	SS	O
은	은	JX	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
10	10	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
합류한다	합류하+ㄴ다	VV+EC	O
_	_	_	O
．	．	SF	O

## 14
## LIG손해보험과 한국도로공사가 기업은행배 양산프로배구에서 나란히 첫 승을 올렸다 .
## <LIG손해보험:ORG>과 <한국도로공사:ORG>가 <기업은행배 양산프로배구:POH>에서 나란히 첫 승을 올렸다 .
LIG	LIG	SL	B-ORG
손해보험	손해보험	NNG	I-ORG
과	과	JC	O
_	_	_	O
한국도로공사	한국도로공사	NNP	B-ORG
가	가	JKS	O
_	_	_	O
기업은행	기업은행	NNP	B-POH
배	배	NNB	I-POH
_	_	_	I-POH
양산	양산	NNG	I-POH
프로	프로	NNG	I-POH
배구	배구	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
나란히	나란히	MAG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
승	승	NNG	O
을	을	JKO	O
_	_	_	O
올	올리	VV	O
렸	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 15
## 긴장을 떨친 LIG는 카이가 2세트에서만 70%의 높은 성공률로 9점을 올린 데 힘입어 2세트 내내 주도권을 잡은 끝에 23-18에서 잇따라 나온 상무 범실에 편승해 손쉽게 세트를 따냈다 .
## 긴장을 떨친 <LIG:ORG>는 <카이:PER>가 <2세트:NOH>에서만 <70%:PNT>의 높은 성공률로 <9점:NOH>을 올린 데 힘입어 <2세트:NOH> 내내 주도권을 잡은 끝에 <23-18:NOH>에서 잇따라 나온 <상무:ORG> 범실에 편승해 손쉽게 세트를 따냈다 .
긴장	긴장	NNG	O
을	을	JKO	O
_	_	_	O
떨친	떨치+ㄴ	VV+ETM	O
_	_	_	O
LIG	LIG	SL	B-ORG
는	는	JX	O
_	_	_	O
카이	카이	NNG	B-PER
가	가	JKS	O
_	_	_	O
2	2	SN	B-NOH
세트	세트	NNG	I-NOH
에서	에서	JKB	O
만	만	JX	O
_	_	_	O
70	70	SN	B-PNT
%	%	SW	I-PNT
의	의	JKG	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
성공률	성공률	NNG	O
로	로	JKB	O
_	_	_	O
9	9	SN	B-NOH
점	점	NNB	I-NOH
을	을	JKO	O
_	_	_	O
올린	올리+ㄴ	VV+ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
힘입	힘입	VV	O
어	어	EC	O
_	_	_	O
2	2	SN	B-NOH
세트	세트	NNG	I-NOH
_	_	_	O
내내	내내	MAG	O
_	_	_	O
주도권	주도권	NNG	O
을	을	JKO	O
_	_	_	O
잡	잡	VV	O
은	은	ETM	O
_	_	_	O
끝	끝	NNG	O
에	에	JKB	O
_	_	_	O
23	23	SN	B-NOH
-	-	SO	I-NOH
18	18	SN	I-NOH
에서	에서	JKB	O
_	_	_	O
잇따	잇따르	VV	O
라	아	EC	O
_	_	_	O
나온	나오+ㄴ	VV+ETM	O
_	_	_	O
상무	상무	NNG	B-ORG
_	_	_	O
범실	범실	NNG	O
에	에	JKB	O
_	_	_	O
편승해	편승하+여	VV+EC	O
_	_	_	O
손쉽	손쉽	VA	O
게	게	EC	O
_	_	_	O
세트	세트	NNG	O
를	를	JKO	O
_	_	_	O
따	따+아	VV+EC	O
냈	내+었	VX+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 16
## 현대캐피탈, 삼성화재, 대한한공 등 강팀끼리의 대결에서는 주포의 컨디션 체크가 꼭 필요하다 .
## <현대캐피탈:ORG>, <삼성화재:ORG>, <대한한공:ORG> 등 강팀끼리의 대결에서는 주포의 컨디션 체크가 꼭 필요하다 .
현대캐피탈	현대캐피탈	NNP	B-ORG
,	,	SP	O
_	_	_	O
삼성화재	삼성화재	NNP	B-ORG
,	,	SP	O
_	_	_	O
대한	대한	NNP	B-ORG
한	한	NNP	I-ORG
공	공	NNB	I-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
강팀	강팀	NNG	O
끼리	끼리	XSN	O
의	의	JKG	O
_	_	_	O
대결	대결	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
주포	주포	NNG	O
의	의	JKG	O
_	_	_	O
컨디션	컨디션	NNG	O
_	_	_	O
체크	체크	NNG	O
가	가	JKS	O
_	_	_	O
꼭	꼭	MAG	O
_	_	_	O
필요하	필요하	VA	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 17
## 프리드리히스하펜의 슈텔리안 모쿠레스쿠 감독은 "2가지 측면에서 문성민은 대단한 선수다 .
## <프리드리히스하펜:ORG>의 <슈텔리안 모쿠레스쿠:PER> 감독은 "<2가지:NOH> 측면에서 <문성민:PER>은 대단한 선수다 .
프리드리히스하펜	프리드리히스하펜	NNP	B-ORG
의	의	JKG	O
_	_	_	O
슈	슈	NNP	B-PER
텔리안	텔리안	NNP	I-PER
_	_	_	I-PER
모	모	NNB	I-PER
쿠	쿠	NNP	I-PER
레스	레스	NNP	I-PER
쿠	쿠	NNP	I-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
"	"	SS	O
2	2	SN	B-NOH
가지	가지	NNB	I-NOH
_	_	_	O
측면	측면	NNG	O
에서	에서	JKB	O
_	_	_	O
문성민	문성민	NNP	B-PER
은	은	JX	O
_	_	_	O
대단한	대단하+ㄴ	VA+ETM	O
_	_	_	O
선수	선수+이	NNG+VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 18
## 문성민 입단하는 프리드리히스하펜 '배구의 바이에른 뮌헨'
## <문성민:PER> 입단하는 <프리드리히스하펜:ORG> '배구의 <바이에른 뮌헨:ORG>'
문성민	문성민	NNP	B-PER
_	_	_	O
입단하	입단하	VV	O
는	는	ETM	O
_	_	_	O
프리드리히스하펜	프리드리히스하펜	NNP	B-ORG
_	_	_	O
'	'	SS	O
배구	배구	NNG	O
의	의	JKG	O
_	_	_	O
바이에른	바이에른	NNP	B-ORG
_	_	_	I-ORG
뮌헨	뮌헨	NNP	I-ORG
'	'	SS	O

## 19
## 지난 시즌 프리드리히스하펜은 리가 우승 뿐만 아니라 컵대회에 해당하는 DVV 포칼(독일컵)까지 우승을 차지해 이른바 더블을 이뤘다 .
## 지난 시즌 <프리드리히스하펜:ORG>은 <리:PER>가 우승 뿐만 아니라 컵대회에 해당하는 <DVV 포칼:POH>(독일컵)까지 우승을 차지해 이른바 더블을 이뤘다 .
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
프리드리히스하펜	프리드리히스하펜	NNP	B-ORG
은	은	JX	O
_	_	_	O
리	리	NNB	B-PER
가	가	JKS	O
_	_	_	O
우승	우승	NNG	O
_	_	_	O
뿐	뿐	NNB	O
만	만	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
컵	컵	NNG	O
대회	대회	NNG	O
에	에	JKB	O
_	_	_	O
해당하	해당하	VV	O
는	는	ETM	O
_	_	_	O
DVV	DVV	SL	B-POH
_	_	_	I-POH
포	포	NNG	I-POH
칼	칼	NNG	I-POH
(	(	SS	O
독일	독일	NNP	O
컵	컵	NNG	O
)	)	SS	O
까지	까지	JX	O
_	_	_	O
우승	우승	NNG	O
을	을	JKO	O
_	_	_	O
차지해	차지하+여	VV+EC	O
_	_	_	O
이른바	이른바	MAG	O
_	_	_	O
더블	더블	NNG	O
을	을	JKO	O
_	_	_	O
이	이루	VV	O
뤘	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 20
## 한편, 홈경기장인 아레나 프리드리히스하펜은 그간 전시장으로 쓰이던 다른 건물을 개조해 2002-03시즌 부터 현재까지 사용 중이다 .
## 한편, 홈경기장인 <아레나:LOC> <프리드리히스하펜:ORG>은 그간 전시장으로 쓰이던 다른 건물을 개조해 <2002-03:DUR>시즌 부터 현재까지 사용 중이다 .
한편	한편	NNG	O
,	,	SP	O
_	_	_	O
홈	홈	NNG	O
경기장	경기장	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
아레나	아레나	NNP	B-LOC
_	_	_	O
프리드리히스하펜	프리드리히스하펜	NNP	B-ORG
은	은	JX	O
_	_	_	O
그간	그간	NNG	O
_	_	_	O
전시장	전시장	NNG	O
으로	으로	JKB	O
_	_	_	O
쓰이	쓰이	VV	O
던	던	ETM	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
건물	건물	NNG	O
을	을	JKO	O
_	_	_	O
개조해	개조하+여	VV+EC	O
_	_	_	O
2002	2002	SN	B-DUR
-	-	SO	I-DUR
03	03	SN	I-DUR
시즌	시즌	NNG	O
_	_	_	O
부터	부터	JX	O
_	_	_	O
현재	현재	NNG	O
까지	까지	JX	O
_	_	_	O
사용	사용	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 21
## 반면 신협 상무와 경기에서 20점을 올리며 데뷔전을 치른 역대 최장신 카이는 삼성화재 찰거머리 수비에 번번이 걸려들면서 28.57%의 저조한 공격 성공률로 10점을 올리는 데 그쳐 체면을 구겼다 .
## 반면 <신협 상무:ORG>와 경기에서 <20점:NOH>을 올리며 데뷔전을 치른 역대 최장신 <카이:PER>는 <삼성화재:ORG> 찰거머리 수비에 번번이 걸려들면서 <28.57%:PNT>의 저조한 공격 성공률로 <10점:NOH>을 올리는 데 그쳐 체면을 구겼다 .
반면	반면	NNG	O
_	_	_	O
신협	신협	NNP	B-ORG
_	_	_	I-ORG
상무	상무	NNG	I-ORG
와	와	JKB	O
_	_	_	O
경기	경기	NNG	O
에서	에서	JKB	O
_	_	_	O
20	20	SN	B-NOH
점	점	NNB	I-NOH
을	을	JKO	O
_	_	_	O
올리	올리	VV	O
며	며	EC	O
_	_	_	O
데뷔	데뷔	NNG	O
전	전	XSN	O
을	을	JKO	O
_	_	_	O
치른	치르+ㄴ	VV+ETM	O
_	_	_	O
역대	역대	NNG	O
_	_	_	O
최	최	XPN	O
장신	장신	NNG	O
_	_	_	O
카이	카이	NNP	B-PER
는	는	JX	O
_	_	_	O
삼성화재	삼성화재	NNP	B-ORG
_	_	_	O
찰거머리	찰거머리	NNG	O
_	_	_	O
수비	수비	NNG	O
에	에	JKB	O
_	_	_	O
번번이	번번이	MAG	O
_	_	_	O
걸려들	걸려들	VV	O
면서	면서	EC	O
_	_	_	O
28.57	28.57	SN	B-PNT
%	%	SW	I-PNT
의	의	JKG	O
_	_	_	O
저조한	저조하+ㄴ	VA+ETM	O
_	_	_	O
공격	공격	NNG	O
_	_	_	O
성공	성공	NNG	O
률	률	XSN	O
로	로	JKB	O
_	_	_	O
10	10	SN	B-NOH
점	점	NNB	I-NOH
을	을	JKO	O
_	_	_	O
올리	올리	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
그쳐	그치+어	VV+EC	O
_	_	_	O
체면	체면	NNG	O
을	을	JKO	O
_	_	_	O
구	구기	VV	O
겼	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 22
## 삼성화재의 이형두(28)가 제격이다 .
## <삼성화재:ORG>의 <이형두:PER>(<28:NOH>)가 제격이다 .
삼성화재	삼성화재	NNP	B-ORG
의	의	JKG	O
_	_	_	O
이형두	이형두	NNP	B-PER
(	(	SS	O
28	28	SN	B-NOH
)	)	SS	O
가	가	JKS	O
_	_	_	O
제격	제격	NNG	O
이	이	VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 23
## 이형두는 1세트 4-4 동점에서 후위공격을 성공시키는 것을 시작으로 초반 탐색전에서 기선을 잡는 활약을 펼쳤다 .
## <이형두:PER>는 <1세트:NOH> <4-4:NOH> 동점에서 후위공격을 성공시키는 것을 시작으로 초반 탐색전에서 기선을 잡는 활약을 펼쳤다 .
이형두	이형두	NNP	B-PER
는	는	JX	O
_	_	_	O
1	1	SN	B-NOH
세트	세트	NNG	I-NOH
_	_	_	O
4	4	SN	B-NOH
-	-	SO	I-NOH
4	4	SN	I-NOH
_	_	_	O
동점	동점	NNG	O
에서	에서	JKB	O
_	_	_	O
후위	후위	NNG	O
공격	공격	NNG	O
을	을	JKO	O
_	_	_	O
성공	성공	NNG	O
시키	시키	XSV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
시작	시작	NNG	O
으로	으로	JKB	O
_	_	_	O
초반	초반	NNG	O
_	_	_	O
탐색전	탐색전	NNG	O
에서	에서	JKB	O
_	_	_	O
기선	기선	NNG	O
을	을	JKO	O
_	_	_	O
잡	잡	VV	O
는	는	ETM	O
_	_	_	O
활약	활약	NNG	O
을	을	JKO	O
_	_	_	O
펼	펼치	VV	O
쳤	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 24
## 이형두가 올시즌 역할이 크다”고 말했다 .
## <이형두:PER>가 올시즌 역할이 크다”고 말했다 .
이형두	이형두	NNP	B-PER
가	가	JKS	O
_	_	_	O
올	올	NNG	O
시즌	시즌	NNG	O
_	_	_	O
역할	역할	NNG	O
이	이	JKS	O
_	_	_	O
크	크	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 25
## 흥국생명의 외국인선수 카리나는 24득점(후위7 · 블로킹1점)을 기록했고 김연경 황연주 한송이 등은 부상으로 출전하지 않았다 .
## <흥국생명:ORG>의 외국인선수 <카리나:PER>는 <24득점:NOH>(<후위7:NOH> · 블로킹<1점:NOH>)을 기록했고 <김연경:PER> <황연주:PER> <한송이:PER> 등은 부상으로 출전하지 않았다 .
흥국생명	흥국생명	NNP	B-ORG
의	의	JKG	O
_	_	_	O
외국인	외국인	NNG	O
선수	선수	NNG	O
_	_	_	O
카리나	카리나	NNP	B-PER
는	는	JX	O
_	_	_	O
24	24	SN	B-NOH
득점	득점	NNG	I-NOH
(	(	SS	O
후위	후위	NNG	B-NOH
7	7	SN	I-NOH
_	_	_	O
·	·	SP	O
_	_	_	O
블로킹	블로킹	NNG	O
1	1	SN	B-NOH
점	점	NNB	I-NOH
)	)	SS	O
을	을	JKO	O
_	_	_	O
기록	기록하	VV	O
했	였	EP	O
고	고	EC	O
_	_	_	O
김연경	김연경	NNP	B-PER
_	_	_	O
황연주	황연주	NNP	B-PER
_	_	_	O
한	한	MM	B-PER
송이	송이	NNG	I-PER
_	_	_	O
등	등	NNB	O
은	은	JX	O
_	_	_	O
부상	부상	NNG	O
으로	으로	JKB	O
_	_	_	O
출전하	출전하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 26
## 지난 시즌 정규리그 2위 KT&G는 그러나 외국인 선수 마리안(20득점)을 전세트 투입시키며 땀나는 역전승을 거뒀다 ．
## 지난 시즌 정규리그 <2위:NOH> <KT&G:ORG>는 그러나 외국인 선수 <마리안:PER>(<20득점:NOH>)을 전세트 투입시키며 땀나는 역전승을 거뒀다 ．
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
정규	정규	NNG	O
리그	리그	NNG	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
KT	KT	SL	B-ORG
&	&	SW	I-ORG
G	G	SL	I-ORG
는	는	JX	O
_	_	_	O
