## 1
## 하지만 성적표에 분명히 적혀 있지 않은가. ‘다음 시험에도 1등을 해야 진짠데…’. 걱정이 스쳐 간다.
## 하지만 성적표에 분명히 적혀 있지 않은가. ‘다음 시험에도 <1등:NOH>을 해야 진짠데…’. 걱정이 스쳐 간다.
하지만	하지만	MAJ	O
_	_	_	O
‘	‘	SS	O
문재인	문재인	NNP	B-PER
_	_	_	O
대세	대세	NNG	O
론	론	XSN	O
’	’	SS	O
이	이	JKS	O
_	_	_	O
나온다	나오+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 대상은 패시브 셀릭트 기어 액츄에이터 아이디어를 낸 조형욱 책임연구원이 수상했다.
## 대상은 패시브 셀릭트 기어 액츄에이터 아이디어를 낸 <조형욱:PER> 책임연구원이 수상했다.
대상	대상	NNG	O
은	은	JX	O
_	_	_	O
패시브	패시브	NNG	O
_	_	_	O
셀릭	셀릭	NNP	O
트	트	NNG	O
_	_	_	O
기	기	VV	O
어	어	EC	O
_	_	_	O
액츄에이터	액츄에이터	NNG	O
_	_	_	O
아이디어	아이디어	NNG	O
를	를	JKO	O
_	_	_	O
낸	내+ㄴ	VV+ETM	O
_	_	_	O
조형욱	조형욱	NNP	B-PER
_	_	_	O
책임	책임	NNG	O
연구원	연구원	NNG	O
이	이	JKS	O
_	_	_	O
수상	수상하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 10억 상납받은 前이사장 기소… 물품구매 대행업체 대표 구속
## <10억:MNY> 상납받은 前이사장 기소… 물품구매 대행업체 대표 구속
10	10	SN	B-MNY
억	억	NR	I-MNY
_	_	_	O
상납	상납	NNG	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
前	前	SH	O
이사장	이사장	NNG	O
_	_	_	O
기소	기소	NNG	O
…	…	SE	O
_	_	_	O
물품	물품	NNG	O
구매	구매	NNG	O
_	_	_	O
대행업체	대행업체	NNG	O
_	_	_	O
대표	대표	NNG	O
_	_	_	O
구속	구속	NNG	O

## 6
## ■ 리우를 달굴 가족 올림피언 탁구 안재형 감독·골프 안병훈 父子비너스·세레나 자매 테니스 金예약 ‘가족의 이름으로…!’ 올림픽은 전 세계 최고의 체육인들만이 모이는 ‘꿈의 무대’다.
## ■ <리우:LOC>를 달굴 가족 올림피언 탁구 <안재형:PER> 감독·골프 <안병훈:PER> 父子<비너스:PER>·<세레나:PER> 자매 테니스 金예약 ‘가족의 이름으로…!’ <올림픽:POH>은 전 세계 최고의 체육인들만이 모이는 ‘꿈의 무대’다.
■	■	SW	O
_	_	_	O
리우	리우	NNP	B-LOC
를	를	JKO	O
_	_	_	O
달굴	달구+ㄹ	VV+ETM	O
_	_	_	O
가족	가족	NNG	O
_	_	_	O
올림	올림	NNG	O
피언	피언	NNG	O
_	_	_	O
탁구	탁구	NNG	O
_	_	_	O
안재형	안재형	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
·	·	SP	O
골프	골프	NNG	O
_	_	_	O
안병훈	안병훈	NNP	B-PER
_	_	_	O
父子	父子	SH	O
비너스	비너스	NNP	B-PER
·	·	SP	O
세레나	세레나	NNP	B-PER
_	_	_	O
자매	자매	NNG	O
_	_	_	O
테니스	테니스	NNG	O
_	_	_	O
金	金	SH	O
예약	예약	NNG	O
_	_	_	O
‘	‘	SS	O
가족	가족	NNG	O
의	의	JKG	O
_	_	_	O
이름	이름	NNG	O
으로	으로	JKB	O
…	…	SE	O
!	!	SF	O
’	’	SS	O
_	_	_	O
올림픽	올림픽	NNG	B-POH
은	은	JX	O
_	_	_	O
전	전	MM	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
최고	최고	NNG	O
의	의	JKG	O
_	_	_	O
체육인	체육인	NNG	O
들	들	XSN	O
만	만	JX	O
이	이	JKS	O
_	_	_	O
모이	모이	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
꿈	꿈	NNG	O
의	의	JKG	O
_	_	_	O
무대	무대	NNG	O
’	’+이	SS+VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 국회 국방위원회 소속 백군기 새정치민주연합 의원은 병무청에서 제출받은 자료에서 확인된 병역 기피의 실상을 최근 밝히면서 “고위 공직자 어떤 분은 장남, 차남, 삼남이 다 병역 면제를 받았는데 누군지 아느냐”고 병무청장에게 따져 물었다.
## <국회 국방위원회:ORG> 소속 <백군기:PER> <새정치민주연합:ORG> 의원은 <병무청:ORG>에서 제출받은 자료에서 확인된 병역 기피의 실상을 최근 밝히면서 “고위 공직자 어떤 분은 장남, 차남, 삼남이 다 병역 면제를 받았는데 누군지 아느냐”고 병무청장에게 따져 물었다.
국회	국회	NNG	B-ORG
_	_	_	I-ORG
국방	국방	NNG	I-ORG
위원회	위원회	NNG	I-ORG
_	_	_	O
소속	소속	NNG	O
_	_	_	O
백군기	백군기	NNP	B-PER
_	_	_	O
새정치민주연합	새정치민주연합	NNP	B-ORG
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
병무청	병무청	NNG	B-ORG
에서	에서	JKB	O
_	_	_	O
제출	제출	NNG	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
자료	자료	NNG	O
에서	에서	JKB	O
_	_	_	O
확인된	확인되+ㄴ	VV+ETM	O
_	_	_	O
병역	병역	NNG	O
_	_	_	O
기피	기피	NNG	O
의	의	JKG	O
_	_	_	O
실상	실상	NNG	O
을	을	JKO	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
밝히	밝히	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
고위	고위	NNG	O
_	_	_	O
공직자	공직자	NNG	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
분	분	NNB	O
은	은	JX	O
_	_	_	O
장남	장남	NNG	O
,	,	SP	O
_	_	_	O
차남	차남	NNG	O
,	,	SP	O
_	_	_	O
삼남	삼남	NNG	O
이	이	JKS	O
_	_	_	O
다	다	MAG	O
_	_	_	O
병역	병역	NNG	O
_	_	_	O
면제	면제	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
는데	는데	EC	O
_	_	_	O
누군지	누구+이+ㄴ지	NP+VCP+EC	O
_	_	_	O
아	알	VV	O
느냐	느냐	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
병무청	병무청	NNG	O
장	장	XSN	O
에게	에게	JKB	O
_	_	_	O
따져	따지+어	VV+EC	O
_	_	_	O
물	묻	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 천사들의 합창, 히메나 선생님이 포르노 배우? …근황 알려져
## <천사들의 합창:POH>, <히메나:PER> 선생님이 포르노 배우? …근황 알려져
천사	천사	NNG	B-POH
들	들	XSN	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
합창	합창	NNG	I-POH
,	,	SP	O
_	_	_	O
히메	히메	NNG	B-PER
나	나	JC	I-PER
_	_	_	O
선생님	선생님	NNG	O
이	이	JKS	O
_	_	_	O
포르노	포르노	NNG	O
_	_	_	O
배우	배우	NNG	O
?	?	SF	O
_	_	_	O
…	…	SE	O
근황	근황	NNG	O
_	_	_	O
알려져	알려지+어	VV+EC	O

## 9
## 당정은 또 내년 예산 400조5000억 원 중 30%를 3월 말 이전에 조기 집행해 상반기(1~6월)에만 전체 예산의 60%를 쓰기로 했다.
## 당정은 또 내년 예산 <400조5000억 원:MNY> 중 <30%:PNT>를 <3월:DAT> 말 이전에 조기 집행해 상반기(<1~6월:DUR>)에만 전체 예산의 <60%:PNT>를 쓰기로 했다.
당정	당정	NNG	O
은	은	JX	O
_	_	_	O
또	또	MAG	O
_	_	_	O
내년	내년	NNG	O
_	_	_	O
예산	예산	NNG	O
_	_	_	O
400	400	SN	B-MNY
조	조	NNG	I-MNY
5000	5000	SN	I-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
중	중	NNB	O
_	_	_	O
30	30	SN	B-PNT
%	%	SW	I-PNT
를	를	JKO	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
말	말	NNB	O
_	_	_	O
이전	이전	NNG	O
에	에	JKB	O
_	_	_	O
조기	조기	NNG	O
_	_	_	O
집행해	집행하+여	VV+EC	O
_	_	_	O
상반기	상반기	NNG	O
(	(	SS	O
1	1	SN	B-DUR
~	~	SO	I-DUR
6	6	SN	I-DUR
월	월	NNB	I-DUR
)	)	SS	O
에	에	JKB	O
만	만	JX	O
_	_	_	O
전체	전체	NNG	O
_	_	_	O
예산	예산	NNG	O
의	의	JKG	O
_	_	_	O
60	60	SN	B-PNT
%	%	SW	I-PNT
를	를	JKO	O
_	_	_	O
쓰	쓰	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 이어 문성민 결혼발표 후 “장충체육관이 50년 만에 리모델링 한 것으로 안다.
## 이어 <문성민:PER> 결혼발표 후 “<장충체육관:LOC>이 <50년 만:NOH>에 리모델링 한 것으로 안다.
이어	이어	MAG	O
_	_	_	O
문성민	문성민	NNP	B-PER
_	_	_	O
결혼	결혼	NNG	O
발표	발표	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
“	“	SS	O
장충체육관	장충체육관	NNP	B-LOC
이	이	JKS	O
_	_	_	O
50	50	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	I-NOH
만	만	NNB	I-NOH
에	에	JKB	O
_	_	_	O
리모델링	리모델링	NNG	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
안다	알+ㄴ다	VV+EF	O
.	.	SF	O

