## 1
## 안재욱, 뮤지컬 배우 최현주와 열애…"진지한 만남 가지고 있다"
## <안재욱:PER>, 뮤지컬 배우 <최현주:PER>와 열애…"진지한 만남 가지고 있다"
안재욱	안재욱	NNP	B-PER
민정	민정	NNG	O
수석	수석	NNG	O
을	을	JKO	O
_	_	_	O
지낸	지내+ㄴ	VV+ETM	O
_	_	_	O
최재경	최재경	NNP	B-PER
_	_	_	O
변호사	변호사	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
추가	추가	NNG	O
로	로	JKB	O
_	_	_	O
합류할	합류하+ㄹ	VV+ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
거론되	거론되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 16
## 【서울=뉴시스】
## 【<서울:LOC>=<뉴시스:ORG>】
【	【	SS	O
서울	서울	NNP	B-LOC
=	=	SW	O
뉴시스	뉴시스	NNP	B-ORG
】	】	SS	O

