## 1
## 키이스트와 전속계약, 엄정화 엄태웅까지 … '점점 커지네'
## <키이스트:ORG>와 전속계약, <엄정화:PER> <엄태웅:PER>까지 … '점점 커지네'
키이스트	키이스트	NNP	B-ORG
인구	인구	NNG	O
유입	유입	NNG	O
_	_	_	O
효과	효과	NNG	O
가	가	JKS	O
_	_	_	O
매우	매우	MAG	O
_	_	_	O
크	크	VA	O
다는	다는	ETM	O
_	_	_	O
점	점	NNG	O
에서	에서	JKB	O
_	_	_	O
평택	평택	NNP	B-LOC
_	_	_	O
부동산	부동산	NNG	O
_	_	_	O
시장	시장	NNG	O
의	의	JKG	O
_	_	_	O
불쏘시개	불쏘시개	NNG	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 특히 주한미군 기지 이전은 막대한 주택 수요를 불러온다는 점에서 핵폭탄급 개발호재로 평가받고 있다.
## 특히 <주한미군:ORG> 기지 이전은 막대한 주택 수요를 불러온다는 점에서 핵폭탄급 개발호재로 평가받고 있다.
특히	특히	MAG	O
_	_	_	O
주한	주한	NNG	B-ORG
미군	미군	NNG	I-ORG
_	_	_	O
기지	기지	NNG	O
_	_	_	O
이전	이전	NNG	O
은	은	JX	O
_	_	_	O
막대한	막대하+ㄴ	VA+ETM	O
_	_	_	O
주택	주택	NNG	O
_	_	_	O
수요	수요	NNG	O
를	를	JKO	O
_	_	_	O
불러온다는	불러오+ㄴ다는	VV+ETM	O
_	_	_	O
점	점	NNG	O
에서	에서	JKB	O
_	_	_	O
핵폭탄	핵폭탄	NNG	O
급	급	NNG	O
_	_	_	O
개발	개발	NNG	O
호재	호재	NNG	O
로	로	JKB	O
_	_	_	O
평가	평가	NNG	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## A씨는 삼성서울병원 산부인과 병동에 입원 중이던 임신부로 남편과 어머니, 아버지도 메르스 확진 판정을 받았다.
## <A:PER>씨는 <삼성서울병원 산부인과:ORG> 병동에 입원 중이던 임신부로 남편과 어머니, 아버지도 <메르스:POH> 확진 판정을 받았다.
A	A	SL	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
삼성서울병원	삼성서울병원	NNP	B-ORG
_	_	_	I-ORG
산부인과	산부인과	NNG	I-ORG
_	_	_	O
병동	병동	NNG	O
에	에	JKB	O
_	_	_	O
입원	입원	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
던	던	ETM	O
_	_	_	O
임신부	임신부	NNG	O
로	로	JKB	O
_	_	_	O
남편	남편	NNG	O
과	과	JC	O
_	_	_	O
어머니	어머니	NNG	O
,	,	SP	O
_	_	_	O
아버지	아버지	NNG	O
도	도	JX	O
_	_	_	O
메르스	메르스	NNG	B-POH
_	_	_	O
확진	확진	NNG	O
_	_	_	O
판정	판정	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 제네시스 브랜드 론칭과 신차 출시 효과가 대내외 불안 요인 속에서도 국내 고급차 시장의 규모를 확대시켰다는 평가다.
## <제네시스:POH> 브랜드 론칭과 신차 출시 효과가 대내외 불안 요인 속에서도 국내 고급차 시장의 규모를 확대시켰다는 평가다.
제네시스	제네시스	NNP	B-POH
_	_	_	O
브랜드	브랜드	NNG	O
_	_	_	O
론칭	론칭	NNG	O
과	과	JC	O
_	_	_	O
신차	신차	NNG	O
_	_	_	O
출시	출시	NNG	O
_	_	_	O
효과	효과	NNG	O
가	가	JKS	O
_	_	_	O
대내외	대내외	NNG	O
_	_	_	O
불안	불안	NNG	O
_	_	_	O
요인	요인	NNG	O
_	_	_	O
속	속	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
고급	고급	NNG	O
차	차	NNG	O
_	_	_	O
시장	시장	NNG	O
의	의	JKG	O
_	_	_	O
규모	규모	NNG	O
를	를	JKO	O
_	_	_	O
확대	확대	NNG	O
시	시키	XSV	O
켰	었	EP	O
다는	다는	ETM	O
_	_	_	O
평가	평가+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 2016년 1~9월까지 국내 고급차 시장 판매량은 10만5666대로 지난해 같은 기간(9만7581대) 대비 8% 증가했으며, 이 중 제네시스 브랜드는 4만9222대로 지난해 같은 기간 (3만1123대) 대비 58% 증가하는 등 시장 평균 성장률보다 7배의 성장세를 보이며 국내 고급차 시장의 성장을 주도했다.
## <2016년 1~9월:DUR>까지 국내 고급차 시장 판매량은 <10만5666대:NOH>로 지난해 같은 기간(<9만7581대:NOH>) 대비 <8%:PNT> 증가했으며, 이 중 <제네시스:ORG> 브랜드는 <4만9222대:NOH>로 지난해 같은 기간 (<3만1123대:NOH>) 대비 <58%:PNT> 증가하는 등 시장 평균 성장률보다 <7배:PNT>의 성장세를 보이며 국내 고급차 시장의 성장을 주도했다.
2016	2016	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	I-DUR
1	1	SN	I-DUR
~	~	SO	I-DUR
9	9	SN	I-DUR
월	월	NNB	I-DUR
까지	까지	JX	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
고급	고급	NNG	O
차	차	NNG	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
판매량	판매량	NNG	O
은	은	JX	O
_	_	_	O
10	10	SN	B-NOH
만	만	NR	I-NOH
5666	5666	SN	I-NOH
대	대	NNB	I-NOH
로	로	JKB	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
기간	기간	NNG	O
(	(	SS	O
9	9	SN	B-NOH
만	만	NR	I-NOH
7581	7581	SN	I-NOH
대	대	NNB	I-NOH
)	)	SS	O
_	_	_	O
대비	대비	NNG	O
_	_	_	O
8	8	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
증가	증가하	VV	O
했	였	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
이	이	MM	O
_	_	_	O
중	중	NNB	O
_	_	_	O
제네시스	제네시스	NNP	B-ORG
_	_	_	O
브랜드	브랜드	NNG	O
는	는	JX	O
_	_	_	O
4	4	SN	B-NOH
만	만	NR	I-NOH
9222	9222	SN	I-NOH
대	대	NNB	I-NOH
로	로	JKB	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
기간	기간	NNG	O
_	_	_	O
(	(	SS	O
3	3	SN	B-NOH
만	만	NR	I-NOH
1123	1123	SN	I-NOH
대	대	NNB	I-NOH
)	)	SS	O
_	_	_	O
대비	대비	NNG	O
_	_	_	O
58	58	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
증가하	증가하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
성장률	성장률	NNG	O
보다	보다	JKB	O
_	_	_	O
7	7	SN	B-PNT
배	배	NNG	I-PNT
의	의	JKG	O
_	_	_	O
성장세	성장세	NNG	O
를	를	JKO	O
_	_	_	O
보이	보이	VV	O
며	며	EC	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
고급	고급	NNG	O
차	차	NNG	O
_	_	_	O
시장	시장	NNG	O
의	의	JKG	O
_	_	_	O
성장	성장	NNG	O
을	을	JKO	O
_	_	_	O
주도	주도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 최 박사는 “객체의 움직임 패턴과 이를 해독하는 시스템을 표준화해 영상을 정확하게 인식·해석하는 기술을 개발할 계획”이라고 말했다.
## <최:PER> 박사는 “객체의 움직임 패턴과 이를 해독하는 시스템을 표준화해 영상을 정확하게 인식·해석하는 기술을 개발할 계획”이라고 말했다.
최	최	NNP	B-PER
_	_	_	O
박사	박사	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
객체	객체	NNG	O
의	의	JKG	O
_	_	_	O
움직임	움직임	NNG	O
_	_	_	O
패턴	패턴	NNG	O
과	과	JC	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
해독하	해독하	VV	O
는	는	ETM	O
_	_	_	O
시스템	시스템	NNG	O
을	을	JKO	O
_	_	_	O
표준화해	표준화하+여	VV+EC	O
_	_	_	O
영상	영상	NNG	O
을	을	JKO	O
_	_	_	O
정확하	정확하	VA	O
게	게	EC	O
_	_	_	O
인식	인식	NNG	O
·	·	SP	O
해석하	해석하	VV	O
는	는	ETM	O
_	_	_	O
기술	기술	NNG	O
을	을	JKO	O
_	_	_	O
개발할	개발하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

