## 1
## 그런데 현재 미국 코닝사, 독일 2개사와 관련된 상호합의는 당사국들간에 절차개시에 일단 합의하고 서면절차가 진행중이다.
## 그런데 현재 <미국 코닝사:ORG>, <독일:LOC> <2개:NOH>사와 관련된 상호합의는 당사국들간에 절차개시에 일단 합의하고 서면절차가 진행중이다.
그런데	그런데	MAJ	O
의	의	JKG	O
_	_	_	O
톤	톤	NNG	O
과	과	JC	O
_	_	_	O
생기	생기	NNG	O
가	가	JKS	O
_	_	_	O
달라	달라지	VV	O
졌	었	EP	O
어요	어요	EF	O
.	.	SF	O
(	(	SS	O
이아희	이아희	NNP	B-PER
_	_	_	O
:	:	SP	O
_	_	_	O
모델	모델	NNG	O
_	_	_	O
2015	2015	SN	B-DAT
_	_	_	O
서울	서울	NNP	B-POH
_	_	_	I-POH
국제	국제	NNG	I-POH
_	_	_	I-POH
모터쇼	모터쇼	NNG	I-POH
_	_	_	O
포르쉐	포르쉐	NNP	B-ORG
_	_	_	O
포즈	포즈	NNG	O
_	_	_	O
모델	모델	NNG	O
,	,	SP	O
_	_	_	O
2014	2014	SN	B-DAT
_	_	_	O
ksm	ksm	SL	B-POH
_	_	_	I-POH
코리아	코리아	NNP	I-POH
_	_	_	I-POH
카	카	NNG	I-POH
_	_	_	I-POH
모델	모델	NNG	I-POH
쇼	쇼	NNG	I-POH
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
입상	입상	NNG	O
,	,	SP	O
_	_	_	O
2014	2014	SN	B-DAT
_	_	_	O
드라이	드라이	NNG	B-POH
피니시	피니시	NNG	I-POH
_	_	_	I-POH
하계	하계	NNG	I-POH
시즌	시즌	NNG	I-POH
_	_	_	O
광고	광고	NNG	O
_	_	_	O
촬영	촬영	NNG	O
,	,	SP	O
_	_	_	O
2013	2013	SN	B-DAT
_	_	_	O
F	F	SL	B-POH
1	1	SN	I-POH
_	_	_	I-POH
코리아	코리아	NNP	I-POH
_	_	_	I-POH
그랑프리	그랑프리	NNG	I-POH
모델	모델	NNG	I-POH
_	_	_	O
등	등	NNB	O
)	)	SS	O
_	_	_	O
피부	피부	NNG	O
_	_	_	O
속	속	NNG	O
부터	부터	JX	O
_	_	_	O
피어나	피어나	VV	O
는	는	ETM	O
_	_	_	O
피부	피부	NNG	O
변화	변화	NNG	O
,	,	SP	O
_	_	_	O
블루밍	블루밍	NNG	B-POH
셀	셀	NNG	I-POH
_	_	_	O
아기	아기	NNG	O
_	_	_	O
피부	피부	NNG	O
처럼	처럼	JKB	O
_	_	_	O
맑	맑	VA	O
고	고	EC	O
_	_	_	O
탄력	탄력	NNG	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
피부	피부	NNG	O
를	를	JKO	O
_	_	_	O
선사한다고	선사하+ㄴ다고	VV+EC	O
_	_	_	O
해서	하+여서	VV+EC	O
_	_	_	O
‘	‘	SS	O
업그레이드된	업그레이드되+ㄴ	VV+ETM	B-POH
_	_	_	I-POH
아기	아기	NNG	I-POH
주사	주사	NNG	I-POH
’	’	SS	O
로	로	JKB	O
도	도	JX	O
_	_	_	O
불리	불리	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
블루밍	블루밍	NNG	B-POH
셀	셀	NNG	I-POH
’	’	SS	O
은	은	JX	O
_	_	_	O
설레임	설레임	NNP	B-ORG
의원	의원	NNG	I-ORG
(	(	SS	O
강남	강남	NNP	B-ORG
_	_	_	I-ORG
피부과	피부과	NNG	I-ORG
)	)	SS	O
이	이	JKS	O
_	_	_	O
개발해	개발하+여	VV+EC	O
_	_	_	O
특허	특허	NNG	O
출원	출원	NNG	O
까지	까지	JX	O
_	_	_	O
마친	마치+ㄴ	VV+ETM	O
_	_	_	O
시술	시술	NNG	O
법	법	XSN	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 호남고속도로, 33중 추돌사고…부상자 10여 명호남고속도로 상행선 내장산 IC부근에서 33중 추돌사고가 발생했다.
## <호남고속도로:LOC>, <33중:NOH> 추돌사고…부상자 <10여 명:NOH><호남고속도로 상행선 내장산 IC:LOC>부근에서 <33중:NOH> 추돌사고가 발생했다.
호남	호남	NNP	B-LOC
고속도로	고속도로	NNG	I-LOC
,	,	SP	O
_	_	_	O
33	33	SN	B-NOH
중	중	NNG	I-NOH
_	_	_	O
추돌	추돌	NNG	O
사고	사고	NNG	O
…	…	SE	O
부상자	부상자	NNG	O
_	_	_	O
10	10	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
호남	호남	NNP	B-LOC
고속도로	고속도로	NNG	I-LOC
_	_	_	I-LOC
상행선	상행선	NNG	I-LOC
_	_	_	I-LOC
내장산	내장산	NNP	I-LOC
_	_	_	I-LOC
IC	IC	SL	I-LOC
부근	부근	NNG	O
에서	에서	JKB	O
_	_	_	O
33	33	SN	B-NOH
중	중	NNG	I-NOH
_	_	_	O
추돌	추돌	NNG	O
사고	사고	NNG	O
가	가	JKS	O
_	_	_	O
발생	발생하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 19일 오후 12시 48분 전북 정읍시 호남고속도로 상행선 내장산 IC와 태인IC 사이에서 33중 추돌 사고가 발생했다.
## <19일:DAT> <오후 12시 48분:TIM> <전북 정읍시:LOC> <호남고속도로 상행선 내장산 IC:LOC>와 <태인IC:NOH> 사이에서 <33중:NOH> 추돌 사고가 발생했다.
19	19	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
12	12	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	I-TIM
48	48	SN	I-TIM
분	분	NNB	I-TIM
_	_	_	O
전북	전북	NNP	B-LOC
_	_	_	I-LOC
정읍시	정읍시	NNP	I-LOC
_	_	_	O
호남	호남	NNP	B-LOC
고속도로	고속도로	NNG	I-LOC
_	_	_	I-LOC
상행선	상행선	NNG	I-LOC
_	_	_	I-LOC
내장산	내장산	NNP	I-LOC
_	_	_	I-LOC
IC	IC	SL	I-LOC
와	와	JC	O
_	_	_	O
태인	태인	NNP	B-NOH
IC	IC	SL	I-NOH
_	_	_	O
사이	사이	NNG	O
에서	에서	JKB	O
_	_	_	O
33	33	SN	B-NOH
중	중	NNG	I-NOH
_	_	_	O
추돌	추돌	NNG	O
_	_	_	O
사고	사고	NNG	O
가	가	JKS	O
_	_	_	O
발생	발생하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 일부 언론에서는 60중 추돌 사고로 보도되고 있으나, 정읍 소방서 관계자에 따르면 33중 추돌 사고인 것으로 드러났다.
## 일부 언론에서는 <60중:NOH> 추돌 사고로 보도되고 있으나, <정읍 소방서:ORG> 관계자에 따르면 <33중:NOH> 추돌 사고인 것으로 드러났다.
일부	일부	NNG	O
_	_	_	O
언론	언론	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
60	60	SN	B-NOH
중	중	NNG	I-NOH
_	_	_	O
추돌	추돌	NNG	O
_	_	_	O
사고	사고	NNG	O
로	로	JKB	O
_	_	_	O
보도되	보도되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
으나	으나	EC	O
,	,	SP	O
_	_	_	O
정읍	정읍	NNP	B-ORG
_	_	_	I-ORG
소방서	소방서	NNG	I-ORG
_	_	_	O
관계자	관계자	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
33	33	SN	B-NOH
중	중	NNG	I-NOH
_	_	_	O
추돌	추돌	NNG	O
_	_	_	O
사고	사고	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
드러났	드러나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 14
## 소방당국은 호남고속도로 현장에 헬기와 구급차 20여 대를 투입해 사고를 수습 중이다.
## <소방당국:ORG>은 <호남고속도로:LOC> 현장에 헬기와 구급차 <20여 대를:NOH> 투입해 사고를 수습 중이다.
소방	소방	NNG	B-ORG
당국	당국	NNG	I-ORG
은	은	JX	O
_	_	_	O
호남	호남	NNP	B-LOC
고속도로	고속도로	NNG	I-LOC
_	_	_	O
현장	현장	NNG	O
에	에	JKB	O
_	_	_	O
헬기	헬기	NNG	O
와	와	JC	O
_	_	_	O
구급차	구급차	NNG	O
_	_	_	O
20	20	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
대	대	NNB	I-NOH
를	를	JKO	I-NOH
_	_	_	O
투입해	투입하+여	VV+EC	O
_	_	_	O
사고	사고	NNG	O
를	를	JKO	O
_	_	_	O
수습	수습	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

