## 1
## 더블케이에게 음악도 들려주고. 그렇게 여기까지 왔다”고 힘들었던 과거를 회상했다.
## <더블케이:PER>에게 음악도 들려주고. 그렇게 여기까지 왔다”고 힘들었던 과거를 회상했다.
더블	더블	NNG	B-PER
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
5	5	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
개관한	개관하+ㄴ	VV+ETM	O
_	_	_	O
예울마루	예울마루	NNG	O
는	는	JX	O
_	_	_	O
1021	1021	SN	B-NOH
석	석	NNB	I-NOH
의	의	JKG	O
_	_	_	O
대	대	XPN	O
극장	극장	NNG	O
,	,	SP	O
_	_	_	O
302	302	SN	B-NOH
석	석	NNB	I-NOH
의	의	JKG	O
_	_	_	O
소극장	소극장	NNG	O
,	,	SP	O
_	_	_	O
기획	기획	NNG	O
_	_	_	O
전시장	전시장	NNG	O
,	,	SP	O
_	_	_	O
해안	해안	NNG	O
산책로	산책로	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
갖추	갖추	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## 하지만 지금 주소는 37-5번지다.
## 하지만 지금 주소는 <37-5번지:LOC>다.
하지만	하지만	MAJ	O
_	_	_	O
지금	지금	MAG	O
_	_	_	O
주소	주소	NNG	O
는	는	JX	O
_	_	_	O
37	37	SN	B-LOC
-	-	SO	I-LOC
5	5	SN	I-LOC
번지	번지+이	NNG+VCP	I-LOC
다	다	EF	O
.	.	SF	O

## 6
## 한탄…고전 개그 ‘오글오글’방송인 강호동이 ‘신서유기’에서 오버액션을 선보였다.
## 한탄…고전 개그 ‘<오글오글:POH>’방송인 <강호동:PER>이 ‘<신서유기:POH>’에서 오버액션을 선보였다.
한탄	한탄	NNG	O
…	…	SE	O
고전	고전	NNG	O
_	_	_	O
개그	개그	NNG	O
_	_	_	O
‘	‘	SS	O
오글오글	오글오글	MAG	B-POH
’	’	SS	O
방송인	방송인	NNG	O
_	_	_	O
강호동	강호동	NNP	B-PER
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
신	신	NNG	B-POH
서유기	서유기	NNP	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
오버액션	오버액션	NNG	O
을	을	JKO	O
_	_	_	O
선보	선보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 11일 네이버 TV캐스트를 통해 방송한 예능 프로그램 ‘신서유기’ 6화에서는 본격적인 삼장법사 레이스를 펼치는 강호동, 이수근, 은지원, 이승기 등의 모습이 그려졌다.
## <11일:DAT> <네이버 TV캐스트:POH>를 통해 방송한 예능 프로그램 ‘<신서유기:POH>’ <6화:NOH>에서는 본격적인 <삼장법사 레이스:POH>를 펼치는 <강호동:PER>, <이수근:PER>, <은지원:PER>, <이승기:PER> 등의 모습이 그려졌다.
11	11	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
네이버	네이버	NNP	B-POH
_	_	_	I-POH
TV	TV	SL	I-POH
캐스트	캐스트	NNG	I-POH
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
방송한	방송하+ㄴ	VV+ETM	O
_	_	_	O
예능	예능	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
_	_	_	O
‘	‘	SS	O
신	신	NNG	B-POH
서유기	서유기	NNP	I-POH
’	’	SS	O
_	_	_	O
6	6	SN	B-NOH
화	화	XSN	I-NOH
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
본격적	본격적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
삼장	삼장	NNP	B-POH
법사	법사	NNG	I-POH
_	_	_	I-POH
레이스	레이스	NNG	I-POH
를	를	JKO	O
_	_	_	O
펼치	펼치	VV	O
는	는	ETM	O
_	_	_	O
강호동	강호동	NNP	B-PER
,	,	SP	O
_	_	_	O
이수근	이수근	NNP	B-PER
,	,	SP	O
_	_	_	O
은지원	은지원	NNP	B-PER
,	,	SP	O
_	_	_	O
이승기	이승기	NNP	B-PER
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
그려	그리+어+지	VV+EC+VX	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 이날 ‘신서유기’에서 강호동과 이수근은 목적지인 호텔에 도착해 기뻐했다.
## 이날 ‘<신서유기:POH>’에서 <강호동:PER>과 <이수근:PER>은 목적지인 호텔에 도착해 기뻐했다.
이날	이날	NNG	O
_	_	_	O
‘	‘	SS	O
신	신	NNG	B-POH
서유기	서유기	NNP	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
강호동	강호동	NNP	B-PER
과	과	JC	O
_	_	_	O
이수근	이수근	NNP	B-PER
은	은	JX	O
_	_	_	O
목적지	목적지	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
호텔	호텔	NNG	O
에	에	JKB	O
_	_	_	O
도착해	도착하+여	VV+EC	O
_	_	_	O
기뻐	기뻐하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 어제는 현재 살고 있는 브리즈번 로건시티 의 시장님이 주민들과 축하 파티를 열어줘 함께 했다.
## 어제는 현재 살고 있는 <브리즈번 로건시티:LOC> 의 시장님이 주민들과 축하 파티를 열어줘 함께 했다.
어제	어제	NNG	O
는	는	JX	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
살	살	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
브리즈번	브리즈번	NNP	B-LOC
_	_	_	I-LOC
로건	로건	NNP	I-LOC
시티	시티	NNG	I-LOC
_	_	_	O
의	의	JKG	O
_	_	_	O
시장	시장	NNG	O
님	님	XSN	O
이	이	JKS	O
_	_	_	O
주민	주민	NNG	O
들	들	XSN	O
과	과	JC	O
_	_	_	O
축하	축하	NNG	O
_	_	_	O
파티	파티	NNG	O
를	를	JKO	O
_	_	_	O
열	열	VV	O
어	어	EC	O
줘	주+어	VX+EC	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 10
## ”호주엔 언제 이민을 갔나.“서울 영등포에서 태어나 이후 인천에서 살았다.
## ”<호주:LOC>엔 언제 이민을 갔나.“<서울 영등포:LOC>에서 태어나 이후 <인천:LOC>에서 살았다.
”	”	SS	O
호주	호주	NNP	B-LOC
엔	에+ㄴ	JKB+JX	O
_	_	_	O
언제	언제	MAG	O
_	_	_	O
이민	이민	NNG	O
을	을	JKO	O
_	_	_	O
갔	가+았	VV+EP	O
나	나	EF	O
.	.	SF	O
“	“	SS	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
영등포	영등포	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
태어나	태어나+아	VV+EC	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
인천	인천	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
살	살	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 지난달 롯데제과는 국내에서는 처음으로 김치 유산균이 첨가된 초콜릿 2종을 내놓았다.
## 지난달 <롯데제과:ORG>는 국내에서는 처음으로 김치 유산균이 첨가된 초콜릿 <2종:NOH>을 내놓았다.
지난달	지난달	NNG	O
_	_	_	O
롯데제과	롯데제과	NNP	B-ORG
는	는	JX	O
_	_	_	O
국내	국내	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
처음	처음	NNG	O
으로	으로	JKB	O
_	_	_	O
김치	김치	NNG	O
_	_	_	O
유산균	유산균	NNG	O
이	이	JKS	O
_	_	_	O
첨가된	첨가되+ㄴ	VV+ETM	O
_	_	_	O
초콜릿	초콜릿	NNG	O
_	_	_	O
2	2	SN	B-NOH
종	종	NNG	I-NOH
을	을	JKO	O
_	_	_	O
내놓	내놓	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 유 부총리는 박근혜 전 대통령 파면 이후 처음 가진 기자간담회에서 박근혜 정부의 경제 목표인 ‘4·7·4’를 달성하지 못한 점은 인정하면서도 “공공부문 개혁, 4대 보험 개혁 등 정책의 기본 방향 설정은 잘됐고 일부 목표는 달성했다”고 강조했다.
## <유:PER> 부총리는 <박근혜:PER> 전 대통령 파면 이후 처음 가진 기자간담회에서 <박근혜:PER> 정부의 경제 목표인 ‘<4:NOH>·<7:NOH>·<4:NOH>’를 달성하지 못한 점은 인정하면서도 “공공부문 개혁, <4대:NOH> 보험 개혁 등 정책의 기본 방향 설정은 잘됐고 일부 목표는 달성했다”고 강조했다.
유	유	NNP	B-PER
_	_	_	O
부총리	부총리	NNG	O
는	는	JX	O
_	_	_	O
박근혜	박근혜	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
파면	파면	NNG	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
처음	처음	NNG	O
_	_	_	O
가진	가지+ㄴ	VV+ETM	O
_	_	_	O
기자	기자	NNG	O
간담회	간담회	NNG	O
에서	에서	JKB	O
_	_	_	O
박근혜	박근혜	NNP	B-PER
_	_	_	O
정부	정부	NNG	O
의	의	JKG	O
_	_	_	O
경제	경제	NNG	O
_	_	_	O
목표	목표	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
4	4	SN	B-NOH
·	·	SP	O
7	7	SN	B-NOH
·	·	SP	O
4	4	SN	B-NOH
’	’	SS	O
를	를	JKO	O
_	_	_	O
달성하	달성하	VV	O
지	지	EC	O
_	_	_	O
못한	못하+ㄴ	VX+ETM	O
_	_	_	O
점	점	NNG	O
은	은	JX	O
_	_	_	O
인정하	인정하	VV	O
면서	면서	EC	O
도	도	JX	O
_	_	_	O
“	“	SS	O
공공	공공	NNG	O
부문	부문	NNG	O
_	_	_	O
개혁	개혁	NNG	O
,	,	SP	O
_	_	_	O
4	4	SN	B-NOH
대	대	NNG	I-NOH
_	_	_	O
보험	보험	NNG	O
_	_	_	O
개혁	개혁	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
정책	정책	NNG	O
의	의	JKG	O
_	_	_	O
기본	기본	NNG	O
_	_	_	O
방향	방향	NNG	O
_	_	_	O
설정	설정	NNG	O
은	은	JX	O
_	_	_	O
잘	잘되	VV	O
됐	었	EP	O
고	고	EC	O
_	_	_	O
일부	일부	NNG	O
_	_	_	O
목표	목표	NNG	O
는	는	JX	O
_	_	_	O
달성	달성하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 영화 ‘함정’에 출연한 배우 마동석이 SNS가 아닌 배달 어플리케이션(이하 배달앱)을 통해 맛집을 찾는다고 밝혔다.
## 영화 ‘<함정:POH>’에 출연한 배우 <마동석:PER>이 SNS가 아닌 배달 어플리케이션(이하 배달앱)을 통해 맛집을 찾는다고 밝혔다.
영화	영화	NNG	O
_	_	_	O
‘	‘	SS	O
함정	함정	NNG	B-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
출연한	출연하+ㄴ	VV+ETM	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
마동석	마동석	NNP	B-PER
이	이	JKS	O
_	_	_	O
SNS	SNS	SL	O
가	가	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
배달	배달	NNG	O
_	_	_	O
어플리케이션	어플리케이션	NNG	O
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
배달	배달	NNG	O
앱	앱	NNG	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
맛집	맛집	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
는다고	는다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 4일 서울 압구정CGV에서 영화 ‘함정’(감독 권형진) 제작보고회가 열렸다.
## <4일:DAT> <서울 압구정CGV:LOC>에서 영화 ‘<함정:POH>’(감독 <권형진:PER>) 제작보고회가 열렸다.
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
압구정	압구정	NNP	I-LOC
CGV	CGV	SL	I-LOC
에서	에서	JKB	O
_	_	_	O
영화	영화	NNG	O
_	_	_	O
‘	‘	SS	O
함정	함정	NNG	B-POH
’	’	SS	O
(	(	SS	O
감독	감독	NNG	O
_	_	_	O
권형진	권형진	NNP	B-PER
)	)	SS	O
_	_	_	O
제작	제작	NNG	O
보고회	보고회	NNG	O
가	가	JKS	O
_	_	_	O
열	열리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 이 자리에 참석한 마동석은 “SNS을 통해 맛집을 찾아가 본 적이 있느냐”는 질문을 받았다.
## 이 자리에 참석한 <마동석:PER>은 “SNS을 통해 맛집을 찾아가 본 적이 있느냐”는 질문을 받았다.
이	이	MM	O
_	_	_	O
자리	자리	NNG	O
에	에	JKB	O
_	_	_	O
참석한	참석하+ㄴ	VV+ETM	O
_	_	_	O
마동석	마동석	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
SNS	SNS	SL	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
맛집	맛집	NNG	O
을	을	JKO	O
_	_	_	O
찾아가	찾아가+아	VV+EC	O
_	_	_	O
본	보+ㄴ	VX+ETM	O
_	_	_	O
적	적	NNB	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
느냐	느냐	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
질문	질문	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 이에 마동석은 “SNS을 할 줄 몰라서 이를 이용해 맛집을 찾아본 적은 없다”고 답했다.
## 이에 <마동석:PER>은 “SNS을 할 줄 몰라서 이를 이용해 맛집을 찾아본 적은 없다”고 답했다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
마동석	마동석	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
SNS	SNS	SL	O
을	을	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
줄	줄	NNB	O
_	_	_	O
몰	모르	VV	O
라서	아서	EC	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
이용해	이용하+여	VV+EC	O
_	_	_	O
맛집	맛집	NNG	O
을	을	JKO	O
_	_	_	O
찾아본	찾아보+ㄴ	VV+ETM	O
_	_	_	O
적	적	NNB	O
은	은	JX	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
답	답하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 이어 마동석은 “하지만 배달앱이 있기 때문에 이를 통해 해결하고 있다”고 말해 큰 웃음을 자아냈다.
## 이어 <마동석:PER>은 “하지만 배달앱이 있기 때문에 이를 통해 해결하고 있다”고 말해 큰 웃음을 자아냈다.
이어	이어	MAG	O
_	_	_	O
마동석	마동석	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
하지만	하지만	MAJ	O
_	_	_	O
배달	배달	NNG	O
앱	앱	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
해결하	해결하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말해	말하+여	VV+EC	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
웃음	웃음	NNG	O
을	을	JKO	O
_	_	_	O
자아냈	자아내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 18
## 마동석은 현재 배달앱 광고 모델로 활동 중이다.
## <마동석:PER>은 현재 배달앱 광고 모델로 활동 중이다.
마동석	마동석	NNP	B-PER
은	은	JX	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
배달	배달	NNG	O
앱	앱	NNG	O
_	_	_	O
광고	광고	NNG	O
_	_	_	O
모델	모델	NNG	O
로	로	JKB	O
_	_	_	O
활동	활동	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

