## 1
## 자율주행 차량은 고성능 센서망, 강력한 탐지 및 센서 융합 시스템과 클라우드 연결, 선도 업체와의 효율적인 시스템 제휴가 필요하다.
## 자율주행 차량은 <고성:LOC>능 센서망, 강력한 탐지 및 센서 융합 시스템과 클라우드 연결, 선도 업체와의 효율적인 시스템 제휴가 필요하다.
자율	자율	NNG	O
…	…	SE	O
_	_	_	O
신약	신약	NNG	O
개발	개발	NNG	O
_	_	_	O
유전체	유전체	NNG	O
연구	연구	NNG	O
_	_	_	O
360	360	SN	B-MNY
억	억	NR	I-MNY
_	_	_	O
투입	투입	NNG	O

## 13
## 그는 김정은, 운동권 그리고 경제, 이 세 가지에 승부를 걸었다.
## 그는 <김정은:PER>, 운동권 그리고 경제, 이 <세 가지:NOH>에 승부를 걸었다.
그	그	NP	O
는	는	JX	O
_	_	_	O
김정은	김정은	NNP	B-PER
,	,	SP	O
_	_	_	O
운동권	운동권	NNG	O
_	_	_	O
그리고	그리고	MAJ	O
_	_	_	O
경제	경제	NNG	O
,	,	SP	O
_	_	_	O
이	이	MM	O
_	_	_	O
세	세	MM	B-NOH
_	_	_	I-NOH
가지	가지	NNB	I-NOH
에	에	JKB	O
_	_	_	O
승부	승부	NNG	O
를	를	JKO	O
_	_	_	O
걸	걸	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 웹젠은 KT와 제휴 협력을 맺고 모바일게임 ‘뮤 오리진’의 지적재산권(IP) 사업 다각화에 나선다.
## <웹젠:ORG>은 <KT:ORG>와 제휴 협력을 맺고 모바일게임 ‘<뮤 오리진:POH>’의 지적재산권(IP) 사업 다각화에 나선다.
웹젠	웹젠	NNP	B-ORG
은	은	JX	O
_	_	_	O
KT	KT	SL	B-ORG
와	와	JKB	O
_	_	_	O
제휴	제휴	NNG	O
_	_	_	O
협력	협력	NNG	O
을	을	JKO	O
_	_	_	O
맺	맺	VV	O
고	고	EC	O
_	_	_	O
모바일	모바일	NNG	O
게임	게임	NNG	O
_	_	_	O
‘	‘	SS	O
뮤	뮤	NNG	B-POH
_	_	_	I-POH
오리진	오리진	NNP	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
지적	지적	NNG	O
재산	재산	NNG	O
권	권	XSN	O
(	(	SS	O
IP	IP	SL	O
)	)	SS	O
_	_	_	O
사업	사업	NNG	O
_	_	_	O
다각화	다각화	NNG	O
에	에	JKB	O
_	_	_	O
나선다	나서+ㄴ다	VV+EF	O
.	.	SF	O

## 15
## 2014년 10월 21일 74㎜가 내린 이후 1년째 비다운 비가 없었다.
## <2014년 10월 21일:DAT> <74㎜:NOH>가 내린 이후 <1년:NOH>째 비다운 비가 없었다.
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
10	10	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
21	21	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
74	74	SN	B-NOH
㎜	㎜	SW	I-NOH
가	가	JKS	O
_	_	_	O
내린	내리+ㄴ	VV+ETM	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
1	1	SN	B-NOH
년	년	NNB	I-NOH
째	째	XSN	O
_	_	_	O
비	비	XPN	O
다운	다운	NNG	O
_	_	_	O
비	비	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 지난 2012년 리잉즈 성형 2년 후 공개된 충격적인 근황에 한 중국 매체는 "2년간의 성형 약발이 끝나가고 있다"며 비판했다.
## 지난 <2012년:DAT> <리잉즈:PER> 성형 <2년:DUR> 후 공개된 충격적인 근황에 한 <중국:LOC> 매체는 "<2년간:DUR>의 성형 약발이 끝나가고 있다"며 비판했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
리잉	리잉	NNP	B-PER
즈	즈	NP	I-PER
_	_	_	O
성형	성형	NNG	O
_	_	_	O
2	2	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
후	후	NNG	O
_	_	_	O
공개된	공개되+ㄴ	VV+ETM	O
_	_	_	O
충격적	충격적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
근황	근황	NNG	O
에	에	JKB	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	O
매체	매체	NNG	O
는	는	JX	O
_	_	_	O
"	"	SS	O
2	2	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
의	의	JKG	O
_	_	_	O
성형	성형	NNG	O
_	_	_	O
약발	약발	NNG	O
이	이	JKS	O
_	_	_	O
끝나	끝나+아	VV+EC	O
가	가	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
비판	비판하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 우즈는 부상에서 회복해 점점 좋아질 것이다.
## <우즈:PER>는 부상에서 회복해 점점 좋아질 것이다.
우즈	우즈	NNP	B-PER
는	는	JX	O
_	_	_	O
부상	부상	NNG	O
에서	에서	JKB	O
_	_	_	O
회복해	회복하+여	VV+EC	O
_	_	_	O
점점	점점	MAG	O
_	_	_	O
좋	좋	VA	O
아	아	EC	O
질	지+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 18
## 올해는 중국 경기 둔화, 저유가 장기화 등으로 경제 불확실성이 커지면서 3%대 성장률 달성에 빨간불이 들어온 상황이다.
## 올해는 <중국:ORG> 경기 둔화, 저유가 장기화 등으로 경제 불확실성이 커지면서 <3%:PNT>대 성장률 달성에 빨간불이 들어온 상황이다.
올해	올해	NNG	O
는	는	JX	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
경기	경기	NNG	O
_	_	_	O
둔화	둔화	NNG	O
,	,	SP	O
_	_	_	O
저	저	XPN	O
유가	유가	NNG	O
_	_	_	O
장기화	장기화	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
경제	경제	NNG	O
_	_	_	O
불확실성	불확실성	NNG	O
이	이	JKS	O
_	_	_	O
커지	커지	VV	O
면서	면서	EC	O
_	_	_	O
3	3	SN	B-PNT
%	%	SW	I-PNT
대	대	XSN	O
_	_	_	O
성장률	성장률	NNG	O
_	_	_	O
달성	달성	NNG	O
에	에	JKB	O
_	_	_	O
빨간	빨갛+ㄴ	VA+ETM	O
불	불	NNG	O
이	이	JKS	O
_	_	_	O
들어온	들어오+ㄴ	VV+ETM	O
_	_	_	O
상황	상황	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

