## 1
## 물론 이들 모두가 리우로 향하는 것은 아니다.
## 물론 이들 모두가 <리우:LOC>로 향하는 것은 아니다.
물론	물론	MAG	O
## 제일 알고 싶었던 건 역시나 김성근 한화 감독이 계약 마지막 해인 올해 명예 회복에 성공할 수 있을지 여부. 약 1만 원을 투자해 토정비결을 알려주는 스마트폰 애플리케이션(앱)을 내려받아 한국야구위원회(KBO) 홈페이지에 나와 있는 김성근 감독의 생년월일을 입력했습니다.
## 제일 알고 싶었던 건 역시나 <김성근:PER> <한화:ORG> 감독이 계약 마지막 해인 올해 명예 회복에 성공할 수 있을지 여부. 약 <1만 원:MNY>을 투자해 토정비결을 알려주는 스마트폰 애플리케이션(앱)을 내려받아 <한국야구위원회:ORG>(<KBO:ORG>) 홈페이지에 나와 있는 <김성근:PER> 감독의 생년월일을 입력했습니다.
제일	제일	MAG	O
_	_	_	O
알	알	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
건	것+ㄴ	NNB+JX	O
_	_	_	O
역시	역시	MAG	O
나	나	JX	O
_	_	_	O
김성근	김성근	NNP	B-PER
_	_	_	O
한화	한화	NNP	B-ORG
_	_	_	O
감독	감독	NNG	O
이	이	JKS	O
_	_	_	O
계약	계약	NNG	O
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
해	해	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
명예	명예	NNG	O
_	_	_	O
회복	회복	NNG	O
에	에	JKB	O
_	_	_	O
성공할	성공하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
을지	을지	EC	O
_	_	_	O
여부	여부	NNG	O
.	.	SF	O
_	_	_	O
약	약	MM	O
_	_	_	O
1	1	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
투자해	투자하+여	VV+EC	O
_	_	_	O
토정비결	토정비결	NNP	O
을	을	JKO	O
_	_	_	O
알려	알리+어	VV+EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
스마트	스마트	NNG	O
폰	폰	NNG	O
_	_	_	O
애플리케이션	애플리케이션	NNG	O
(	(	SS	O
앱	앱	NNG	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
내려	내리+어	VV+EC	O
받	받	VV	O
아	아	EC	O
_	_	_	O
한국	한국	NNP	B-ORG
야구	야구	NNG	I-ORG
위원회	위원회	NNG	I-ORG
(	(	SS	O
KBO	KBO	SL	B-ORG
)	)	SS	O
_	_	_	O
홈페이지	홈페이지	NNG	O
에	에	JKB	O
_	_	_	O
나	나오	VV	O
와	아	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
김성근	김성근	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
의	의	JKG	O
_	_	_	O
생년월일	생년월일	NNG	O
을	을	JKO	O
_	_	_	O
입력	입력하	VV	O
했	였	EP	O
습니다	습니다	EF	O
.	.	SF	O

## 5
## “내년 2월 열리는 뉴저지 주 바둑대회에 나가 여성부 우승하는 게 목표입니다.
## “내년 <2월:DAT> 열리는 <뉴저지 주:LOC> 바둑대회에 나가 여성부 우승하는 게 목표입니다.
“	“	SS	O
내년	내년	NNG	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
열리	열리	VV	O
는	는	ETM	O
_	_	_	O
뉴저지	뉴저지	NNP	B-LOC
_	_	_	I-LOC
주	주	NNP	I-LOC
_	_	_	O
바둑	바둑	NNG	O
대회	대회	NNG	O
에	에	JKB	O
_	_	_	O
나가	나가+아	VV+EC	O
_	_	_	O
여성	여성	NNG	O
부	부	NNG	O
_	_	_	O
우승하	우승하	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
목표	목표	NNG	O
입니다	이+ㅂ니다	VCP+EF	O
.	.	SF	O

## 6
## 처음부터 러시아 측은 의약품, 카자흐스탄 측은 차량부품의 병행수입을 허용하자고 제안했다는 것이다.
## 처음부터 <러시아:ORG> 측은 의약품, <카자흐스탄:ORG> 측은 차량부품의 병행수입을 허용하자고 제안했다는 것이다.
처음	처음	NNG	O
부터	부터	JX	O
_	_	_	O
러시아	러시아	NNP	B-ORG
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
의약품	의약품	NNG	O
,	,	SP	O
_	_	_	O
카자흐스탄	카자흐스탄	NNP	B-ORG
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
차량	차량	NNG	O
부품	부품	NNG	O
의	의	JKG	O
_	_	_	O
병행	병행	NNG	O
수입	수입	NNG	O
을	을	JKO	O
_	_	_	O
허용하	허용하	VV	O
자고	자고	EC	O
_	_	_	O
제안	제안하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 바쿰은 “위안화 절하가 당분간 (신흥국에서의 자본 이탈 속도를 증가시키는) 촉매 구실을 할 수 있다”고 설명했다.
## <바쿰:PER>은 “위안화 절하가 당분간 (신흥국에서의 자본 이탈 속도를 증가시키는) 촉매 구실을 할 수 있다”고 설명했다.
바쿰	바쿰	NNG	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
위안	위안	NNB	O
화	화	XSN	O
_	_	_	O
절하	절하	NNG	O
가	가	JKS	O
_	_	_	O
당분간	당분간	MAG	O
_	_	_	O
(	(	SS	O
신흥	신흥	NNG	O
국	국	XSN	O
에서	에서	JKB	O
의	의	JKG	O
_	_	_	O
자본	자본	NNG	O
_	_	_	O
이탈	이탈	NNG	O
_	_	_	O
속도	속도	NNG	O
를	를	JKO	O
_	_	_	O
증가	증가	NNG	O
시키	시키	XSV	O
는	는	ETM	O
)	)	SS	O
_	_	_	O
촉매	촉매	NNG	O
_	_	_	O
구실	구실	NNG	O
을	을	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 이 행사는 M포인트의 적립, 사용이 가능한 모든 현대카드 소지 고객이라면 누구나 참여할 수 있다.
## 이 행사는 M포인트의 적립, 사용이 가능한 모든 <현대:ORG>카드 소지 고객이라면 누구나 참여할 수 있다.
이	이	MM	O
_	_	_	O
행사	행사	NNG	O
는	는	JX	O
_	_	_	O
M	M	SL	O
포인트	포인트	NNG	O
의	의	JKG	O
_	_	_	O
적립	적립	NNG	O
,	,	SP	O
_	_	_	O
사용	사용	NNG	O
이	이	JKS	O
_	_	_	O
가능한	가능하+ㄴ	VA+ETM	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
현대	현대	NNG	B-ORG
카드	카드	NNG	O
_	_	_	O
소지	소지	NNG	O
_	_	_	O
고객	고객	NNG	O
이	이	VCP	O
라면	라면	EC	O
_	_	_	O
누구	누구	NP	O
나	나	JX	O
_	_	_	O
참여할	참여하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 정 후보자는 24일 인사청문회에서 복지 비전문가라는 여론의 비판을 의식한 듯 “저출산 문제를 해결하겠다”라고 공언했다.
## <정:PER> 후보자는 <24일:DAT> 인사청문회에서 복지 비전문가라는 여론의 비판을 의식한 듯 “저출산 문제를 해결하겠다”라고 공언했다.
정	정	NNP	B-PER
_	_	_	O
후보자	후보자	NNG	O
는	는	JX	O
_	_	_	O
24	24	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
인사	인사	NNG	O
청문회	청문회	NNG	O
에서	에서	JKB	O
_	_	_	O
복지	복지	NNG	O
_	_	_	O
비전문가	비전문가+이	NNG+VCP	O
라는	라는	ETM	O
_	_	_	O
여론	여론	NNG	O
의	의	JKG	O
_	_	_	O
비판	비판	NNG	O
을	을	JKO	O
_	_	_	O
의식한	의식하+ㄴ	VV+ETM	O
_	_	_	O
듯	듯	NNB	O
_	_	_	O
“	“	SS	O
저	저	XPN	O
출산	출산	NNG	O
_	_	_	O
문제	문제	NNG	O
를	를	JKO	O
_	_	_	O
해결하	해결하	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
공언	공언하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## [동서남북]부산시민이 롯데에 바라는 것
## [<동서남북:POH>]<부산:ORG>시민이 <롯데:ORG>에 바라는 것
[	[	SS	O
동서남북	동서남북	NNG	B-POH
]	]	SS	O
부산	부산	NNP	B-ORG
시민	시민	NNG	O
이	이	JKS	O
_	_	_	O
롯데	롯데	NNP	B-ORG
에	에	JKB	O
_	_	_	O
바라	바라	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O

## 11
## 나이보다 젊고 건강해 보이시는데 어떻게 건강관리를 하시는지요.모진(이하 모) 회사를 운영하는 대표로, 또 세 아이의 엄마로 회사와 가정을 조화롭게 이끌어 가기 위해서는 건강관리가 중요하지요.
## 나이보다 젊고 건강해 보이시는데 어떻게 건강관리를 하시는지요.<모진:ORG>(이하 모) 회사를 운영하는 대표로, 또 <세 아이:NOH>의 엄마로 회사와 가정을 조화롭게 이끌어 가기 위해서는 건강관리가 중요하지요.
나이	나이	NNG	O
보다	보다	JKB	O
_	_	_	O
젊	젊	VA	O
고	고	EC	O
_	_	_	O
건강해	건강하+여	VA+EC	O
_	_	_	O
보이	보이	VV	O
시	시	EP	O
는데	는데	EC	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
건강	건강	NNG	O
관리	관리	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
시	시	EP	O
는	는	ETM	O
지요	지요	EF	O
.	.	SF	O
모진	모질+ㄴ	VA+ETM	B-ORG
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
모	모	NNB	O
)	)	SS	O
_	_	_	O
회사	회사	NNG	O
를	를	JKO	O
_	_	_	O
운영하	운영하	VV	O
는	는	ETM	O
_	_	_	O
대표	대표	NNG	O
로	로	JKB	O
,	,	SP	O
_	_	_	O
또	또	MAG	O
_	_	_	O
세	세	MM	B-NOH
_	_	_	I-NOH
아이	아이	NNG	I-NOH
의	의	JKG	O
_	_	_	O
엄마	엄마	NNG	O
로	로	JKB	O
_	_	_	O
회사	회사	NNG	O
와	와	JC	O
_	_	_	O
가정	가정	NNG	O
을	을	JKO	O
_	_	_	O
조화롭	조화롭	VA	O
게	게	EC	O
_	_	_	O
이끌	이끌	VV	O
어	어	EC	O
_	_	_	O
가	가	VX	O
기	기	ETN	O
_	_	_	O
위해서	위하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
건강	건강	NNG	O
관리	관리	NNG	O
가	가	JKS	O
_	_	_	O
중요하	중요하	VA	O
지요	지요	EF	O
.	.	SF	O

## 12
## 한국등 비자 면제협정을 맺고있는 70여개국의 손님들은 간단한 입국카드와 함께 여권을 한번 보여주는 것으로 모든 절차가 끝난다.
## <한국:ORG>등 비자 면제협정을 맺고있는 <70여개국:NOH>의 손님들은 간단한 입국카드와 함께 여권을 한번 보여주는 것으로 모든 절차가 끝난다.
한국	한국	NNP	B-ORG
등	등	NNB	O
_	_	_	O
비자	비자	NNG	O
_	_	_	O
면제	면제	NNG	O
협정	협정	NNG	O
을	을	JKO	O
_	_	_	O
맺	맺	VV	O
고	고	EC	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
70	70	SN	B-NOH
여	여	XSN	I-NOH
개국	개국	NNB	I-NOH
의	의	JKG	O
_	_	_	O
손님	손님	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
간단한	간단하+ㄴ	VA+ETM	O
_	_	_	O
입국	입국	NNG	O
카드	카드	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
여권	여권	NNG	O
을	을	JKO	O
_	_	_	O
한	한	MM	O
번	번	NNB	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
절차	절차	NNG	O
가	가	JKS	O
_	_	_	O
끝난다	끝나+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## 아니아이 역(기타아키타 시)에서 택시로 25분 소요. www.aniski.jp 공식사이트 △아키타 현: http://akita.or.kr △일본정부관광국: www.welcometojapan.or.kr 아키타 맛 △눈이 많이 내리는 지역엔 맛있는 쌀이 난다.
## <아니아이 역:LOC>(<기타아키타 시:LOC>)에서 택시로 <25분:NOH> 소요. <www.aniski.jp:POH> 공식사이트 △<아키타 현:ORG>: <http://akita.or.kr:POH> △<일본정부관광국:ORG>: <www.welcometojapan.or.kr:POH> <아키타:LOC> 맛 △눈이 많이 내리는 지역엔 맛있는 쌀이 난다.
아니	아니	VCN	B-LOC
아	아	EC	I-LOC
이	이	JKS	I-LOC
_	_	_	I-LOC
역	역	NNG	I-LOC
(	(	SS	O
기타	기타	NNG	B-LOC
아키타	아키타	NNP	I-LOC
_	_	_	I-LOC
시	시	NNG	I-LOC
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
택시	택시	NNG	O
로	로	JKB	O
_	_	_	O
25	25	SN	B-NOH
분	분	NNB	I-NOH
_	_	_	O
소요	소요	NNG	O
.	.	SF	O
_	_	_	O
www	www	SL	B-POH
.	.	SF	I-POH
aniski	aniski	SL	I-POH
.	.	SF	I-POH
jp	jp	SL	I-POH
_	_	_	O
공식	공식	NNG	O
사이트	사이트	NNG	O
_	_	_	O
△	△	SW	O
아키타	아키타	NNP	B-ORG
_	_	_	I-ORG
현	현	NNG	I-ORG
:	:	SP	O
_	_	_	O
http	http	SL	B-POH
:	:	SP	I-POH
/	/	SP	I-POH
/	/	SP	I-POH
akita	akita	SL	I-POH
.	.	SF	I-POH
or	or	SL	I-POH
.	.	SF	I-POH
kr	kr	SL	I-POH
_	_	_	O
△	△	SW	O
일본정부관광국	일본정부관광국	NNP	B-ORG
:	:	SP	O
_	_	_	O
www	www	SL	B-POH
.	.	SF	I-POH
welcometojapan	welcometojapan	SL	I-POH
.	.	SF	I-POH
or	or	SL	I-POH
.	.	SF	I-POH
kr	kr	SL	I-POH
_	_	_	O
아키타	아키타	NNP	B-LOC
_	_	_	O
맛	맛	NNG	O
_	_	_	O
△	△	SW	O
눈	눈	NNG	O
이	이	JKS	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
내리	내리	VV	O
는	는	ETM	O
_	_	_	O
지역	지역	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
맛있	맛있	VA	O
는	는	ETM	O
_	_	_	O
쌀	쌀	NNG	O
이	이	JKS	O
_	_	_	O
난다	나+ㄴ다	VV+EF	O
.	.	SF	O

## 14
## 김경환 국토부 1차관과 백규석 환경부 기획조정실장, 이정무 한국물포럼 총재, 우효섭 광주과학기술원 환경공학부 교수 등이 참석했다.
## <김경환:PER> <국토부:ORG> <1차관:NOH>과 <백규석:PER> <환경부:ORG> 기획조정실장, <이정무:PER> <한국물포럼:ORG> 총재, <우효섭:PER> <광주과학기술원 환경공학부:ORG> 교수 등이 참석했다.
김경환	김경환	NNP	B-PER
_	_	_	O
국토	국토	NNG	B-ORG
부	부	XSN	I-ORG
_	_	_	O
1	1	SN	B-NOH
차관	차관	NNG	I-NOH
과	과	JC	O
_	_	_	O
백	백	NNG	B-PER
규석	규석	NNG	I-PER
_	_	_	O
환경부	환경부	NNG	B-ORG
_	_	_	O
기획	기획	NNG	O
조정	조정	NNG	O
실장	실장	NNG	O
,	,	SP	O
_	_	_	O
이정무	이정무	NNP	B-PER
_	_	_	O
한국	한국	NNP	B-ORG
물	물	XSN	I-ORG
포럼	포럼	NNG	I-ORG
_	_	_	O
총재	총재	NNG	O
,	,	SP	O
_	_	_	O
우효섭	우효섭	NNP	B-PER
_	_	_	O
광주	광주	NNP	B-ORG
과학	과학	NNG	I-ORG
기술원	기술원	NNG	I-ORG
_	_	_	I-ORG
환경	환경	NNG	I-ORG
공학부	공학부	NNG	I-ORG
_	_	_	O
교수	교수	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
참석	참석하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## “지금은 2015년이니까요!(It is 2015!)” 캐나다에선 지금 정치가 인기다.
## “지금은 <2015년:DAT>이니까요!(It is <2015:DAT>!)” <캐나다:ORG>에선 지금 정치가 인기다.
“	“	SS	O
지금	지금	NNG	O
은	은	JX	O
_	_	_	O
2015	2015	SN	B-DAT
년	년	NNB	I-DAT
이	이	VCP	O
니까요	니까요	EF	O
!	!	SF	O
(	(	SS	O
It	It	SL	O
_	_	_	O
is	is	SL	O
_	_	_	O
2015	2015	SN	B-DAT
!	!	SF	O
)	)	SS	O
”	”	SS	O
_	_	_	O
캐나다	캐나다	NNP	B-ORG
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
지금	지금	MAG	O
_	_	_	O
정치	정치	NNG	O
가	가	JKS	O
_	_	_	O
인기	인기+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 16
## 문체부 안은 엘리트체육과 생활체육이 선순환을 이루는 스포츠 선진국 시스템을 함께 고민하고 양 단체 간 이견으로 통합 논의가 파행되지 않도록 하기 위해 다양성을 고려한 것이다.
## <문체부:ORG> 안은 엘리트체육과 생활체육이 선순환을 이루는 스포츠 선진국 시스템을 함께 고민하고 <양:NOH> 단체 간 이견으로 통합 논의가 파행되지 않도록 하기 위해 다양성을 고려한 것이다.
문체부	문체부	NNG	B-ORG
_	_	_	O
안	안	NNG	O
은	은	JX	O
_	_	_	O
엘리트	엘리트	NNG	O
체육	체육	NNG	O
과	과	JC	O
_	_	_	O
생활	생활	NNG	O
체육	체육	NNG	O
이	이	JKS	O
_	_	_	O
선순환	선순환	NNG	O
을	을	JKO	O
_	_	_	O
이루	이루	VV	O
는	는	ETM	O
_	_	_	O
스포츠	스포츠	NNG	O
_	_	_	O
선진국	선진국	NNG	O
_	_	_	O
시스템	시스템	NNG	O
을	을	JKO	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
고민하	고민하	VV	O
고	고	EC	O
_	_	_	O
양	양	MM	B-NOH
_	_	_	O
단체	단체	NNG	O
_	_	_	O
간	간	NNB	O
_	_	_	O
이견	이견	NNG	O
으로	으로	JKB	O
_	_	_	O
통합	통합	NNG	O
_	_	_	O
논의	논의	NNG	O
가	가	JKS	O
_	_	_	O
파행되	파행되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
도록	도록	EC	O
_	_	_	O
하	하	VX	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
다양성	다양성	NNG	O
을	을	JKO	O
_	_	_	O
고려한	고려하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 17
## 전날 다저스 2선발 잭 그레인키에게 시즌 첫 패배의 쓴 잔을 건넨 콜로라도 타선을 맞아 변화무쌍한 변화구와 날카로운 제구력을 앞세워 3안타 2볼넷만 허용하는 인상적인 투구를 했다.
## 전날 <다저스:ORG> <2선발:NOH> <잭 그레인키:PER>에게 시즌 첫 패배의 쓴 잔을 건넨 <콜로라도:ORG> 타선을 맞아 변화무쌍한 변화구와 날카로운 제구력을 앞세워 <3안타:NOH> <2볼넷:NOH>만 허용하는 인상적인 투구를 했다.
전날	전날	NNG	O
_	_	_	O
다저스	다저스	NNP	B-ORG
_	_	_	O
2	2	SN	B-NOH
선발	선발	NNG	I-NOH
_	_	_	O
잭	잭	NNP	B-PER
_	_	_	I-PER
그레인키	그레인키	NNP	I-PER
에게	에게	JKB	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
패배	패배	NNG	O
의	의	JKG	O
_	_	_	O
쓴	쓰+ㄴ	VA+ETM	O
_	_	_	O
잔	잔	NNG	O
을	을	JKO	O
_	_	_	O
건넨	건네+ㄴ	VV+ETM	O
_	_	_	O
콜로라도	콜로라도	NNP	B-ORG
_	_	_	O
타선	타선	NNG	O
을	을	JKO	O
_	_	_	O
맞	맞	VV	O
아	고	EC	O
_	_	_	O
변화무쌍한	변화무쌍하+ㄴ	VA+ETM	O
_	_	_	O
변화구	변화구	NNG	O
와	와	JC	O
_	_	_	O
날카로	날카롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
제구	제구	NNG	O
력	력	XSN	O
을	을	JKO	O
_	_	_	O
앞세	앞세우	VV	O
워	어	EC	O
_	_	_	O
3	3	SN	B-NOH
안타	안타	NNG	I-NOH
_	_	_	O
2	2	SN	B-NOH
볼넷	볼넷	NNG	I-NOH
만	만	JX	O
_	_	_	O
허용하	허용하	VV	O
는	는	ETM	O
_	_	_	O
인상적	인상적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
투구	투구	NNG	O
를	를	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

