## 1
## 말레이시아 경찰도 공항 CCTV에 찍힌 여성들을 용의자로 보고 쫓고 있다.
## <말레이시아:LOC> 경찰도 공항 CCTV에 찍힌 여성들을 용의자로 보고 쫓고 있다.
말레이시아	말레이시아	NNP	B-LOC
_	_	_	O
한국	한국	NNP	B-ORG
지엠	지엠	NNP	I-ORG
_	_	_	O
‘	‘	SS	O
더	더	MAG	B-POH
_	_	_	I-POH
넥스트	넥스트	NNP	I-POH
_	_	_	I-POH
스파크	스파크	NNG	I-POH
’	’	SS	O
_	_	_	O
출시	출시	NNG	O

## 6
## 융커는 이날 유럽의회에 출석해 “EU는 멈추지 말고 앞으로 나아가야 한다”면서도 “이제는 유럽이 할 수 있는 것과 할 수 없는 것을 명확하게 해야 할 때이며 어떤 때는 덜 하는 게 더 많이 하는 결과를 낳는다”며 속도 조절에 방점을 찍었다.
## <융커:PER>는 이날 <유럽:ORG>의회에 출석해 “<EU:ORG>는 멈추지 말고 앞으로 나아가야 한다”면서도 “이제는 <유럽:ORG>이 할 수 있는 것과 할 수 없는 것을 명확하게 해야 할 때이며 어떤 때는 덜 하는 게 더 많이 하는 결과를 낳는다”며 속도 조절에 방점을 찍었다.
융커	융커	NNG	B-PER
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
유럽	유럽	NNP	B-ORG
의회	의회	NNG	O
에	에	JKB	O
_	_	_	O
출석해	출석하+여	VV+EC	O
_	_	_	O
“	“	SS	O
EU	EU	SL	B-ORG
는	는	JX	O
_	_	_	O
멈추	멈추	VV	O
지	지	EC	O
_	_	_	O
말	말	VX	O
고	고	EC	O
_	_	_	O
앞	앞	NNG	O
으로	으로	JKB	O
_	_	_	O
나아가야	나아가+아야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
면서	면서	EC	O
도	도	JX	O
_	_	_	O
“	“	SS	O
이제	이제	NNG	O
는	는	JX	O
_	_	_	O
유럽	유럽	NNP	B-ORG
이	이	JKS	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
과	과	JC	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
명확하	명확하	VA	O
게	게	EC	O
_	_	_	O
해야	하+여야	VV+EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
때	때	NNG	O
이	이	VCP	O
며	며	EC	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
때	때	NNG	O
는	는	JX	O
_	_	_	O
덜	덜	MAG	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
결과	결과	NNG	O
를	를	JKO	O
_	_	_	O
낳	낳	VV	O
는다	는다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
속도	속도	NNG	O
_	_	_	O
조절	조절	NNG	O
에	에	JKB	O
_	_	_	O
방점	방점	NNG	O
을	을	JKO	O
_	_	_	O
찍	찍	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## “처음 불러본 한국 전통 노래가 정말 좋았어요.
## “처음 불러본 <한국:LOC> 전통 노래가 정말 좋았어요.
“	“	SS	O
처음	처음	NNG	O
_	_	_	O
불	부르	VV	O
러	어	EC	O
본	보+ㄴ	VX+ETM	O
_	_	_	O
한국	한국	NNP	B-LOC
_	_	_	O
전통	전통	NNG	O
_	_	_	O
노래	노래	NNG	O
가	가	JKS	O
_	_	_	O
정말	정말	MAG	O
_	_	_	O
좋	좋	VA	O
았	았	EP	O
어요	어요	EF	O
.	.	SF	O

## 8
## 세르펜티 컬렉션에서 선보이는 투보가스 워치는 브랜드의 마스터피스로서 복잡한 수작업을 통해 제작되는 독자적인 제품이다.
## <세르펜티 컬렉션:POH>에서 선보이는 <투보가스 워치:POH>는 브랜드의 마스터피스로서 복잡한 수작업을 통해 제작되는 독자적인 제품이다.
세르	세르	NNP	B-POH
펜티	펜티	NNG	I-POH
_	_	_	I-POH
컬렉션	컬렉션	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
선보이	선보이	VV	O
는	는	ETM	O
_	_	_	O
투보	투보	NNG	B-POH
가스	가스	NNG	I-POH
_	_	_	I-POH
워치	워치	NNG	I-POH
는	는	JX	O
_	_	_	O
브랜드	브랜드	NNG	O
의	의	JKG	O
_	_	_	O
마스터피스	마스터피스	NNG	O
로서	로서	JKB	O
_	_	_	O
복잡한	복잡하+ㄴ	VA+ETM	O
_	_	_	O
수작업	수작업	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
제작되	제작되	VV	O
는	는	ETM	O
_	_	_	O
독자적	독자적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
제품	제품	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 불가리 브랜드에서 세르펜티는 이탈리아 장인의 창의적이고 뛰어난 작품세계를 잘 보여주고 있다.
## <불가리:ORG> 브랜드에서 <세르펜티:POH>는 <이탈리아:ORG> 장인의 창의적이고 뛰어난 작품세계를 잘 보여주고 있다.
불가리	불가리	NNG	B-ORG
_	_	_	O
브랜드	브랜드	NNG	O
에서	에서	JKB	O
_	_	_	O
세르	세르	NNP	B-POH
펜티	펜티	NNG	I-POH
는	는	JX	O
_	_	_	O
이탈리아	이탈리아	NNP	B-ORG
_	_	_	O
장인	장인	NNG	O
의	의	JKG	O
_	_	_	O
창의적	창의적	NNG	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
뛰어난	뛰어나+ㄴ	VA+ETM	O
_	_	_	O
작품	작품	NNG	O
세계	세계	NNG	O
를	를	JKO	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
주	주	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 3차 감염 계속될까? 전문가들은 16번 환자와 접촉한 3차 감염자가 더 나올 가능성이 있다고 지적했다.
## <3차:NOH> 감염 계속될까? 전문가들은 <16번:NOH> 환자와 접촉한 <3차:NOH> 감염자가 더 나올 가능성이 있다고 지적했다.
3	3	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
감염	감염	NNG	O
_	_	_	O
계속될까	계속되+ㄹ까	VV+EF	O
?	?	SF	O
_	_	_	O
전문가	전문가	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
16	16	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
환자	환자	NNG	O
와	와	JKB	O
_	_	_	O
접촉한	접촉하+ㄴ	VV+ETM	O
_	_	_	O
3	3	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
감염자	감염자	NNG	O
가	가	JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
나올	나오+ㄹ	VV+ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다고	다고	EC	O
_	_	_	O
지적	지적하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 사상 첫 피겨스케이팅 전 종목 출전(남녀 싱글, 페어, 아이스댄스)을 노리는 피겨 대표팀은 알렉산더 개믈린(아이스댄스)과 테미스토클레스 레프테리스(페어·이상 미국)의 귀화를 추진하고 있다.
## 사상 첫 피겨스케이팅 전 종목 출전(남녀 싱글, 페어, 아이스댄스)을 노리는 피겨 대표팀은 <알렉산더 개믈린:PER>(아이스댄스)과 <테미스토클레스 레프테리스:PER>(페어·이상 <미국:ORG>)의 귀화를 추진하고 있다.
사상	사상	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
피겨	피겨	NNG	O
스케이팅	스케이팅	NNG	O
_	_	_	O
전	전	MM	O
_	_	_	O
종목	종목	NNG	O
_	_	_	O
출전	출전	NNG	O
(	(	SS	O
남녀	남녀	NNG	O
_	_	_	O
싱글	싱글	NNG	O
,	,	SP	O
_	_	_	O
페어	페어	NNG	O
,	,	SP	O
_	_	_	O
아이스	아이스	NNG	O
댄스	댄스	NNG	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
노리	노리	VV	O
는	는	ETM	O
_	_	_	O
피겨	피겨	NNG	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
은	은	JX	O
_	_	_	O
알렉산더	알렉산더	NNP	B-PER
_	_	_	I-PER
개믈린	개믈린	NNG	I-PER
(	(	SS	O
아이스	아이스	NNG	O
댄스	댄스	NNG	O
)	)	SS	O
과	과	JKB	O
_	_	_	O
테미스토클레스	테미스토클레스	NNP	B-PER
_	_	_	I-PER
레프	레프	NNP	I-PER
테	테	NNG	I-PER
리스	리스	NNG	I-PER
(	(	SS	O
페어	페어	NNG	O
·	·	SP	O
이상	이상	NNG	O
_	_	_	O
미국	미국	NNP	B-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
귀화	귀화	NNG	O
를	를	JKO	O
_	_	_	O
추진하	추진하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 착한운전 화물차에 최고 50만원 주유권
## 착한운전 화물차에 최고 <50만원:MNY> 주유권
착한	착한	NNG	O
운전	운전	NNG	O
_	_	_	O
화물차	화물차	NNG	O
에	에	JKB	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
50	50	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
주유권	주유권	NNG	O

## 13
## 사업대상지는 평균 전용면적 230.8m², 총 39필지로 분할하며, 주택평형은 115m² 평형이 기본이다.
## 사업대상지는 평균 전용면적 <230.8m²:NOH>, 총 <39필지:NOH>로 분할하며, 주택평형은 <115m²:NOH> 평형이 기본이다.
사업	사업	NNG	O
대상	대상	NNG	O
지	지	VV	O
는	는	ETM	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
전용면적	전용면적	NNG	O
_	_	_	O
230.8	230.8	SN	B-NOH
m	m	SL	I-NOH
²	²	SW	I-NOH
,	,	SP	O
_	_	_	O
총	총	MM	O
_	_	_	O
39	39	SN	B-NOH
필지	필지	NNB	I-NOH
로	로	JKB	O
_	_	_	O
분할하	분할하	VV	O
며	며	EC	O
,	,	SP	O
_	_	_	O
주택	주택	NNG	O
평형	평형	NNG	O
은	은	JX	O
_	_	_	O
115	115	SN	B-NOH
m	m	SL	I-NOH
²	²	SW	I-NOH
_	_	_	O
평	평	NNB	O
형	형	XSN	O
이	이	JKS	O
_	_	_	O
기본	기본	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 내년 4월 13일 치러지는 20대 총선 출마에 뜻이 있는 국회의원 출신 장관들은 12월 정도가 되면 사실상 업무에서 손을 떼고 선거운동에 나설 수밖에 없다는 지적이다.
## 내년 <4월 13일:DAT> 치러지는 <20대:NOH> 총선 출마에 뜻이 있는 국회의원 출신 장관들은 <12월:DAT> 정도가 되면 사실상 업무에서 손을 떼고 선거운동에 나설 수밖에 없다는 지적이다.
내년	내년	NNG	O
_	_	_	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
13	13	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
치	치르	VV	O
러	어	EC	O
지	지	VX	O
는	는	ETM	O
_	_	_	O
20	20	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
총선	총선	NNG	O
_	_	_	O
출마	출마	NNG	O
에	에	JKB	O
_	_	_	O
뜻	뜻	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
국회	국회	NNG	O
의원	의원	NNG	O
_	_	_	O
출신	출신	NNG	O
_	_	_	O
장관	장관	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
정도	정도	NNG	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
면	면	EC	O
_	_	_	O
사실상	사실상	NNG	O
_	_	_	O
업무	업무	NNG	O
에서	에서	JKB	O
_	_	_	O
손	손	NNG	O
을	을	JKO	O
_	_	_	O
떼	떼	VV	O
고	고	EC	O
_	_	_	O
선거운동	선거운동	NNG	O
에	에	JKB	O
_	_	_	O
나설	나서+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
밖에	밖에	JX	O
_	_	_	O
없	없	VA	O
다는	다는	ETM	O
_	_	_	O
지적	지적	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

