## 1
## 이같이 남북 정상이 모두 대화에 적극 나서겠다는 뜻을 피력했지만 현실의 벽은 여전히 높다.
## 이같이 <남북:ORG> 정상이 모두 대화에 적극 나서겠다는 뜻을 피력했지만 현실의 벽은 여전히 높다.
이같이	이같이	MAG	O
## 이외 박람회 현장에서도 ‘G마켓, 옥션과 함께하는 경기그랜드세일관’ 부스를 운영하고 레져큐에서 판매하는 ‘에버랜드’, ‘아쿠아리움’ 등의 레저 시설 입장권과 ‘양평 행복한뜰 펜션’, ‘헤이리 석죽재 체험상품’ 등을 할인 판매한다.
## 이외 박람회 현장에서도 ‘<G마켓:ORG>, <옥션:ORG>과 함께하는 경기그랜드세일관’ 부스를 운영하고 레져큐에서 판매하는 ‘<에버랜드:ORG>’, ‘아쿠아리움’ 등의 레저 시설 입장권과 ‘<양평:LOC> 행복한뜰 펜션’, ‘<헤이리:LOC> <석죽재:LOC> 체험상품’ 등을 할인 판매한다.
이외	이외	NNG	O
_	_	_	O
박람회	박람회	NNG	O
_	_	_	O
현장	현장	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
‘	‘	SS	O
G	G	SL	B-ORG
마켓	마켓	NNG	I-ORG
,	,	SP	O
_	_	_	O
옥션	옥션	NNP	B-ORG
과	과	JKB	O
_	_	_	O
함께하	함께하	VV	O
는	는	ETM	O
_	_	_	O
경기	경기	NNG	O
그랜드	그랜드	NNG	O
세일	세일	NNG	O
관	과+ㄴ	JKB+JX	O
’	’	SS	O
_	_	_	O
부스	부스	NNG	O
를	를	JKO	O
_	_	_	O
운영하	운영하	VV	O
고	고	EC	O
_	_	_	O
레져큐	레져큐	NNG	O
에서	에서	JKB	O
_	_	_	O
판매하	판매하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
에버랜드	에버랜드	NNP	B-ORG
’	’	SS	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
아쿠아리움	아쿠아리움	NNG	O
’	’	SS	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
레저	레저	NNG	O
_	_	_	O
시설	시설	NNG	O
_	_	_	O
입장권	입장권	NNG	O
과	과	JC	O
_	_	_	O
‘	‘	SS	O
양평	양평	NNP	B-LOC
_	_	_	O
행복	행복	NNG	O
한	한	NNP	O
뜰	뜰	NNG	O
_	_	_	O
펜션	펜션	NNG	O
’	’	SS	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
헤이	헤이	NNG	B-LOC
리	리	NNB	I-LOC
_	_	_	O
석죽	석죽	NNG	B-LOC
재	재	XPN	I-LOC
_	_	_	O
체험	체험	NNG	O
상품	상품	NNG	O
’	’	SS	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
할인	할인	NNG	O
_	_	_	O
판매한다	판매하+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 부산(4월)·대전(5월)·광주(6월)·대구(9월)에 이어 지난 9일엔 서울 여의도공원에서 개최됐다.
## <부산:LOC>(<4월:DAT>)·<대전:LOC>(<5월:DAT>)·<광주:LOC>(<6월:DAT>)·<대구:LOC>(<9월:DAT>)에 이어 지난 <9일:DAT>엔 <서울:LOC> <여의도공원:LOC>에서 개최됐다.
부산	부산	NNP	B-LOC
(	(	SS	O
4	4	SN	B-DAT
월	월	NNB	I-DAT
)	)	SS	O
·	·	SP	O
대전	대전	NNP	B-LOC
(	(	SS	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
)	)	SS	O
·	·	SP	O
광주	광주	NNP	B-LOC
(	(	SS	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
)	)	SS	O
·	·	SP	O
대구	대구	NNP	B-LOC
(	(	SS	O
9	9	SN	B-DAT
월	월	NNB	I-DAT
)	)	SS	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
엔	에+ㄴ	JKB+JX	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
여의도	여의도	NNP	B-LOC
공원	공원	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
개최	개최되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 미국 존스홉킨스대학 산하 한미연구소의 북한전문웹사이트 38노스는 12일 촬영한 풍계리 핵실험장의 위성사진을 분석한 결과, 핵실험을 위한 “준비를 마친(Primed and Ready)” 상태로 보인다고 분석했다.
## <미국 존스홉킨스대학:ORG> 산하 한미연구소의 <북한:ORG>전문웹사이트 <38노스:POH>는 <12일:DAT> 촬영한 <풍계리:LOC> 핵실험장의 위성사진을 분석한 결과, 핵실험을 위한 “준비를 마친(Primed and Ready)” 상태로 보인다고 분석했다.
미국	미국	NNP	B-ORG
_	_	_	I-ORG
존스홉킨스대학	존스홉킨스대학	NNP	I-ORG
_	_	_	O
산하	산하	NNG	O
_	_	_	O
한미	한미	NNP	O
연구소	연구소	NNG	O
의	의	JKG	O
_	_	_	O
북한	북한	NNP	B-ORG
전문	전문	NNG	O
웹사이트	웹사이트	NNG	O
_	_	_	O
38	38	SN	B-POH
노스	노스	NNG	I-POH
는	는	JX	O
_	_	_	O
12	12	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
촬영한	촬영하+ㄴ	VV+ETM	O
_	_	_	O
풍계리	풍계리	NNP	B-LOC
_	_	_	O
핵	핵	NNG	O
실험장	실험장	NNG	O
의	의	JKG	O
_	_	_	O
위성사진	위성사진	NNG	O
을	을	JKO	O
_	_	_	O
분석한	분석하+ㄴ	VV+ETM	O
_	_	_	O
결과	결과	NNG	O
,	,	SP	O
_	_	_	O
핵	핵	NNG	O
실험	실험	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
“	“	SS	O
준비	준비	NNG	O
를	를	JKO	O
_	_	_	O
마친	마치+ㄴ	VV+ETM	O
(	(	SS	O
Primed	Primed	SL	O
_	_	_	O
and	and	SL	O
_	_	_	O
Ready	Ready	SL	O
)	)	SS	O
”	”	SS	O
_	_	_	O
상태	상태	NNG	O
로	로	JKB	O
_	_	_	O
보인다고	보이+ㄴ다고	VV+EC	O
_	_	_	O
분석	분석하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 주민들은 8월 17일 진행된 공청회에서 매연과 소음 문제를 들고 나왔다.
## 주민들은 <8월 17일:DAT> 진행된 공청회에서 매연과 소음 문제를 들고 나왔다.
주민	주민	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
17	17	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
진행된	진행되+ㄴ	VV+ETM	O
_	_	_	O
공청회	공청회	NNG	O
에서	에서	JKB	O
_	_	_	O
매연	매연	NNG	O
과	과	JC	O
_	_	_	O
소음	소음	NNG	O
_	_	_	O
문제	문제	NNG	O
를	를	JKO	O
_	_	_	O
들	들	VV	O
고	고	EC	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 그는 1990년 소프트웨어 개발자로 퀄컴에 입사한 뒤 수석부사장, 무선인터넷그룹 사장 등을 두루 거치며 경영 실력을 인정받았다.
## 그는 <1990년:DAT> 소프트웨어 개발자로 <퀄컴:ORG>에 입사한 뒤 수석부사장, 무선인터넷그룹 사장 등을 두루 거치며 경영 실력을 인정받았다.
그	그	NP	O
는	는	JX	O
_	_	_	O
1990	1990	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
소프트웨어	소프트웨어	NNG	O
_	_	_	O
개발자	개발자	NNG	O
로	로	JKB	O
_	_	_	O
퀄컴	퀄컴	NNP	B-ORG
에	에	JKB	O
_	_	_	O
입사한	입사하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
수석	수석	NNG	O
부사장	부사장	NNG	O
,	,	SP	O
_	_	_	O
무선	무선	NNG	O
인터넷	인터넷	NNG	O
그룹	그룹	NNG	O
_	_	_	O
사장	사장	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
두루	두루	MAG	O
_	_	_	O
거치	거치	VV	O
며	며	EC	O
_	_	_	O
경영	경영	NNG	O
_	_	_	O
실력	실력	NNG	O
을	을	JKO	O
_	_	_	O
인정받	인정받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 박 대통령은 “보건의료는 한국 최고 인재들이 모여 있는 분야”라며 “병원 수출을 통해 고품질 의료서비스로 세계인의 건강을 향상시키면서 국부(國富)와 일자리 창출에도 기여하고 있다”고 이들을 격려했다.
## <박:PER> 대통령은 “보건의료는 <한국:ORG> 최고 인재들이 모여 있는 분야”라며 “병원 수출을 통해 고품질 의료서비스로 세계인의 건강을 향상시키면서 국부(國富)와 일자리 창출에도 기여하고 있다”고 이들을 격려했다.
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
보건	보건	NNG	O
의료	의료	NNG	O
는	는	JX	O
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	O
최고	최고	NNG	O
_	_	_	O
인재	인재	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
모	모이	VV	O
여	어	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
분야	분야	NNG	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
병원	병원	NNG	O
_	_	_	O
수출	수출	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
고품질	고품질	NNG	O
_	_	_	O
의료	의료	NNG	O
서비스	서비스	NNG	O
로	로	JKB	O
_	_	_	O
세계인	세계인	NNG	O
의	의	JKG	O
_	_	_	O
건강	건강	NNG	O
을	을	JKO	O
_	_	_	O
향상	향상	NNG	O
시키	시키	XSV	O
면서	면서	EC	O
_	_	_	O
국부	국부	NNG	O
(	(	SS	O
國富	國富	SH	O
)	)	SS	O
와	와	JKB	O
_	_	_	O
일자리	일자리	NNG	O
_	_	_	O
창출	창출	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
기여하	기여하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
격려	격려하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## LG화학은 미래 시장을 선도할 차세대 신성장동력을 지속적으로 육성하기 위해 연구개발(R&D) 부문에 대한 투자를 강화하고 있다.
## <LG화학:ORG>은 미래 시장을 선도할 차세대 신성장동력을 지속적으로 육성하기 위해 연구개발(R&D) 부문에 대한 투자를 강화하고 있다.
LG	LG	SL	B-ORG
화학	화학	NNG	I-ORG
은	은	JX	O
_	_	_	O
미래	미래	NNG	O
_	_	_	O
시장	시장	NNG	O
을	을	JKO	O
_	_	_	O
선도할	선도하+ㄹ	VV+ETM	O
_	_	_	O
차세대	차세대	NNG	O
_	_	_	O
신	신	XPN	O
성장	성장	NNG	O
동력	동력	NNG	O
을	을	JKO	O
_	_	_	O
지속적	지속적	NNG	O
으로	으로	JKB	O
_	_	_	O
육성하	육성하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
연구	연구	NNG	O
개발	개발	NNG	O
(	(	SS	O
R	R	SL	O
&	&	SW	O
D	D	SL	O
)	)	SS	O
_	_	_	O
부문	부문	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
투자	투자	NNG	O
를	를	JKO	O
_	_	_	O
강화하	강화하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 지난 25일 발생한 헤브론 회교학살사건과 관련된 것으로 보이는 폭탄테러가 27일 베이루트 북부 유니에시의 한 가톨릭교회에서 발생, 최소 10명이 사망하고 60여명이 부상당했다.
## 지난 <25일:DAT> 발생한 <헤브론 회교학살사건:POH>과 관련된 것으로 보이는 폭탄테러가 <27일:DAT> <베이루트:LOC> 북부 <유니에시:LOC>의 한 가톨릭교회에서 발생, 최소 <10명:NOH>이 사망하고 <60여명:NOH>이 부상당했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
25	25	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
발생한	발생하+ㄴ	VV+ETM	O
_	_	_	O
헤브론	헤브론	NNP	B-POH
_	_	_	I-POH
회교	회교	NNG	I-POH
학살	학살	NNG	I-POH
사건	사건	NNG	I-POH
과	과	JKB	O
_	_	_	O
관련된	관련되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보이	보이	VV	O
는	는	ETM	O
_	_	_	O
폭탄	폭탄	NNG	O
테러	테러	NNG	O
가	가	JKS	O
_	_	_	O
27	27	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
베이루트	베이루트	NNP	B-LOC
_	_	_	O
북부	북부	NNG	O
_	_	_	O
유니에시	유니에시	NNG	B-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
가톨릭교회	가톨릭교회	NNG	O
에서	에서	JKB	O
_	_	_	O
발생	발생	NNG	O
,	,	SP	O
_	_	_	O
최소	최소	NNG	O
_	_	_	O
10	10	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
사망하	사망하	VV	O
고	고	EC	O
_	_	_	O
60	60	SN	B-NOH
여	여	XSN	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
부상	부상	NNG	O
당	당하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이날 협약식을 통해 다니엘 헤니를 비롯한 참석 연예인들은 개발도상국 아동 지원에 함께할 것을 약속하고, 아이들의 마을에 필요한 부대시설 설립과 개선사업에도 힘을 보태기로 했다.
## 이날 협약식을 통해 <다니엘 헤니:PER>를 비롯한 참석 연예인들은 개발도상국 아동 지원에 함께할 것을 약속하고, 아이들의 마을에 필요한 부대시설 설립과 개선사업에도 힘을 보태기로 했다.
이날	이날	NNG	O
_	_	_	O
협약	협약	NNG	O
식	식	XSN	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
다니엘	다니엘	NNP	B-PER
_	_	_	I-PER
헤니	헤니	NNP	I-PER
를	를	JKO	O
_	_	_	O
비롯한	비롯하+ㄴ	VV+ETM	O
_	_	_	O
참석	참석	NNG	O
_	_	_	O
연예인	연예인	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
개발도상국	개발도상국	NNG	O
_	_	_	O
아동	아동	NNG	O
_	_	_	O
지원	지원	NNG	O
에	에	JKB	O
_	_	_	O
함께할	함께하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
약속하	약속하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
아이	아이	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
마을	마을	NNG	O
에	에	JKB	O
_	_	_	O
필요한	필요하+ㄴ	VA+ETM	O
_	_	_	O
부대	부대	NNG	O
시설	시설	NNG	O
_	_	_	O
설립	설립	NNG	O
과	과	JC	O
_	_	_	O
개선	개선	NNG	O
사업	사업	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
힘	힘	NNG	O
을	을	JKO	O
_	_	_	O
보태	보태	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

