## 1
## 지금은 드라마 ‘보보심경:려’ 촬영에도 한창이다.
## 지금은 드라마 ‘<보보심경:려:POH>’ 촬영에도 한창이다.
지금	지금	NNG	O
## <부산고:ORG>를 졸업한 <전현태:PER>는 지난 <2005년:DAT> <2차:NOH> <2라운드:NOH> <12순위:NOH>로 지명돼 <한화:ORG>에 입단한 선수다.
부산고	부산고	NNP	B-ORG
를	를	JKO	O
_	_	_	O
졸업한	졸업하+ㄴ	VV+ETM	O
_	_	_	O
전현태	전현태	NNP	B-PER
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2005	2005	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
2	2	SN	B-NOH
라운드	라운드	NNG	I-NOH
_	_	_	O
12	12	SN	B-NOH
순위	순위	NNG	I-NOH
로	로	JKB	O
_	_	_	O
지명돼	지명되+어	VV+EC	O
_	_	_	O
한화	한화	NNP	B-ORG
에	에	JKB	O
_	_	_	O
입단한	입단하+ㄴ	VV+ETM	O
_	_	_	O
선수	선수+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 그리고 나중에 기회되면 아케이드 캐비넷 류도 한 번 다뤄보는 시간을 가져보면 좋겠네요 ^^조기자 : 네 꿀딴지곰님 수고하셨습니다.
## 그리고 나중에 기회되면 아케이드 캐비넷 류도 <한 번:NOH> 다뤄보는 시간을 가져보면 좋겠네요 ^^<조:PER>기자 : 네 <꿀딴지곰:PER>님 수고하셨습니다.
그리고	그리고	MAJ	O
_	_	_	O
나중	나중	NNG	O
에	에	JKB	O
_	_	_	O
기회	기회	NNG	O
되	되	XSV	O
면	면	EC	O
_	_	_	O
아케이드	아케이드	NNG	O
_	_	_	O
캐비넷	캐비넷	NNG	O
_	_	_	O
류도	류도	NNG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
번	번	NNB	I-NOH
_	_	_	O
다뤄	다루+어	VV+EC	O
보	보	VX	O
는	는	ETM	O
_	_	_	O
시간	시간	NNG	O
을	을	JKO	O
_	_	_	O
가져	가지+어	VV+EC	O
보	보	VX	O
면	면	EC	O
_	_	_	O
좋	좋	VA	O
겠	겠	EP	O
네요	네요	EC	O
_	_	_	O
^	^	SW	O
^	^	SW	O
조	조	NNP	B-PER
기자	기자	NNG	O
_	_	_	O
:	:	SP	O
_	_	_	O
네	네	IC	O
_	_	_	O
꿀	꿀	NNG	B-PER
딴지	딴지	NNG	I-PER
곰	곰	NNG	I-PER
님	님	NNB	O
_	_	_	O
수고하	수고하+시	VV+EP	O
셨	었	EP	O
습니다	습니다	EF	O
.	.	SF	O

## 7
## LG 유니폼을 입은 차우찬(29)도 괌으로 떠난다.
## <LG:ORG> 유니폼을 입은 <차우찬:PER>(<29:NOH>)도 <괌:LOC>으로 떠난다.
LG	LG	SL	B-ORG
_	_	_	O
유니폼	유니폼	NNG	O
을	을	JKO	O
_	_	_	O
입	입	VV	O
은	은	ETM	O
_	_	_	O
차우찬	차우찬	NNP	B-PER
(	(	SS	O
29	29	SN	B-NOH
)	)	SS	O
도	도	JX	O
_	_	_	O
괌	괌	NNP	B-LOC
으로	으로	JKB	O
_	_	_	O
떠난다	떠나+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 스릴을 만끽하려면 분당 율동공원의 번지점프가 제격이다.
## 스릴을 만끽하려면 <분당 율동공원:LOC>의 번지점프가 제격이다.
스릴	스릴	NNG	O
을	을	JKO	O
_	_	_	O
만끽하	만끽하	VV	O
려면	려면	EC	O
_	_	_	O
분당	분당	NNP	B-LOC
_	_	_	I-LOC
율동	율동	NNG	I-LOC
공원	공원	NNG	I-LOC
의	의	JKG	O
_	_	_	O
번지	번지	NNG	O
점프	점프	NNG	O
가	가	JKS	O
_	_	_	O
제격	제격	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## '뮤레전드2', 2차 CBT 호평 속 마무리
## '<뮤레전드2:POH>', <2차:NOH> CBT 호평 속 마무리
'	'	SS	O
뮤	뮤	NNG	B-POH
레전드	레전드	NNG	I-POH
2	2	SN	I-POH
'	'	SS	O
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
CBT	CBT	SL	O
_	_	_	O
호평	호평	NNG	O
_	_	_	O
속	속	NNG	O
_	_	_	O
마무리	마무리	NNG	O

## 10
## “김우빈 강소라, 둘이 연기하는 거 보고 싶네요”, “김우빈 강소라, 홍자매 드라마라니 흥행은 문제없죠” 등의 반응을 보였다.
## “<김우빈:PER> <강소라:PER>, 둘이 연기하는 거 보고 싶네요”, “<김우빈:PER> <강소라:PER>, <홍자매:ORG> 드라마라니 흥행은 문제없죠” 등의 반응을 보였다.
“	“	SS	O
김우빈	김우빈	NNP	B-PER
_	_	_	O
강소라	강소라	NNP	B-PER
,	,	SP	O
_	_	_	O
둘	둘	NR	O
이	이	JKS	O
_	_	_	O
연기하	연기하	VV	O
는	는	ETM	O
_	_	_	O
거	것	NNB	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
네	네	EC	O
요	요	JX	O
”	”	SS	O
,	,	SP	O
_	_	_	O
“	“	SS	O
김우빈	김우빈	NNP	B-PER
_	_	_	O
강소라	강소라	NNP	B-PER
,	,	SP	O
_	_	_	O
홍	홍	NNP	B-ORG
자매	자매	NNG	I-ORG
_	_	_	O
드라마	드라마+이	NNG+VCP	O
라니	라니	EC	O
_	_	_	O
흥행	흥행	NNG	O
은	은	JX	O
_	_	_	O
문제	문제	NNG	O
없	없	VA	O
죠	죠	EF	O
”	”	SS	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
반응	반응	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 한편 ‘제주도 개츠비’는 MBC 수목드라마 ‘킬미, 힐미’ 후속 ‘앵그리맘’에 이어 오는 5월 첫 방송된다.
## 한편 ‘<제주도 개츠비:POH>’는 <MBC:POH> 수목드라마 ‘<킬미, 힐미:POH>’ 후속 ‘<앵그리맘:POH>’에 이어 오는 <5월:DAT> 첫 방송된다.
한편	한편	MAG	O
_	_	_	O
‘	‘	SS	O
제주도	제주도	NNP	B-POH
_	_	_	I-POH
개츠비	개츠비	NNP	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
MBC	MBC	SL	B-POH
_	_	_	O
수	수	NNG	O
목	목	NNG	O
드라마	드라마	NNG	O
_	_	_	O
‘	‘	SS	O
킬	킬	NNG	B-POH
미	미	NNG	I-POH
,	,	SP	I-POH
_	_	_	I-POH
힐	힐	NNG	I-POH
미	미	NNG	I-POH
’	’	SS	O
_	_	_	O
후속	후속	NNG	O
_	_	_	O
‘	‘	SS	O
앵그리	앵그리	NNG	B-POH
맘	맘	NNG	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
첫	첫	MM	O
_	_	_	O
방송된다	방송되+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 동아닷컴 영상뉴스팀
## <동아닷컴:POH> 영상뉴스팀
동아닷컴	동아닷컴	NNP	B-POH
_	_	_	O
영상	영상	NNG	O
뉴스	뉴스	NNG	O
팀	팀	NNG	O

## 13
## 지하철 3호선 홍제역을 통해 종로·광화문·시청 등 도심지에 10분대 진입이 가능하며, 강남권까지 20분대에 도착할 수 있다.
## 지하철 <3호선:NOH> <홍제역:LOC>을 통해 <종로:LOC>·<광화문:LOC>·<시청:LOC> 등 도심지에 <10분:DUR>대 진입이 가능하며, <강남권:LOC>까지 <20분:DUR>대에 도착할 수 있다.
지하철	지하철	NNG	O
_	_	_	O
3	3	SN	B-NOH
호	호	NNB	I-NOH
선	선	XSN	I-NOH
_	_	_	O
홍제	홍제	NNP	B-LOC
역	역	NNG	I-LOC
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
종로	종로	NNP	B-LOC
·	·	SP	O
광화문	광화문	NNP	B-LOC
·	·	SP	O
시청	시청	NNG	B-LOC
_	_	_	O
등	등	NNB	O
_	_	_	O
도심지	도심지	NNG	O
에	에	JKB	O
_	_	_	O
10	10	SN	B-DUR
분	분	NNB	I-DUR
대	대	XSN	O
_	_	_	O
진입	진입	NNG	O
이	이	JKS	O
_	_	_	O
가능하	가능하	VA	O
며	며	EC	O
,	,	SP	O
_	_	_	O
강남	강남	NNP	B-LOC
권	권	XSN	I-LOC
까지	까지	JX	O
_	_	_	O
20	20	SN	B-DUR
분	분	NNB	I-DUR
대	대	XSN	O
에	에	JKB	O
_	_	_	O
도착할	도착하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

