## 1
## 제트워셔 ‘EW-1211’은 1분 1400회에 달하는 단속분사기술로 노즐에서 뿜어나오는 물줄기가 음식물 찌꺼기와 치석을 제거한다.
## <제트워셔 ‘EW-1211’:POH>은 <1분:DUR> <1400회:NOH>에 달하는 단속분사기술로 노즐에서 뿜어나오는 물줄기가 음식물 찌꺼기와 치석을 제거한다.
제트	제트	NNG	B-POH
다	다	EF	O
.	.	SF	O

## 6
## 하동군은 당일과 1박 2일, 2박 3일 등 다양한 코스를 추천하고 있다.
## <하동군:LOC>은 당일과 <1박:NOH> <2일:NOH>, <2박:NOH> <3일:NOH> 등 다양한 코스를 추천하고 있다.
하동군	하동군	NNP	B-LOC
은	은	JX	O
_	_	_	O
당일	당일	NNG	O
과	과	JC	O
_	_	_	O
1	1	SN	B-NOH
박	박	NNB	I-NOH
_	_	_	O
2	2	SN	B-NOH
일	일	NNB	I-NOH
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
박	박	NNB	I-NOH
_	_	_	O
3	3	SN	B-NOH
일	일	NNB	I-NOH
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
코스	코스	NNG	O
를	를	JKO	O
_	_	_	O
추천하	추천하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 미국 영화배우 겸 모델 피비 프라이스(42)가 난해한 의상을 입고 나타나 시선을 집중시켰다.미국 연예매체 스플래시뉴스는 피비 프라이스가 미국 캘리포니아 주(州) 버벌리힐스의 한 스튜디오에서 팝 아티스트 샘 이브라힘 등과 함께 사진을 촬영했다고 3일(이하 현지시간) 보도했다.공개된 사진 속 피비 프라이스는 속옷과 속살이 다 비치는 흰색 의상을 입은 채 카메라를 응시하며 포즈를 취하고 있다.피비 프라이스는 평소 독특한 패션으로 파파라치들에게 인기가 높은 배우 중 한 명이다.동아닷컴 디지털뉴스팀 기사제보 dnews@donga.com피비 프라이스 사진 더 보기 ▶ http://global.donga.com/View?no=28996
## <미국:LOC> 영화배우 겸 모델 <피비 프라이스:PER>(<42:NOH>)가 난해한 의상을 입고 나타나 시선을 집중시켰다.<미국:LOC> 연예매체 <스플래시뉴스:POH>는 <피비 프라이스:PER>가 <미국 캘리포니아 주:LOC>(州) <버벌리힐스:LOC>의 한 스튜디오에서 팝 아티스트 <샘 이브라힘:PER> 등과 함께 사진을 촬영했다고 <3일:DAT>(이하 현지시간) 보도했다.공개된 사진 속 <피비 프라이스:PER>는 속옷과 속살이 다 비치는 흰색 의상을 입은 채 카메라를 응시하며 포즈를 취하고 있다.<피비 프라이스:PER>는 평소 독특한 패션으로 파파라치들에게 인기가 높은 배우 중 <한 명:NOH>이다.<동아닷컴 디지털뉴스팀:ORG> 기사제보 <dnews@donga.com:POH><피비 프라이스:PER> 사진 더 보기 ▶ http://global.donga.com/View?no=28996
미국	미국	NNP	B-LOC
_	_	_	O
영화배우	영화배우	NNG	O
_	_	_	O
겸	겸	NNB	O
_	_	_	O
모델	모델	NNG	O
_	_	_	O
피비	피비	NNP	B-PER
_	_	_	I-PER
프라이스	프라이스	NNP	I-PER
(	(	SS	O
42	42	SN	B-NOH
)	)	SS	O
가	가	JKS	O
_	_	_	O
난해한	난해하+ㄴ	VA+ETM	O
_	_	_	O
의상	의상	NNG	O
을	을	JKO	O
_	_	_	O
입	입	VV	O
고	고	EC	O
_	_	_	O
나타나	나타나+아	VV+EC	O
_	_	_	O
시선	시선	NNG	O
을	을	JKO	O
_	_	_	O
집중	집중	NNG	O
시	시키	XSV	O
켰	었	EP	O
다	다	EF	O
.	.	SF	O
미국	미국	NNP	B-LOC
_	_	_	O
연예	연예	NNG	O
매체	매체	NNG	O
_	_	_	O
스플래시	스플래시	NNG	B-POH
뉴스	뉴스	NNG	I-POH
는	는	JX	O
_	_	_	O
피비	피비	NNP	B-PER
_	_	_	I-PER
프라이스	프라이스	NNG	I-PER
가	가	JKS	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	I-LOC
캘리포니아	캘리포니아	NNP	I-LOC
_	_	_	I-LOC
주	주	NNP	I-LOC
(	(	SS	O
州	州	SH	O
)	)	SS	O
_	_	_	O
버벌리힐스	버벌리힐스	NNG	B-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
스튜디오	스튜디오	NNG	O
에서	에서	JKB	O
_	_	_	O
팝	팝	NNG	O
_	_	_	O
아티스트	아티스트	NNG	O
_	_	_	O
샘	샘	NNG	B-PER
_	_	_	I-PER
이브라힘	이브라힘	NNP	I-PER
_	_	_	O
등	등	NNB	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
사진	사진	NNG	O
을	을	JKO	O
_	_	_	O
촬영	촬영하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
3	3	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
현지	현지	NNG	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O
공개된	공개되+ㄴ	VV+ETM	O
_	_	_	O
사진	사진	NNG	O
_	_	_	O
속	속	NNG	O
_	_	_	O
피비	피비	NNP	B-PER
_	_	_	I-PER
프라이스	프라이스	NNG	I-PER
는	는	JX	O
_	_	_	O
속옷	속옷	NNG	O
과	과	JC	O
_	_	_	O
속살	속살	NNG	O
이	이	JKS	O
_	_	_	O
다	다	MAG	O
_	_	_	O
비치	비치	VV	O
는	는	ETM	O
_	_	_	O
흰색	흰색	NNG	O
_	_	_	O
의상	의상	NNG	O
을	을	JKO	O
_	_	_	O
입	입	VV	O
은	은	ETM	O
_	_	_	O
채	채	NNB	O
_	_	_	O
카메라	카메라	NNG	O
를	를	JKO	O
_	_	_	O
응시하	응시하	VV	O
며	며	EC	O
_	_	_	O
포즈	포즈	NNG	O
를	를	JKO	O
_	_	_	O
취하	취하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O
피비	피비	NNP	B-PER
_	_	_	I-PER
프라이스	프라이스	NNG	I-PER
는	는	JX	O
_	_	_	O
평소	평소	NNG	O
_	_	_	O
독특한	독특하+ㄴ	VA+ETM	O
_	_	_	O
패션	패션	NNG	O
으로	으로	JKB	O
_	_	_	O
파파라치	파파라치	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
인기	인기	NNG	O
가	가	JKS	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
이	이	VCP	O
다	다	EF	O
.	.	SF	O
동아닷컴	동아닷컴	NNP	B-ORG
_	_	_	I-ORG
디지털	디지털	NNG	I-ORG
뉴스	뉴스	NNG	I-ORG
팀	팀	NNG	I-ORG
_	_	_	O
기사	기사	NNG	O
제보	제보	NNG	O
_	_	_	O
dnews	dnews	SL	B-POH
@	@	SW	I-POH
donga	donga	SL	I-POH
.	.	SF	I-POH
com	com	SL	I-POH
피비	피비	NNP	B-PER
_	_	_	I-PER
프라이스	프라이스	NNP	I-PER
_	_	_	O
사진	사진	NNG	O
_	_	_	O
더	더	MAG	O
_	_	_	O
보	보	VV	O
기	기	ETN	O
_	_	_	O
▶	▶	SW	O
_	_	_	O
http	http	SL	O
:	:	SP	O
/	/	SP	O
/	/	SP	O
global	global	SL	O
.	.	SF	O
donga	donga	SL	O
.	.	SF	O
com	com	SL	O
/	/	SP	O
View	View	SL	O
?	?	SF	O
no	no	SL	O
=	=	SW	O
28996	28996	SN	O

## 8
## 그래도 국민의당은 탈당 의원들이 절대다수여서 총선은 힘들다.
## 그래도 <국민의당:ORG>은 탈당 의원들이 절대다수여서 총선은 힘들다.
그래도	그리하+여도	VV+EC	O
_	_	_	O
국민	국민	NNG	B-ORG
의	의	NNG	I-ORG
당	당	XSN	I-ORG
은	은	JX	O
_	_	_	O
탈당	탈당	NNG	O
_	_	_	O
의원	의원	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
절대다수	절대다수+이	NNG+VCP	O
여서	어서	EC	O
_	_	_	O
총선	총선	NNG	O
은	은	JX	O
_	_	_	O
힘들	힘들	VA	O
다	다	EF	O
.	.	SF	O

## 9
## [박태균의 푸드&헬스] 못생겨도 몸엔 좋아 … 대장 깨끗이 해주는 미역귀
## [<박태균의 푸드&헬스:POH>] 못생겨도 몸엔 좋아 … 대장 깨끗이 해주는 미역귀
[	[	SS	O
박태균	박태균	NNP	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
푸드	푸드	NNG	I-POH
&	&	SW	I-POH
헬스	헬스	NNG	I-POH
]	]	SS	O
_	_	_	O
못생겨도	못생기+어도	VA+EC	O
_	_	_	O
몸	몸	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
좋	좋	VA	O
아	아	EC	O
_	_	_	O
…	…	SE	O
_	_	_	O
대장	대장	NNG	O
_	_	_	O
깨끗이	깨끗이	MAG	O
_	_	_	O
해	하+여	VV+EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
미역귀	미역귀	NNG	O

## 10
## 일본·중국산둥성 노선은 10달러에서 3달러로 하락한다.국내선 유류할증료는 8800원에서 4400원으로 50% 인하할 계획이다.한편 2월 항공 유류할증료는 지난해 12월 16일부터 올해 1월 15일까지 싱가포르 국제석유시장에서 거래된 항공유 평균 가격을 기준으로 책정된다.
## <일본:ORG>·<중국산둥성:ORG> 노선은 <10달러:MNY>에서 <3달러:MNY>로 하락한다.국내선 유류할증료는 <8800원:MNY>에서 <4400원:MNY>으로 <50%:PNT> 인하할 계획이다.한편 <2월:DAT> 항공 유류할증료는 지난해 <12월 16일:DAT>부터 올해 <1월 15일:DAT>까지 <싱가포르:LOC> 국제석유시장에서 거래된 항공유 평균 가격을 기준으로 책정된다.
일본	일본	NNP	B-ORG
·	·	SP	O
중국	중국	NNP	B-ORG
산둥성	산둥성	NNP	I-ORG
_	_	_	O
노선	노선	NNG	O
은	은	JX	O
_	_	_	O
10	10	SN	B-MNY
달러	달러	NNB	I-MNY
에서	에서	JKB	O
_	_	_	O
3	3	SN	B-MNY
달러	달러	NNB	I-MNY
로	로	JKB	O
_	_	_	O
하락한다	하락하+ㄴ다	VV+EF	O
.	.	SF	O
국내선	국내선	NNG	O
_	_	_	O
유류	유류	NNG	O
할증료	할증료	NNG	O
는	는	JX	O
_	_	_	O
8800	8800	SN	B-MNY
원	원	NNB	I-MNY
에서	에서	JKB	O
_	_	_	O
4400	4400	SN	B-MNY
원	원	NNB	I-MNY
으로	으로	JKB	O
_	_	_	O
50	50	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
인하할	인하하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O
한편	한편	MAG	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
항공	항공	NNG	O
_	_	_	O
유류	유류	NNG	O
할증료	할증료	NNG	O
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
16	16	SN	I-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
1	1	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
15	15	SN	I-DAT
일	일	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
싱가포르	싱가포르	NNP	B-LOC
_	_	_	O
국제	국제	NNG	O
석유	석유	NNG	O
시장	시장	NNG	O
에서	에서	JKB	O
_	_	_	O
거래된	거래되+ㄴ	VV+ETM	O
_	_	_	O
항공	항공	NNG	O
유	유	NNG	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
가격	가격	NNG	O
을	을	JKO	O
_	_	_	O
기준	기준	NNG	O
으로	으로	JKB	O
_	_	_	O
책정된다	책정되+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 홀링워스는 1911년 영국 레스터의 중산층 가정에서 태어나 1939년 8월 영국 데일리텔레그래프의 정식 기자가 됐다.
## <홀링워스:PER>는 <1911년:DAT> <영국:LOC> <레스터:LOC>의 중산층 가정에서 태어나 <1939년 8월:DAT> <영국 데일리텔레그래프:ORG>의 정식 기자가 됐다.
홀	홀	NNG	B-PER
링	링	NNG	I-PER
워스	워스	NNP	I-PER
는	는	JX	O
_	_	_	O
1911	1911	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
영국	영국	NNP	B-LOC
_	_	_	O
레스터	레스터	NNP	B-LOC
의	의	JKG	O
_	_	_	O
중산층	중산층	NNG	O
_	_	_	O
가정	가정	NNG	O
에서	에서	JKB	O
_	_	_	O
태어나	태어나+아	VV+EC	O
_	_	_	O
1939	1939	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
8	8	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
영국	영국	NNP	B-ORG
_	_	_	I-ORG
데일리	데일리	NNG	I-ORG
텔레그래프	텔레그래프	NNG	I-ORG
의	의	JKG	O
_	_	_	O
정식	정식	NNG	O
_	_	_	O
기자	기자	NNG	O
가	가	JKC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 호찌민의 어학원 ‘테그 인터내셔널 칼리지’에서 2개월간 베트남어 연수를 위해서다.
## <호찌민:PER>의 어학원 ‘<테그 인터내셔널 칼리지:ORG>’에서 <2개월간:DUR> 베트남어 연수를 위해서다.
호찌민	호찌민	NNP	B-PER
의	의	JKG	O
_	_	_	O
어학	어학	NNG	O
원	원	NNG	O
_	_	_	O
‘	‘	SS	O
테	테	NNG	B-ORG
그	그	MM	I-ORG
_	_	_	I-ORG
인터내셔널	인터내셔널	NNG	I-ORG
_	_	_	I-ORG
칼리지	칼리지	NNG	I-ORG
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
2	2	SN	B-DUR
개월	개월	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
베트남	베트남	NNP	O
어	어	XSN	O
_	_	_	O
연수	연수	NNG	O
를	를	JKO	O
_	_	_	O
위해서	위하+여서+이	VV+EC+VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 앞서 작년 가을에도 YG는 ‘쇼미더머니4’에 출연했던 래퍼 원을 데려갔고, ‘양화대교’로 많은 팬을 가진 자이언티는 현 소속사 아메바컬쳐와 계약이 끝나는 대로 YG가 설립을 준비 중인 또 다른 레이블로 옮겨간다.
## 앞서 작년 가을에도 <YG:ORG>는 ‘<쇼미더머니4:POH>’에 출연했던 래퍼 <원:PER>을 데려갔고, ‘<양화대교:POH>’로 많은 팬을 가진 <자이언티:PER>는 현 소속사 <아메바컬쳐:ORG>와 계약이 끝나는 대로 <YG:ORG>가 설립을 준비 중인 또 다른 레이블로 옮겨간다.
앞서	앞서	MAG	O
_	_	_	O
작년	작년	NNG	O
_	_	_	O
가을	가을	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
YG	YG	SL	B-ORG
는	는	JX	O
_	_	_	O
‘	‘	SS	O
쇼	쇼	NNG	B-POH
미	미	NNP	I-POH
더머	더머	NNG	I-POH
니	니	JC	I-POH
4	4	SN	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
출연	출연하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
래퍼	래퍼	NNG	O
_	_	_	O
원	원	NNB	B-PER
을	을	JKO	O
_	_	_	O
데려갔	데려가+았	VV+EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
양화대교	양화대교	NNP	B-POH
’	’	SS	O
로	로	JKB	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
팬	팬	NNG	O
을	을	JKO	O
_	_	_	O
가진	가지+ㄴ	VV+ETM	O
_	_	_	O
자이언티	자이언티	NNG	B-PER
는	는	JX	O
_	_	_	O
현	현	MM	O
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
아메바	아메바	NNG	B-ORG
컬쳐	컬쳐	NNG	I-ORG
와	와	JKB	O
_	_	_	O
계약	계약	NNG	O
이	이	JKS	O
_	_	_	O
끝나	끝나	VV	O
는	는	ETM	O
_	_	_	O
대로	대로	NNB	O
_	_	_	O
YG	YG	SL	B-ORG
가	가	JKS	O
_	_	_	O
설립	설립	NNG	O
을	을	JKO	O
_	_	_	O
준비	준비	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
또	또	MAG	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
레이블	레이블	NNG	O
로	로	JKB	O
_	_	_	O
옮겨	옮기+어	VV+EC	O
간다	가+ㄴ다	VV+EF	O
.	.	SF	O

## 14
## 이들을 위해 시가 책정한 올해 진료비 예산은 6200억 원. 이는 시 특별회계 예산의 39.7%를 차지하고 있다.
## 이들을 위해 시가 책정한 올해 진료비 예산은 <6200억 원:MNY>. 이는 시 특별회계 예산의 <39.7%:PNT>를 차지하고 있다.
이	이	NP	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
시	시	NNG	O
가	가	JKS	O
_	_	_	O
책정한	책정하+ㄴ	VV+ETM	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
진료비	진료비	NNG	O
_	_	_	O
예산	예산	NNG	O
은	은	JX	O
_	_	_	O
6200	6200	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
.	.	SF	O
_	_	_	O
이	이	NP	O
는	는	JX	O
_	_	_	O
시	시	NNB	O
_	_	_	O
