## 1
## 현재 사망자는 발생하지 않은 것으로 파악되고 있으며, 부상자는 10여 명인 것으로 추정된다.
## 현재 사망자는 발생하지 않은 것으로 파악되고 있으며, 부상자는 <10여 명:NOH>인 것으로 추정된다.
현재	현재	MAG	O
일	일	NNB	I-DAT
_	_	_	O
조합	조합	NNG	O
_	_	_	O
소속	소속	NNG	O
_	_	_	O
8	8	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
공제	공제	NNG	O
계약	계약	NNG	O
사	사	XSN	O
(	(	SS	O
신용	신용	NNG	O
평가	평가	NNG	O
,	,	SP	O
_	_	_	O
재무	재무	NNG	O
사항	사항	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
일정	일정	NNG	O
_	_	_	O
기준	기준	NNG	O
_	_	_	O
고려해	고려하+여	VV+EC	O
_	_	_	O
위탁한	위탁하+ㄴ	VV+ETM	O
_	_	_	O
상조	상조	NNG	O
회사	회사	NNG	O
)	)	SS	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
납입금	납입금	NNG	O
의	의	JKG	O
_	_	_	O
50	50	SN	B-PNT
%	%	SW	I-PNT
를	를	JKO	O
_	_	_	O
보상	보상	NNG	O
받	받	VV	O
는	는	ETM	O
_	_	_	O
방식	방식	NNG	O
과	과	JC	O
_	_	_	O
별도	별도	NNG	O
로	로	JKB	O
_	_	_	O
‘	‘	SS	O
안심	안심	NNG	O
서비스	서비스	NNG	O
’	’+이	SS+VCP	O
란	란	ETM	O
_	_	_	O
보상	보상	NNG	O
_	_	_	O
방식	방식	NNG	O
을	을	JKO	O
_	_	_	O
마련	마련하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 송호창 “문재인 안철수 담판, 상당히 큰 성과가 있었다”
## <송호창:PER> “<문재인:PER> <안철수:PER> 담판, 상당히 큰 성과가 있었다”
송호창	송호창	NNP	B-PER
_	_	_	O
“	“	SS	O
문재인	문재인	NNP	B-PER
_	_	_	O
안철수	안철수	NNP	B-PER
_	_	_	O
담판	담판	NNG	O
,	,	SP	O
_	_	_	O
상당히	상당히	MAG	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
성과	성과	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
”	”	SS	O

## 12
## 中과 다양한 채널로 협의… 美-日과도 ‘통일외교’ 착수
## <中:ORG>과 다양한 채널로 협의… <美-日:ORG>과도 ‘통일외교’ 착수
中	中	SH	B-ORG
과	과	JC	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
채널	채널	NNG	O
로	로	JKB	O
_	_	_	O
협의	협의	NNG	O
…	…	SE	O
_	_	_	O
美	美	SH	B-ORG
-	-	SO	I-ORG
日	日	SH	I-ORG
과	과	JKB	O
도	도	JX	O
_	_	_	O
‘	‘	SS	O
통일	통일	NNG	O
외교	외교	NNG	O
’	’	SS	O
_	_	_	O
착수	착수	NNG	O

## 13
## 이번 이벤트는 금호타이어의 최고급 프리미엄 타이어인 마제스티 솔루스의 페이스리프트 신제품 및 엑스타 4X II 신제품 출시를 기념해 마련됐다.
## 이번 이벤트는 금호타이어의 최고급 프리미엄 타이어인 마제스티 솔루스의 페이스리프트 신제품 및 <엑스타 4X II:POH> 신제품 출시를 기념해 마련됐다.
이번	이번	NNG	O
_	_	_	O
이벤트	이벤트	NNG	O
는	는	JX	O
_	_	_	O
금호타이어	금호타이어	NNP	O
의	의	JKG	O
_	_	_	O
최고급	최고급	NNG	O
_	_	_	O
프리미엄	프리미엄	NNG	O
_	_	_	O
타이어	타이어	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
마제스티	마제스티	NNG	O
_	_	_	O
솔	솔	NNG	O
루스	루스	NNP	O
의	의	JKG	O
_	_	_	O
페이스리프트	페이스리프트	NNP	O
_	_	_	O
신제품	신제품	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
엑스	엑스	NNG	B-POH
타	타	NNG	I-POH
_	_	_	I-POH
4	4	SN	I-POH
X	X	SL	I-POH
_	_	_	I-POH
II	II	SL	I-POH
_	_	_	O
신제품	신제품	NNG	O
_	_	_	O
출시	출시	NNG	O
를	를	JKO	O
_	_	_	O
기념해	기념하+여	VV+EC	O
_	_	_	O
마련	마련되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 지난해까지 청소년 교사 기업인 공무원 군인 등 15만5000여 명이 연수에 참여했다.
## 지난해까지 청소년 교사 기업인 공무원 군인 등 <15만5000여 명:NOH>이 연수에 참여했다.
지난해	지난해	NNG	O
까지	까지	JX	O
_	_	_	O
청소년	청소년	NNG	O
_	_	_	O
교사	교사	NNG	O
_	_	_	O
기업인	기업인	NNG	O
_	_	_	O
공무원	공무원	NNG	O
_	_	_	O
군인	군인	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
15	15	SN	B-NOH
만	만	NR	I-NOH
5000	5000	SN	I-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
연수	연수	NNG	O
에	에	JKB	O
_	_	_	O
참여	참여하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 950만 대폴크스바겐이 내년 전 세계에서 리콜할 디젤 차량 대수. 미국 환경보호청(EPA)은 9월 폴크스바겐의 디젤 차량에 배출가스 저감장치를 조작하는 소프트웨어가 설치돼 있다고 발표했다.
## <950만 대:NOH><폴크스바겐:ORG>이 내년 전 세계에서 리콜할 디젤 차량 대수. <미국 환경보호청:ORG>(<EPA:ORG>)은 <9월:DAT> <폴크스바겐:ORG>의 디젤 차량에 배출가스 저감장치를 조작하는 소프트웨어가 설치돼 있다고 발표했다.
950	950	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
대	대	NNG	I-NOH
폴크스바겐	폴크스바겐	NNP	B-ORG
이	이	JKS	O
_	_	_	O
내년	내년	NNG	O
_	_	_	O
전	전	MM	O
_	_	_	O
세계	세계	NNG	O
에서	에서	JKB	O
_	_	_	O
리콜	리콜	NNG	O
할	할	NNB	O
_	_	_	O
디젤	디젤	NNG	O
_	_	_	O
차량	차량	NNG	O
_	_	_	O
대수	대수	NNG	O
.	.	SF	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	I-ORG
환경보호	환경보호	NNG	I-ORG
청	청	XSN	I-ORG
(	(	SS	O
EPA	EPA	SL	B-ORG
)	)	SS	O
은	은	JX	O
_	_	_	O
9	9	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
폴크스바겐	폴크스바겐	NNP	B-ORG
의	의	JKG	O
_	_	_	O
디젤	디젤	NNG	O
_	_	_	O
차량	차량	NNG	O
에	에	JKB	O
_	_	_	O
배출	배출	NNG	O
가스	가스	NNG	O
_	_	_	O
저감	저감	NNG	O
장치	장치	NNG	O
를	를	JKO	O
_	_	_	O
조작하	조작하	VV	O
는	는	ETM	O
_	_	_	O
소프트웨어	소프트웨어	NNG	O
가	가	JKS	O
_	_	_	O
설치돼	설치되+어	VV+EC	O
_	_	_	O
있	있	VX	O
다고	다고	EC	O
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

