## 1
## 같은 기간 서정마을 5단지가 3억 5,500만원에서 500만원 오른 것에 비하면 혁신학교 학군 아파트의 상승폭이 크다.
## 같은 기간 <서정마을 5단지:LOC>가 <3억 5,500만원:MNY>에서 <500만원:MNY> 오른 것에 비하면 혁신학교 학군 아파트의 상승폭이 크다.
같	같	VA	O
9	9	SN	B-NOH
MW	MW	SL	I-NOH
_	_	_	O
태양광	태양광	NNG	O
발전소	발전소	NNG	O
를	를	JKO	O
_	_	_	O
운영	운영	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
에너지	에너지	NNG	O
_	_	_	O
기업	기업	NNG	O
으로	으로	JKB	O
_	_	_	O
그동안	그동안	NNG	O
_	_	_	O
케이팝	케이팝	NNP	O
_	_	_	O
콘서트	콘서트	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
대안	대안	NNG	O
학교	학교	NNG	O
의	의	JKG	O
_	_	_	O
태양광	태양광	NNG	O
발전	발전	NNG	O
시설	시설	NNG	O
_	_	_	O
지원	지원	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
분야	분야	NNG	O
에서	에서	JKB	O
_	_	_	O
공헌해	공헌하+여	VV+EC	O
_	_	_	O
왔	+았	+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 이를 두고 강남재건축을 겨냥한 ‘스마트폭탄’이란 얘기도 나온다.
## 이를 두고 <강남:LOC>재건축을 겨냥한 ‘스마트폭탄’이란 얘기도 나온다.
이	이	NP	O
를	를	JKO	O
_	_	_	O
두	두	VV	O
고	고	EC	O
_	_	_	O
강남	강남	NNP	B-LOC
재건축	재건축	NNG	O
을	을	JKO	O
_	_	_	O
겨냥한	겨냥하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
스마트	스마트	NNG	O
폭탄	폭탄	NNG	O
’	’	SS	O
이	이	VCP	O
란	란	ETM	O
_	_	_	O
얘기	얘기	NNG	O
도	도	JX	O
_	_	_	O
나온다	나오+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## [내수를 살리자]2.6%도 못미치는 성장? 국내휴가·내수실천, 소비에서 길을 찾다
## [내수를 살리자]<2.6%:PNT>도 못미치는 성장? 국내휴가·내수실천, 소비에서 길을 찾다
[	[	SS	O
내수	내수	NNG	O
를	를	JKO	O
_	_	_	O
살리	살리	VV	O
자	자	EF	O
]	]	SS	O
2.6	2.6	SN	B-PNT
%	%	SW	I-PNT
도	도	JX	O
_	_	_	O
못	못	MAG	O
미치	미치	VV	O
는	는	ETM	O
_	_	_	O
성장	성장	NNG	O
?	?	SF	O
_	_	_	O
국내	국내	NNG	O
휴가	휴가	NNG	O
·	·	SP	O
내수	내수	NNG	O
실천	실천	NNG	O
,	,	SP	O
_	_	_	O
소비	소비	NNG	O
에서	에서	JKB	O
_	_	_	O
길	길	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
다	다	EF	O

## 7
## '화정'에서 조민기가 연기할 김자점은 인조반정의 주도자로서 소용 조씨(김민서 분)와 함께 인조 정권의 막후 실력자로 권력을 행사하는 인물이다.
## '<화정:POH>'에서 <조민기:PER>가 연기할 <김자점:PER>은 인조반정의 주도자로서 소용 <조:PER>씨(<김민서:PER> 분)와 함께 인조 정권의 막후 실력자로 권력을 행사하는 인물이다.
'	'	SS	O
화정	화정	NNP	B-POH
'	'	SS	O
에서	에서	JKB	O
_	_	_	O
조민기	조민기	NNP	B-PER
가	가	JKS	O
_	_	_	O
연기할	연기하+ㄹ	VV+ETM	O
_	_	_	O
김자점	김자점	NNP	B-PER
은	은	JX	O
_	_	_	O
인조반정	인조반정	NNG	O
의	의	JKG	O
_	_	_	O
주도	주도	NNG	O
자	자	XSN	O
로서	로서	JKB	O
_	_	_	O
소용	소용	NNG	O
_	_	_	O
조	조	NNP	B-PER
씨	씨	NNB	O
(	(	SS	O
김민서	김민서	NNP	B-PER
_	_	_	O
분	분	NNB	O
)	)	SS	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
인조	인조	NNP	O
_	_	_	O
정권	정권	NNG	O
의	의	JKG	O
_	_	_	O
막후	막후	NNG	O
_	_	_	O
실력자	실력자	NNG	O
로	로	JKB	O
_	_	_	O
권력	권력	NNG	O
을	을	JKO	O
_	_	_	O
행사하	행사하	VV	O
는	는	ETM	O
_	_	_	O
인물	인물	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 국방부는 지난해 말부터 소규모 평가를 염두에 두고 필요한 작업을 진행해 왔다.
## <국방부:ORG>는 지난해 말부터 소규모 평가를 염두에 두고 필요한 작업을 진행해 왔다.
국방부	국방부	NNG	B-ORG
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
말	말	NNB	O
부터	부터	JX	O
_	_	_	O
소규모	소규모	NNG	O
_	_	_	O
평가	평가	NNG	O
를	를	JKO	O
_	_	_	O
염두	염두	NNG	O
에	에	JKB	O
_	_	_	O
두	두	VV	O
고	고	EC	O
_	_	_	O
필요한	필요하+ㄴ	VA+ETM	O
_	_	_	O
작업	작업	NNG	O
을	을	JKO	O
_	_	_	O
진행해	진행하+여	VV+EC	O
_	_	_	O
왔	+았	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 나를 돌아봐 조영남, 김수미 발언에 무단이탈…사퇴번복은 무슨 일?
## <나를 돌아봐:POH> <조영남:PER>, <김수미:PER> 발언에 무단이탈…사퇴번복은 무슨 일?
나	나	NP	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
돌아봐	돌아보+아	VV+EC	I-POH
_	_	_	O
조영남	조영남	NNP	B-PER
,	,	SP	O
_	_	_	O
김수미	김수미	NNP	B-PER
_	_	_	O
발언	발언	NNG	O
에	에	JKB	O
_	_	_	O
무단이탈	무단이탈	NNG	O
…	…	SE	O
사퇴	사퇴	NNG	O
번복	번복	NNG	O
은	은	JX	O
_	_	_	O
무슨	무슨	MM	O
_	_	_	O
일	일	NNG	O
?	?	SF	O

## 10
## 김하늘이 ‘삼시세끼’에서 굴욕을 당했다.
## <김하늘:PER>이 ‘<삼시세끼:POH>’에서 굴욕을 당했다.
김하늘	김하늘	NNP	B-PER
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
삼시세끼	삼시세끼	NNP	B-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
굴욕	굴욕	NNG	O
을	을	JKO	O
_	_	_	O
당	당하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 푸틴 대통령의 아버지는 입원해 있는 동안 자기 몫의 배급 식량을 어머니에게 주었고, 어머니는 그걸 (푸틴의) 어린 동생에게 줬다.
## <푸틴:PER> 대통령의 아버지는 입원해 있는 동안 자기 몫의 배급 식량을 어머니에게 주었고, 어머니는 그걸 (<푸틴:PER>의) 어린 동생에게 줬다.
푸틴	푸틴	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
아버지	아버지	NNG	O
는	는	JX	O
_	_	_	O
입원해	입원하+여	VV+EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
동안	동안	NNG	O
_	_	_	O
자기	자기	NP	O
_	_	_	O
몫	몫	NNG	O
의	의	JKG	O
_	_	_	O
배급	배급	NNG	O
_	_	_	O
식량	식량	NNG	O
을	을	JKO	O
_	_	_	O
어머니	어머니	NNG	O
에게	에게	JKB	O
_	_	_	O
주	주	VV	O
었	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
어머니	어머니	NNG	O
는	는	JX	O
_	_	_	O
그걸	그것+ㄹ	NP+JKO	O
_	_	_	O
(	(	SS	O
푸틴	푸틴	NNP	B-PER
의	의	JKG	O
)	)	SS	O
_	_	_	O
어린	어리+ㄴ	VA+ETM	O
_	_	_	O
동생	동생	NNG	O
에게	에게	JKB	O
_	_	_	O
줬	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 온라인 중앙일보 ‘최지우’ ‘최지우 꽃보다 할배’. [사진 KBS ‘1박 2일’ 캡처] ‘최지우’ ‘최지우 꽃보다 할배’‘최지우’ ‘최지우 꽃보다 할배’‘최지우’ ‘최지우 꽃보다 할배’‘최지우’ ‘최지우 꽃보다 할배’‘최지우’ ‘최지우 꽃보다 할배’‘최지우’ ‘최지우 꽃보다 할배’‘최지우’ ‘최지우 꽃보다 할배’‘최지우’ ‘최지우 꽃보다 할배’‘최지우’ ‘최지우 꽃보다 할배’‘최지우’ ‘최지우 꽃보다 할배’
## 온라인 <중앙일보:ORG> ‘<최지우:PER>’ ‘<최지우:PER> <꽃보다 할배:POH>’. [사진 <KBS:ORG> ‘<1박 2일:POH>’ 캡처] ‘<최지우:PER>’ ‘<최지우:PER> <꽃보다 할배:POH>’‘<최지우:PER>’ ‘<최지우:PER> <꽃보다 할배:POH>’‘<최지우:PER>’ ‘<최지우:PER> <꽃보다 할배:POH>’‘<최지우:PER>’ ‘<최지우:PER> <꽃보다 할배:POH>’‘<최지우:PER>’ ‘<최지우:PER> <꽃보다 할배:POH>’‘<최지우:PER>’ ‘<최지우:PER> <꽃보다 할배:POH>’‘<최지우:PER>’ ‘<최지우:PER> <꽃보다 할배:POH>’‘<최지우:PER>’ ‘<최지우:PER> <꽃보다 할배:POH>’‘<최지우:PER>’ ‘<최지우:PER> <꽃보다 할배:POH>’‘<최지우:PER>’ ‘<최지우:PER> <꽃보다 할배:POH>’
온라인	온라인	NNG	O
_	_	_	O
중앙일보	중앙일보	NNP	B-ORG
_	_	_	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
’	’	SS	O
_	_	_	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
_	_	_	O
꽃	꽃	NNG	B-POH
보다	보다	JKB	I-POH
_	_	_	I-POH
할배	할배	NNG	I-POH
’	’	SS	O
.	.	SF	O
_	_	_	O
[	[	SS	O
사진	사진	NNG	O
_	_	_	O
KBS	KBS	SL	B-ORG
_	_	_	O
‘	‘	SS	O
1	1	SN	B-POH
박	박	NNB	I-POH
_	_	_	I-POH
2	2	SN	I-POH
일	일	NNB	I-POH
’	’	SS	O
_	_	_	O
캡처	캡처	NNG	O
]	]	SS	O
_	_	_	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
’	’	SS	O
_	_	_	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
_	_	_	O
꽃	꽃	NNG	B-POH
보다	보다	JKB	I-POH
_	_	_	I-POH
할배	할배	NNG	I-POH
’	’	SS	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
’	’	SS	O
_	_	_	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
_	_	_	O
꽃	꽃	NNG	B-POH
보다	보다	JKB	I-POH
_	_	_	I-POH
할배	할배	NNG	I-POH
’	’	SS	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
’	’	SS	O
_	_	_	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
_	_	_	O
꽃	꽃	NNG	B-POH
보다	보다	JKB	I-POH
_	_	_	I-POH
할배	할배	NNG	I-POH
’	’	SS	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
’	’	SS	O
_	_	_	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
_	_	_	O
꽃	꽃	NNG	B-POH
보다	보다	JKB	I-POH
_	_	_	I-POH
할배	할배	NNG	I-POH
’	’	SS	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
’	’	SS	O
_	_	_	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
_	_	_	O
꽃	꽃	NNG	B-POH
보다	보다	JKB	I-POH
_	_	_	I-POH
할배	할배	NNG	I-POH
’	’	SS	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
’	’	SS	O
_	_	_	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
_	_	_	O
꽃	꽃	NNG	B-POH
보다	보다	JKB	I-POH
_	_	_	I-POH
할배	할배	NNG	I-POH
’	’	SS	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
’	’	SS	O
_	_	_	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
_	_	_	O
꽃	꽃	NNG	B-POH
보다	보다	JKB	I-POH
_	_	_	I-POH
할배	할배	NNG	I-POH
’	’	SS	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
’	’	SS	O
_	_	_	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
_	_	_	O
꽃	꽃	NNG	B-POH
보다	보다	JKB	I-POH
_	_	_	I-POH
할배	할배	NNG	I-POH
’	’	SS	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
’	’	SS	O
_	_	_	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
_	_	_	O
꽃	꽃	NNG	B-POH
보다	보다	JKB	I-POH
_	_	_	I-POH
할배	할배	NNG	I-POH
’	’	SS	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
’	’	SS	O
_	_	_	O
‘	‘	SS	O
최지우	최지우	NNP	B-PER
_	_	_	O
꽃	꽃	NNG	B-POH
보다	보다	JKB	I-POH
_	_	_	I-POH
할배	할배	NNG	I-POH
’	’	SS	O

## 13
## 이어 2022년까지 복합쇼핑몰, 엔터테인먼트 시설 등을 추가로 지어 2단계로 문을 연다.
## 이어 <2022년:DAT>까지 복합쇼핑몰, 엔터테인먼트 시설 등을 추가로 지어 <2단계:NOH>로 문을 연다.
이어	이어	MAG	O
_	_	_	O
2022	2022	SN	B-DAT
년	년	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
복합	복합	NNG	O
쇼핑몰	쇼핑몰	NNG	O
,	,	SP	O
_	_	_	O
엔터테인먼트	엔터테인먼트	NNG	O
_	_	_	O
시설	시설	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
추가	추가	NNG	O
로	로	JKB	O
_	_	_	O
지	짓	VV	O
어	어	EC	O
_	_	_	O
2	2	SN	B-NOH
단계	단계	NNG	I-NOH
로	로	JKB	O
_	_	_	O
문	문	NNG	O
을	을	JKO	O
_	_	_	O
연다	열+ㄴ다	VV+EF	O
.	.	SF	O

## 14
## 순이익도 비수기인 2분기 중에서 역대 최대치를 기록했다.
## 순이익도 비수기인 <2분기:NOH> 중에서 역대 최대치를 기록했다.
순이익	순이익	NNG	O
도	도	JX	O
_	_	_	O
비수기	비수기	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
2	2	SN	B-NOH
분기	분기	NNG	I-NOH
_	_	_	O
중	중	NNB	O
에서	에서	JKB	O
_	_	_	O
역대	역대	NNG	O
_	_	_	O
최대치	최대치	NNG	O
를	를	JKO	O
_	_	_	O
기록	기록하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 그때 그를 이끌어준 이가 故 임수혁 선배였다.
## 그때 그를 이끌어준 이가 故 <임수혁:PER> 선배였다.
그때	그때	NNG	O
_	_	_	O
그	그	NP	O
를	를	JKO	O
_	_	_	O
이끌	이끌	VV	O
어	어	EC	O
준	주+ㄴ	VX+ETM	O
_	_	_	O
이	이	NNB	O
가	가	JKS	O
_	_	_	O
故	故	SH	O
_	_	_	O
임수혁	임수혁	NNP	B-PER
_	_	_	O
선배	선배+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

