## 1
## 한일시멘트 관계자는 “사업적 결정이지만 주민들의 민원을 수렴한 측면도 크다”면서 “민원 때문에 서울 지역에선 대체 부지 마련이 거의 불가능한 상황이라 지방 이전을 검토하고 있다”고 말했다.
## <한일시멘트:ORG> 관계자는 “사업적 결정이지만 주민들의 민원을 수렴한 측면도 크다”면서 “민원 때문에 <서울:LOC> 지역에선 대체 부지 마련이 거의 불가능한 상황이라 지방 이전을 검토하고 있다”고 말했다.
한일시멘트	한일시멘트	NNP	B-ORG
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 3
## LG는 투수력에서 높은 점수를 받았지만, 장타력이 떨어지고 하위타선이 약한 점이 한계로 지적됐다.
## <LG:ORG>는 투수력에서 높은 점수를 받았지만, 장타력이 떨어지고 하위타선이 약한 점이 한계로 지적됐다.
LG	LG	SL	B-ORG
는	는	JX	O
_	_	_	O
투수	투수	NNG	O
력	력	XSN	O
에서	에서	JKB	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
점수	점수	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
장타력	장타력	NNG	O
이	이	JKS	O
_	_	_	O
떨어지	떨어지	VV	O
고	고	EC	O
_	_	_	O
하위	하위	NNG	O
타선	타선	NNG	O
이	이	JKS	O
_	_	_	O
약한	약하+ㄴ	VA+ETM	O
_	_	_	O
점	점	NNG	O
이	이	JKS	O
_	_	_	O
한계	한계	NNG	O
로	로	JKB	O
_	_	_	O
지적	지적되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## TED는 강연에 나서는 연사부터 독특하다.
## <TED:POH>는 강연에 나서는 연사부터 독특하다.
TED	TED	SL	B-POH
는	는	JX	O
_	_	_	O
강연	강연	NNG	O
에	에	JKB	O
_	_	_	O
나서	나서	VV	O
는	는	ETM	O
_	_	_	O
연사	연사	NNG	O
부터	부터	JX	O
_	_	_	O
독특하	독특하	VA	O
다	다	EF	O
.	.	SF	O

## 5
## 김양건 통일전선부장 및 당 비서는 한마디로 북한대남업무의 A부터 Z까지 꿰고 있는 베테랑이다.
## <김양건:PER> 통일전선부장 및 당 비서는 한마디로 <북한대남업무:ORG>의 A부터 Z까지 꿰고 있는 베테랑이다.
김양건	김양건	NNP	B-PER
_	_	_	O
통일	통일	NNG	O
전선	전선	NNG	O
부장	부장	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
당	당	NNG	O
_	_	_	O
비서	비서	NNG	O
는	는	JX	O
_	_	_	O
한마디	한마디	NNG	O
로	로	JKB	O
_	_	_	O
북한	북한	NNP	B-ORG
대남	대남	NNG	I-ORG
업무	업무	NNG	I-ORG
의	의	JKG	O
_	_	_	O
A	A	SL	O
부터	부터	JX	O
_	_	_	O
Z	Z	SL	O
까지	까지	JX	O
_	_	_	O
꿰	꿰	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
베테랑	베테랑	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## [부고]이재화 재민 부친상·박종영 장인상
## [부고]<이재화:PER> 재민 부친상·<박종영:PER> 장인상
[	[	SS	O
부고	부고	NNG	O
]	]	SS	O
이재화	이재화	NNP	B-PER
_	_	_	O
재민	재민	NNP	O
_	_	_	O
부친상	부친상	NNG	O
·	·	SP	O
박종영	박종영	NNP	B-PER
_	_	_	O
장인상	장인상	NNP	O

## 7
## 언젠가 TV에서 남북한의 이산가족이 상봉하는 장면을 보고 가슴이 찢어질 듯 아프고 눈물이 났습니다.
## 언젠가 TV에서 <남북한:ORG>의 이산가족이 상봉하는 장면을 보고 가슴이 찢어질 듯 아프고 눈물이 났습니다.
언젠가	언젠가	MAG	O
_	_	_	O
TV	TV	SL	O
에서	에서	JKB	O
_	_	_	O
남	남	NNP	B-ORG
북한	북한	NNP	I-ORG
의	의	JKG	O
_	_	_	O
이산가족	이산가족	NNG	O
이	이	JKS	O
_	_	_	O
상봉하	상봉하	VV	O
는	는	ETM	O
_	_	_	O
장면	장면	NNG	O
을	을	JKO	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
가슴	가슴	NNG	O
이	이	JKS	O
_	_	_	O
찢어질	찢어지+ㄹ	VV+ETM	O
_	_	_	O
듯	듯	NNB	O
_	_	_	O
아프	아프	VA	O
고	고	EC	O
_	_	_	O
눈물	눈물	NNG	O
이	이	JKS	O
_	_	_	O
났	나+았	VV+EP	O
습니다	습니다	EF	O
.	.	SF	O

## 8
## 앞서 교육부는 전교조 법외노조 판결로 전임자 83명에 대한 휴직 근거가 사라졌다며 전임자들의 학교 복귀를 명령했고, 미복귀자에 대해서는 직권면직하도록 시도교육청에 요구했다.
## 앞서 <교육부:ORG>는 <전교조:ORG> 법외노조 판결로 전임자 <83명:NOH>에 대한 휴직 근거가 사라졌다며 전임자들의 학교 복귀를 명령했고, <미:ORG>복귀자에 대해서는 직권면직하도록 시도교육청에 요구했다.
앞서	앞서+어	VV+EC	O
_	_	_	O
교육부	교육부	NNG	B-ORG
는	는	JX	O
_	_	_	O
전교조	전교조	NNP	B-ORG
_	_	_	O
법	법	NNG	O
외	외	NNB	O
노조	노조	NNG	O
_	_	_	O
판결	판결	NNG	O
로	로	JKB	O
_	_	_	O
전임자	전임자	NNG	O
_	_	_	O
83	83	SN	B-NOH
명	명	NNB	I-NOH
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
휴직	휴직	NNG	O
_	_	_	O
근거	근거	NNG	O
가	가	JKS	O
_	_	_	O
사라	사라지	VV	O
졌	었	EP	O
다며	다며	EC	O
_	_	_	O
전임자	전임자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
학교	학교	NNG	O
_	_	_	O
복귀	복귀	NNG	O
를	를	JKO	O
_	_	_	O
명령	명령하	VV	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
미	미	XPN	B-ORG
복귀	복귀	NNG	O
자	자	XSN	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
직권	직권	NNG	O
면직하	면직하	VV	O
도록	도록	EC	O
_	_	_	O
시도	시도	NNG	O
교육청	교육청	NNG	O
에	에	JKB	O
_	_	_	O
요구	요구하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 공자 철학의 키워드인 인(仁)을 타인에게 제대로 반응하는 능력이자 선한 감정이라고 풀이했다.
## <공자:PER> 철학의 키워드인 인(仁)을 타인에게 제대로 반응하는 능력이자 선한 감정이라고 풀이했다.
공자	공자	NNP	B-PER
_	_	_	O
철학	철학	NNG	O
의	의	JKG	O
_	_	_	O
키	키	NNG	O
워드	워드	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
인	이+ㄴ	VCP+ETM	O
(	(	SS	O
仁	仁	SH	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
타인	타인	NNG	O
에게	에게	JKB	O
_	_	_	O
제대로	제대로	MAG	O
_	_	_	O
반응하	반응하	VV	O
는	는	ETM	O
_	_	_	O
능력	능력	NNG	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
선한	선하+ㄴ	VA+ETM	O
_	_	_	O
감정	감정	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
풀이	풀이하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 연구팀은 미니 실벗 시제품이 완성되면 치매 환자들을 대상으로 임상시험을 진행할 계획이다.
## 연구팀은 <미니 실벗:POH> 시제품이 완성되면 치매 환자들을 대상으로 임상시험을 진행할 계획이다.
연구	연구	NNG	O
팀	팀	NNG	O
은	은	JX	O
_	_	_	O
미니	미니	NNG	B-POH
_	_	_	I-POH
실	실	XSN	I-POH
벗	벗	VV	I-POH
_	_	_	O
시제품	시제품	NNG	O
이	이	JKS	O
_	_	_	O
완성되	완성되	VV	O
면	면	EC	O
_	_	_	O
치매	치매	NNG	O
_	_	_	O
환자	환자	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
임상	임상	NNG	O
시험	시험	NNG	O
을	을	JKO	O
_	_	_	O
진행할	진행하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 또 이달 10일에는 건설업계 최초로 정부로부터 부동산 종합서비스 인증을 받았다.
## 또 이달 <10일:DAT>에는 건설업계 최초로 정부로부터 부동산 종합서비스 인증을 받았다.
또	또	MAG	O
_	_	_	O
이달	이달	NNG	O
_	_	_	O
10	10	SN	B-DAT
일	일	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
건설업	건설업	NNG	O
계	계	XSN	O
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
정부	정부	NNG	O
로부터	로부터	JKB	O
_	_	_	O
부동산	부동산	NNG	O
_	_	_	O
종합	종합	NNG	O
서비스	서비스	NNG	O
_	_	_	O
인증	인증	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 종이접기 아저씨 김영만, 마리텔 출연...하상욱 "그땐 참 잘하고 싶었는데"
## 종이접기 아저씨 <김영만:PER>, <마리텔:POH> 출연...<하상욱:PER> "그땐 참 잘하고 싶었는데"
종이	종이	NNG	O
접	접	VV	O
기	기	ETN	O
_	_	_	O
아저씨	아저씨	NNG	O
_	_	_	O
김영만	김영만	NNP	B-PER
,	,	SP	O
_	_	_	O
마리	마리	NNB	B-POH
텔	텔	NNG	I-POH
_	_	_	O
출연	출연	NNG	O
.	.	SF	O
.	.	SF	O
.	.	SF	O
하상욱	하상욱	NNP	B-PER
_	_	_	O
"	"	SS	O
그땐	그때+ㄴ	NNG+JX	O
_	_	_	O
참	참	MAG	O
_	_	_	O
잘하	잘하	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
었	었	EP	O
는데	는데	EF	O
"	"	SS	O

## 13
## 인삼공사 관계자는 “3년의 개발 및 임상시험을 거쳐 특허 등록을 마쳤다”고 했다.
## <인삼공사:ORG> 관계자는 “<3년:DUR>의 개발 및 임상시험을 거쳐 특허 등록을 마쳤다”고 했다.
인삼	인삼	NNG	B-ORG
공사	공사	NNG	I-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
3	3	SN	B-DUR
년	년	NNB	I-DUR
의	의	JKG	O
_	_	_	O
개발	개발	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
임상	임상	NNG	O
시험	시험	NNG	O
을	을	JKO	O
_	_	_	O
거쳐	거치+어	VV+EC	O
_	_	_	O
특허	특허	NNG	O
_	_	_	O
등록	등록	NNG	O
을	을	JKO	O
_	_	_	O
마	마치	VV	O
쳤	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

