## 1
## KT는 2018년 평창동계올림픽을 통해 5G 알리기에 나선다.
## <KT:ORG>는 <2018년:DAT> <평창동계올림픽:POH>을 통해 <5G:POH> 알리기에 나선다.
KT	KT	SL	B-ORG
교육청	교육청	NNG	O
은	은	JX	O
_	_	_	O
관련자	관련자	NNG	O
_	_	_	O
12	12	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
수사	수사	NNG	O
_	_	_	O
의뢰하	의뢰하	VV	O
고	고	EC	O
_	_	_	O
재발	재발	NNG	O
_	_	_	O
방지	방지	NNG	O
_	_	_	O
대책	대책	NNG	O
을	을	JKO	O
_	_	_	O
마련할	마련하+ㄹ	VV+ETM	O
_	_	_	O
방침	방침	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 이 일대 농민들은 내가천 물을 가두는 망월양수장 바닥에 남아있던 물을 자가 양수기를 통해 논으로 끌어왔다.
## 이 일대 농민들은 내가천 물을 가두는 <망월양수장:LOC> 바닥에 남아있던 물을 자가 양수기를 통해 논으로 끌어왔다.
이	이	MM	O
_	_	_	O
일대	일대	NNG	O
_	_	_	O
농민	농민	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
내	내	NP	O
가천	가천	NNG	O
_	_	_	O
물	물	NNG	O
을	을	JKO	O
_	_	_	O
가두	가두	VV	O
는	는	ETM	O
_	_	_	O
망월	망월	NNP	B-LOC
양수장	양수장	NNG	I-LOC
_	_	_	O
바닥	바닥	NNG	O
에	에	JKB	O
_	_	_	O
남	남	VV	O
아	아	EC	O
있	있	VX	O
던	던	ETM	O
_	_	_	O
물	물	NNG	O
을	을	JKO	O
_	_	_	O
자가	자가	NNG	O
_	_	_	O
양수기	양수기	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
논	논	NNG	O
으로	으로	JKB	O
_	_	_	O
끌어	끌어오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 31일 밤 10시30분부터 아뜨리움 라운지&바 ‘더 뷰’와 루프탑 샴페인 바 ‘클럽 하우스’ 등에서 진행하고, 제야의 종 타종 후에는 풍선에 소원을 날려 보내는 이벤트도 있다.
## <31일:DAT> <밤 10시30분:TIM>부터 아뜨리움 라운지&바 ‘<더 뷰:LOC>’와 루프탑 샴페인 바 ‘<클럽 하우스:LOC>’ 등에서 진행하고, 제야의 종 타종 후에는 풍선에 소원을 날려 보내는 이벤트도 있다.
31	31	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밤	밤	NNG	B-TIM
_	_	_	I-TIM
10	10	SN	I-TIM
시	시	NNB	I-TIM
30	30	SN	I-TIM
분	분	NNB	I-TIM
부터	부터	JX	O
_	_	_	O
아뜨리	아뜨리	NNP	O
움	움	NNG	O
_	_	_	O
라운지	라운지	NNG	O
&	&	SW	O
바	바	NNB	O
_	_	_	O
‘	‘	SS	O
더	더	NNP	B-LOC
_	_	_	I-LOC
뷰	뷰	NNG	I-LOC
’	’	SS	O
와	와	JKB	O
_	_	_	O
루프탑	루프탑	NNP	O
_	_	_	O
샴페인	샴페인	NNG	O
_	_	_	O
바	바	NNB	O
_	_	_	O
‘	‘	SS	O
클럽	클럽	NNG	B-LOC
_	_	_	I-LOC
하우스	하우스	NNG	I-LOC
’	’	SS	O
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
_	_	_	O
진행하	진행하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
제야	제야	NNG	O
의	의	JKG	O
_	_	_	O
종	종	NNG	O
_	_	_	O
타종	타종	NNG	O
_	_	_	O
후	후	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
풍선	풍선	NNG	O
에	에	JKB	O
_	_	_	O
소원	소원	NNG	O
을	을	JKO	O
_	_	_	O
날려	날리+어	VV+EC	O
_	_	_	O
보내	보내	VV	O
는	는	ETM	O
_	_	_	O
이벤트	이벤트	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 8
## ○남북문제 자주성 비중
## ○<남북:ORG>문제 자주성 비중
○	○	SW	O
남북문제	남북문제	NNG	O
_	_	_	O
자주	자주	NNG	O
성	성	XSN	O
_	_	_	O
비중	비중	NNG	O

## 9
## 경남대 임을출(북한학) 교수는 “유엔·미국·한국의 대북제재로 돈줄이 마른 북한 당국이 외화벌이 할당을 채우라고 압박하고 있으며, 대사관 운영비도 자체적으로 조달하라고 지시했다고 한다”며 “외교관들도 자구책 차원에서 이런 변칙 행위를 하는 것”이라고 말했다.
## <경남대:ORG> <임을출:PER>(북한학) 교수는 “<유엔:ORG>·<미국:ORG>·<한국:ORG>의 대북제재로 돈줄이 마른 <북한:ORG> 당국이 외화벌이 할당을 채우라고 압박하고 있으며, 대사관 운영비도 자체적으로 조달하라고 지시했다고 한다”며 “외교관들도 자구책 차원에서 이런 변칙 행위를 하는 것”이라고 말했다.
경남대	경남대	NNP	B-ORG
_	_	_	O
임을출	임을출	NNP	B-PER
(	(	SS	O
북한	북한	NNP	O
학	학	XSN	O
)	)	SS	O
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
유엔	유엔	NNP	B-ORG
·	·	SP	O
미국	미국	NNP	B-ORG
·	·	SP	O
한국	한국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
대북	대북	NNG	O
제재	제재	NNG	O
로	로	JKB	O
_	_	_	O
돈줄	돈줄	NNG	O
이	이	JKS	O
_	_	_	O
마른	마르+ㄴ	VV+ETM	O
_	_	_	O
북한	북한	NNP	B-ORG
_	_	_	O
당국	당국	NNG	O
이	이	JKS	O
_	_	_	O
외화벌이	외화벌이	NNG	O
_	_	_	O
할당	할당	NNG	O
을	을	JKO	O
_	_	_	O
채우	채우	VV	O
라고	라고	EC	O
_	_	_	O
압박하	압박하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
대사관	대사관	NNG	O
_	_	_	O
운영비	운영비	NNG	O
도	도	JX	O
_	_	_	O
자체	자체	NNG	O
적	적	XSN	O
으로	으로	JKB	O
_	_	_	O
조달하	조달하	VV	O
라고	라고	EC	O
_	_	_	O
지시	지시하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
외교관	외교관	NNG	O
들	들	XSN	O
도	도	JX	O
_	_	_	O
자구책	자구책	NNG	O
_	_	_	O
차원	차원	NNG	O
에서	에서	JKB	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
변칙	변칙	NNG	O
_	_	_	O
행위	행위	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 그러나 현지인들에 따르면 최근 3, 4년 사이 새로 생겨난(한식재단 정보에 없는) 한식당이 10여 곳이나 된다.
## 그러나 현지인들에 따르면 최근 <3:NOH>, <4년:NOH> 사이 새로 생겨난(<한식재단:ORG> 정보에 없는) 한식당이 <10여 곳:NOH>이나 된다.
그러나	그러나	MAJ	O
_	_	_	O
현지인	현지인	NNG	O
들	들	XSN	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
3	3	SN	B-NOH
,	,	SP	O
_	_	_	O
4	4	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
사이	사이	NNG	O
_	_	_	O
새로	새로	MAG	O
_	_	_	O
생겨난	생겨나+ㄴ	VV+ETM	O
(	(	SS	O
한식	한식	NNG	B-ORG
재단	재단	NNG	I-ORG
_	_	_	O
정보	정보	NNG	O
에	에	JKB	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
)	)	SS	O
_	_	_	O
한	한	NNP	O
식당	식당	NNG	O
이	이	JKS	O
_	_	_	O
10	10	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
곳	곳	NNG	I-NOH
이나	이나	JX	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 쿤밍은 탈북자들이 동남아 국가로 가는 핵심 길목이자 북한이 탈북자를 북송하는 거점이기도 하다.
## <쿤밍:LOC>은 탈북자들이 <동남아:LOC> 국가로 가는 핵심 길목이자 <북한:ORG>이 탈북자를 북송하는 거점이기도 하다.
쿤밍	쿤밍	NNP	B-LOC
은	은	JX	O
_	_	_	O
탈북자	탈북자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
동남아	동남아	NNP	B-LOC
_	_	_	O
국가	국가	NNG	O
로	로	JKB	O
_	_	_	O
가	가	VV	O
는	는	ETM	O
_	_	_	O
핵심	핵심	NNG	O
_	_	_	O
길목	길목	NNG	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
북한	북한	NNP	B-ORG
이	이	JKS	O
_	_	_	O
탈북자	탈북자	NNG	O
를	를	JKO	O
_	_	_	O
북송하	북송하	VV	O
는	는	ETM	O
_	_	_	O
거점	거점	NNG	O
이	이	VCP	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
하	하	VX	O
다	다	EF	O
.	.	SF	O

## 12
## A 씨는 장례비가 없어 가족들에게 영아의 장례를 부탁한 것으로 추정하고 있다.
## <A:PER> 씨는 장례비가 없어 가족들에게 <영아:PER>의 장례를 부탁한 것으로 추정하고 있다.
A	A	SL	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
장례비	장례비	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
어	어	EC	O
_	_	_	O
가족	가족	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
영아	영아	NNG	B-PER
의	의	JKG	O
_	_	_	O
장례	장례	NNG	O
를	를	JKO	O
_	_	_	O
부탁한	부탁하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
추정하	추정하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 연골은 혈액이 닿지 않아 한 번 손상되면 재생되지 않고 쓰면 쓸수록 닳는 성질이 있다.
## 연골은 혈액이 닿지 않아 <한 번:NOH> 손상되면 재생되지 않고 쓰면 쓸수록 닳는 성질이 있다.
연골	연골	NNG	O
은	은	JX	O
_	_	_	O
혈액	혈액	NNG	O
이	이	JKS	O
_	_	_	O
닿	닿	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아	아	EC	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
번	번	NNB	I-NOH
_	_	_	O
손상되	손상되	VV	O
면	면	EC	O
_	_	_	O
재생되	재생되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
쓰	쓰	VV	O
면	면	EC	O
_	_	_	O
쓸수록	쓰+ㄹ수록	VV+EC	O
_	_	_	O
닳	닳	VV	O
는	는	ETM	O
_	_	_	O
성질	성질	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 14
## 저희도 촬영 때문에 방문을 했던 건데, 어떤 칼럼에 등장하는지 눈여겨봐주세요.비 · 김태희 결혼 현장에 함께하다비와 김태희 커플이 전격 결혼을 발표하고 1월 19일 부부의 인연을 맺었습니다.
## 저희도 촬영 때문에 방문을 했던 건데, 어떤 칼럼에 등장하는지 눈여겨봐주세요.<비:PER> · <김태희:PER> 결혼 현장에 함께하다<비:PER>와 <김태희:PER> 커플이 전격 결혼을 발표하고 <1월 19일:DAT> 부부의 인연을 맺었습니다.
저희	저희	NP	O
도	도	JX	O
_	_	_	O
촬영	촬영	NNG	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
방문	방문	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
던	던	ETM	O
_	_	_	O
건데	것+이+ㄴ데	NNB+VCP+EC	O
,	,	SP	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
칼럼	칼럼	NNG	O
에	에	JKB	O
_	_	_	O
등장하	등장하	VV	O
는지	는지	EC	O
_	_	_	O
눈여겨봐	눈여겨보+아	VV+EC	O
주	주	VX	O
세요	세요	EF	O
.	.	SF	O
비	비	XPN	B-PER
_	_	_	O
·	·	SP	O
_	_	_	O
김태희	김태희	NNP	B-PER
_	_	_	O
결혼	결혼	NNG	O
_	_	_	O
현장	현장	NNG	O
에	에	JKB	O
_	_	_	O
함께하	함께하	VV	O
다	다	EC	O
비	비	NNG	B-PER
와	와	JC	O
_	_	_	O
김태희	김태희	NNP	B-PER
_	_	_	O
커플	커플	NNG	O
이	이	JKS	O
_	_	_	O
전격	전격	NNG	O
_	_	_	O
결혼	결혼	NNG	O
을	을	JKO	O
_	_	_	O
발표하	발표하	VV	O
고	고	EC	O
_	_	_	O
1	1	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
19	19	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
부부	부부	NNG	O
의	의	JKG	O
_	_	_	O
인연	인연	NNG	O
을	을	JKO	O
_	_	_	O
맺	맺	VV	O
었	었	EP	O
습니다	습니다	EF	O
.	.	SF	O

## 15
## '슈퍼스타K7' 심사위원 백지영, 성시경 독설가로 변신 언급 화제
## '<슈퍼스타K7:POH>' 심사위원 <백지영:PER>, <성시경:PER> 독설가로 변신 언급 화제
'	'	SS	O
슈퍼스타	슈퍼스타	NNG	B-POH
K	K	SL	I-POH
7	7	SN	I-POH
'	'	SS	O
_	_	_	O
심사	심사	NNG	O
위원	위원	NNG	O
_	_	_	O
백지영	백지영	NNP	B-PER
,	,	SP	O
_	_	_	O
성시경	성시경	NNP	B-PER
_	_	_	O
독설가	독설가	NNG	O
로	로	JKB	O
_	_	_	O
변신	변신	NNG	O
_	_	_	O
언급	언급	NNG	O
_	_	_	O
화제	화제	NNG	O

