## 1
## 올 시즌 마무리로 낙점된 안지만에 대해서는 “세이브 상황에서 무조건 나간다.
## 올 시즌 마무리로 낙점된 <안지만:PER>에 대해서는 “세이브 상황에서 무조건 나간다.
올	올	NNG	O
1	1	SN	B-DUR
시간	시간	NNB	I-DUR
_	_	_	I-DUR
41	41	SN	I-DUR
분	분	NNB	I-DUR
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 기존에는 물류 배송이 7일 이상 소요됐으나, 현 물류센터는 선양과 청두에 있는 지역 물류 센터와 연계해 평균 3~4일이면 중국 전 지역 내 배송이 가능할 것으로 예상된다.
## 기존에는 물류 배송이 <7일:NOH> 이상 소요됐으나, 현 물류센터는 <선양:LOC>과 <청두:LOC>에 있는 지역 물류 센터와 연계해 평균 <3:NOH>~<4일:NOH>이면 <중국:LOC> 전 지역 내 배송이 가능할 것으로 예상된다.
기존	기존	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
물류	물류	NNG	O
_	_	_	O
배송	배송	NNG	O
이	이	JKC	O
_	_	_	O
7	7	SN	B-NOH
일	일	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
_	_	_	O
소요	소요되	VV	O
됐	었	EP	O
으나	으나	EC	O
,	,	SP	O
_	_	_	O
현	현	MM	O
_	_	_	O
물류	물류	NNG	O
센터	센터	NNG	O
는	는	JX	O
_	_	_	O
선양	선양	NNG	B-LOC
과	과	JC	O
_	_	_	O
청두	청두	NNP	B-LOC
에	에	JKB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
지역	지역	NNG	O
_	_	_	O
물류	물류	NNG	O
_	_	_	O
센터	센터	NNG	O
와	와	JC	O
_	_	_	O
연계해	연계하+여	VV+EC	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
3	3	SN	B-NOH
~	~	SO	O
4	4	SN	B-NOH
일	일	NNB	I-NOH
이	이	VCP	O
면	면	EC	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	O
전	전	MM	O
_	_	_	O
지역	지역	NNG	O
_	_	_	O
내	내	NNB	O
_	_	_	O
배송	배송	NNG	O
이	이	JKC	O
_	_	_	O
가능할	가능하+ㄹ	VA+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
예상된다	예상되+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 한 예로 “국민을 위한, 국민에 의한, 국민의 대통령, 그 적임자, 누구입니까”라고 말할 때도 5번에 나눠서 읽었다.
## <한 예:NOH>로 “국민을 위한, 국민에 의한, 국민의 대통령, 그 적임자, 누구입니까”라고 말할 때도 <5번:NOH>에 나눠서 읽었다.
한	한	MM	B-NOH
_	_	_	I-NOH
예	예	NNG	I-NOH
로	로	JKB	O
_	_	_	O
“	“	SS	O
국민	국민	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
,	,	SP	O
_	_	_	O
국민	국민	NNG	O
에	에	JKB	O
_	_	_	O
의한	의하+ㄴ	VV+ETM	O
,	,	SP	O
_	_	_	O
국민	국민	NNG	O
의	의	JKG	O
_	_	_	O
대통령	대통령	NNG	O
,	,	SP	O
_	_	_	O
그	그	MM	O
_	_	_	O
적임자	적임자	NNG	O
,	,	SP	O
_	_	_	O
누구	누구	NP	O
입니까	이+ㅂ니까	VCP+EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말할	말하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
도	도	JX	O
_	_	_	O
5	5	SN	B-NOH
번	번	NNB	I-NOH
에	에	JKB	O
_	_	_	O
나눠서	나누+어서	VV+EC	O
_	_	_	O
읽	읽	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 그는 지난해 안 시인으로부터 작가들의 창작공간이 부족하다는 이야기를 듣고 공간 기증을 결심했다.
## 그는 지난해 <안:PER> 시인으로부터 작가들의 창작공간이 부족하다는 이야기를 듣고 공간 기증을 결심했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
안	안	NNP	B-PER
_	_	_	O
시인	시인	NNG	O
으로부터	으로부터	JKB	O
_	_	_	O
작가	작가	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
창작	창작	NNG	O
공간	공간	NNG	O
이	이	JKS	O
_	_	_	O
부족하	부족하	VA	O
다는	다는	ETM	O
_	_	_	O
이야기	이야기	NNG	O
를	를	JKO	O
_	_	_	O
듣	듣	VV	O
고	고	EC	O
_	_	_	O
공간	공간	NNG	O
_	_	_	O
기증	기증	NNG	O
을	을	JKO	O
_	_	_	O
결심	결심하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 한 기업의 주력 제품이 리콜 조치를 당하면 경쟁업체에는 시장점유율을 높일 호재가 될 것이다.
## <한 기업:NOH>의 주력 제품이 리콜 조치를 당하면 경쟁업체에는 시장점유율을 높일 호재가 될 것이다.
한	한	MM	B-NOH
_	_	_	I-NOH
기업	기업	NNG	I-NOH
의	의	JKG	O
_	_	_	O
주력	주력	NNG	O
_	_	_	O
제품	제품	NNG	O
이	이	JKS	O
_	_	_	O
리콜	리콜	NNG	O
_	_	_	O
조치	조치	NNG	O
를	를	JKO	O
_	_	_	O
당하	당하	VV	O
면	면	EC	O
_	_	_	O
경쟁	경쟁	NNG	O
업체	업체	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
시장	시장	NNG	O
점유율	점유율	NNG	O
을	을	JKO	O
_	_	_	O
높일	높이+ㄹ	VV+ETM	O
_	_	_	O
호재	호재	NNG	O
가	가	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

