## 1
## 이러한 저해요소를 해결하기 위한 방법 중 하나가 학업이라고 생각한다.
## 이러한 저해요소를 해결하기 위한 방법 중 <하나:NOH>가 학업이라고 생각한다.
이러한	이러하+ㄴ	VA+ETM	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
기아자동차	기아자동차	NNP	B-ORG
의	의	JKG	O
_	_	_	O
모델	모델	NNG	O
은	은	JX	O
_	_	_	O
쏘울	쏘+ㄹ	VV+ETM	B-POH
,	,	SP	O
_	_	_	O
세도	세도	NNG	B-POH
나	나	JC	I-POH
(	(	SS	O
카니발	카니발	NNG	B-POH
)	)	SS	O
,	,	SP	O
_	_	_	O
옵티마	옵티마	NNG	B-POH
(	(	SS	O
K	K	SL	B-POH
5	5	SN	I-POH
)	)	SS	O
,	,	SP	O
_	_	_	O
스포티지	스포티지	NNG	B-POH
,	,	SP	O
_	_	_	O
쏘렌토	쏘렌토	NNG	B-POH
_	_	_	O
등	등	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 박 대통령이 전 세계가 주목하는 행사에서 황금빛 재킷을 선택한 것에 대해 전승절이라는 행사의 성격과 중국 인민들의 정서를 두루 고려한 것이라는 분석이 나온다.
## <박:PER> 대통령이 전 세계가 주목하는 행사에서 황금빛 재킷을 선택한 것에 대해 <전승절:DAT>이라는 행사의 성격과 <중국:ORG> 인민들의 정서를 두루 고려한 것이라는 분석이 나온다.
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
전	전	MM	O
_	_	_	O
세계	세계	NNG	O
가	가	JKS	O
_	_	_	O
주목하	주목하	VV	O
는	는	ETM	O
_	_	_	O
행사	행사	NNG	O
에서	에서	JKB	O
_	_	_	O
황금빛	황금빛	NNG	O
_	_	_	O
재킷	재킷	NNG	O
을	을	JKO	O
_	_	_	O
선택한	선택하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
전승	전승	NNG	B-DAT
절	절	NNG	I-DAT
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
행사	행사	NNG	O
의	의	JKG	O
_	_	_	O
성격	성격	NNG	O
과	과	JC	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
인민	인민	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
정서	정서	NNG	O
를	를	JKO	O
_	_	_	O
두루	두루	MAG	O
_	_	_	O
고려한	고려하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
분석	분석	NNG	O
이	이	JKS	O
_	_	_	O
나온다	나오+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 민심의 심판을 앞두면 박 대통령을 찾았다.
## 민심의 심판을 앞두면 <박:PER> 대통령을 찾았다.
민심	민심	NNG	O
의	의	JKG	O
_	_	_	O
심판	심판	NNG	O
을	을	JKO	O
_	_	_	O
앞두	앞두	VV	O
면	면	EC	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 대학 가려는 학생들은 100% 사교육 받아고교생 10~20%만 진학 위해 공부 매달려왕따 없는 교실, 학력 떨어져도 존중받아1995년부터 그리스에 살고 있다.
## 대학 가려는 학생들은 <100%:PNT> 사교육 받아고교생 <10:PNT>~<20%:PNT>만 진학 위해 공부 매달려왕따 없는 교실, 학력 떨어져도 존중받아<1995년:DAT>부터 <그리스:LOC>에 살고 있다.
대학	대학	NNG	O
_	_	_	O
가	가	VV	O
려는	려는	ETM	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
100	100	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
사	사	NNG	O
교육	교육	NNG	O
_	_	_	O
받	받	VV	O
아	아	EC	O
고교생	고교생	NNG	O
_	_	_	O
10	10	SN	B-PNT
~	~	SO	O
20	20	SN	B-PNT
%	%	SW	I-PNT
만	만	JX	O
_	_	_	O
진학	진학	NNG	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
공부	공부	NNG	O
_	_	_	O
매달려	매달리+어	VV+EC	O
왕따	왕따	NNG	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
교실	교실	NNG	O
,	,	SP	O
_	_	_	O
학력	학력	NNG	O
_	_	_	O
떨어져도	떨어지+어도	VV+EC	O
_	_	_	O
존중	존중	NNG	O
받	받	VV	O
아	아	EC	O
1995	1995	SN	B-DAT
년	년	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
그리스	그리스	NNP	B-LOC
에	에	JKB	O
_	_	_	O
살	살	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 매년 기상천외한 방법으로 졸업앨범을 장식하는 의정부고 학생들이 또다시 네티즌들의 주목을 끌고 있다.
## 매년 기상천외한 방법으로 졸업앨범을 장식하는 <의정부고:ORG> 학생들이 또다시 네티즌들의 주목을 끌고 있다.
매년	매년	MAG	O
_	_	_	O
기상천외한	기상천외하+ㄴ	VA+ETM	O
_	_	_	O
방법	방법	NNG	O
으로	으로	JKB	O
_	_	_	O
졸업	졸업	NNG	O
앨범	앨범	NNG	O
을	을	JKO	O
_	_	_	O
장식하	장식하	VV	O
는	는	ETM	O
_	_	_	O
의정부고	의정부고	NNP	B-ORG
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
또다시	또다시	MAG	O
_	_	_	O
네티즌	네티즌	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
주목	주목	NNG	O
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 특히 지난 5월에는 스웨덴의 한 고등학교 졸업앨범에 여고생이 가슴을 훤히 드러낸 채 찍은 사진이 실렸다는 소식이 알려지며 화제된 바 있다.
## 특히 지난 <5월:DAT>에는 <스웨덴:LOC>의 <한 고등학교:NOH> 졸업앨범에 여고생이 가슴을 훤히 드러낸 채 찍은 사진이 실렸다는 소식이 알려지며 화제된 바 있다.
특히	특히	MAG	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
스웨덴	스웨덴	NNP	B-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
고등학교	고등학교	NNG	I-NOH
_	_	_	O
졸업	졸업	NNG	O
앨범	앨범	NNG	O
에	에	JKB	O
_	_	_	O
여고생	여고생	NNG	O
이	이	JKS	O
_	_	_	O
가슴	가슴	NNG	O
을	을	JKO	O
_	_	_	O
훤히	훤히	MAG	O
_	_	_	O
드러낸	드러내+ㄴ	VV+ETM	O
_	_	_	O
채	채	NNB	O
_	_	_	O
찍	찍	VV	O
은	은	ETM	O
_	_	_	O
사진	사진	NNG	O
이	이	JKS	O
_	_	_	O
실	실리	VV	O
렸	었	EP	O
다는	다는	ETM	O
_	_	_	O
소식	소식	NNG	O
이	이	JKS	O
_	_	_	O
알려지	알려지	VV	O
며	며	EC	O
_	_	_	O
화제	화제	NNG	O
된	되+ㄴ	XSV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 12
## 스웨덴 벡셰(Vaxjo)에 사는 한나 볼랜더(19)는 지난해 가을 진행된 졸업사진 촬영에서 윗옷을 전혀 입지 않은 채 촬영에 입했다.
## <스웨덴:LOC> <벡셰:LOC>(<Vaxjo:LOC>)에 사는 <한나 볼랜더:PER>(<19:NOH>)는 지난해 가을 진행된 졸업사진 촬영에서 윗옷을 전혀 입지 않은 채 촬영에 입했다.
스웨덴	스웨덴	NNP	B-LOC
_	_	_	O
벡	벡	NNP	B-LOC
셰	셰	NNG	I-LOC
(	(	SS	O
Vaxjo	Vaxjo	SL	B-LOC
)	)	SS	O
에	에	JKB	O
_	_	_	O
사	살	VV	O
는	는	ETM	O
_	_	_	O
한나	하나	NR	B-PER
_	_	_	I-PER
볼	볼	NNG	I-PER
랜더	랜더	NNP	I-PER
(	(	SS	O
19	19	SN	B-NOH
)	)	SS	O
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
가을	가을	NNG	O
_	_	_	O
진행된	진행되+ㄴ	VV+ETM	O
_	_	_	O
졸업	졸업	NNG	O
사진	사진	NNG	O
_	_	_	O
촬영	촬영	NNG	O
에서	에서	JKB	O
_	_	_	O
윗옷	윗옷	NNG	O
을	을	JKO	O
_	_	_	O
전혀	전혀	MAG	O
_	_	_	O
입	입	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
채	채	NNB	O
_	_	_	O
촬영	촬영	NNG	O
에	에	JKB	O
_	_	_	O
입	입하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 당시 볼랜더의 칙구들 역시 소품을 이용해 저마다 독특한 방법으로 촬영에 임했는데, 볼랜더는 한 남학생과 함께 윗옷을 모두 벗는 콘셉트를 택했다.
## 당시 <볼랜더:PER>의 칙구들 역시 소품을 이용해 저마다 독특한 방법으로 촬영에 임했는데, <볼랜더:PER>는 <한 남학생:NOH>과 함께 윗옷을 모두 벗는 콘셉트를 택했다.
당시	당시	NNG	O
_	_	_	O
볼	볼	NNG	B-PER
랜더	랜더	NNP	I-PER
의	의	JKG	O
_	_	_	O
칙	칙	NNG	O
구들	구들	NNG	O
_	_	_	O
역시	역시	MAG	O
_	_	_	O
소품	소품	NNG	O
을	을	JKO	O
_	_	_	O
이용해	이용하+여	VV+EC	O
_	_	_	O
저마다	저마다	MAG	O
_	_	_	O
독특한	독특하+ㄴ	VA+ETM	O
_	_	_	O
방법	방법	NNG	O
으로	으로	JKB	O
_	_	_	O
촬영	촬영	NNG	O
에	에	JKB	O
_	_	_	O
임	임하	VV	O
했	였	EP	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
볼	볼	NNG	B-PER
랜더	랜더	NNP	I-PER
는	는	JX	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
남학생	남학생	NNG	I-NOH
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
윗옷	윗옷	NNG	O
을	을	JKO	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
벗	벗	VV	O
는	는	ETM	O
_	_	_	O
콘셉트	콘셉트	NNG	O
를	를	JKO	O
_	_	_	O
택	택하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## ‘택시’ 윤혜진이 배우 엄태웅과의 소개팅에 얽힌 비화를 밝혔다.
## ‘<택시:POH>’ <윤혜진:PER>이 배우 <엄태웅:PER>과의 소개팅에 얽힌 비화를 밝혔다.
‘	‘	SS	O
택시	택시	NNG	B-POH
’	’	SS	O
_	_	_	O
윤혜진	윤혜진	NNP	B-PER
이	이	JKS	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
엄태웅	엄태웅	NNP	B-PER
과	과	JKB	O
의	의	JKG	O
_	_	_	O
소개팅	소개팅	NNG	O
에	에	JKB	O
_	_	_	O
얽힌	얽히+ㄴ	VV+ETM	O
_	_	_	O
비화	비화	NNG	O
를	를	JKO	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 17일 방송된 tvN ‘현장토크쇼-택시’에는 엄태웅의 아내인 발레리나 윤혜진과 현대무용가 김설진이 출연해 ‘진정한 춤꾼’ 특집편을 꾸몄다.
## <17일:DAT> 방송된 <tvN:ORG> ‘<현장토크쇼-택시:POH>’에는 <엄태웅:PER>의 아내인 발레리나 <윤혜진:PER>과 현대무용가 <김설진:PER>이 출연해 ‘진정한 춤꾼’ 특집편을 꾸몄다.
17	17	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
tvN	tvN	SL	B-ORG
_	_	_	O
‘	‘	SS	O
현장	현장	NNG	B-POH
토크쇼	토크쇼	NNG	I-POH
-	-	SO	I-POH
택시	택시	NNG	I-POH
’	’	SS	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
엄태웅	엄태웅	NNP	B-PER
의	의	JKG	O
_	_	_	O
아내	아내	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
발레리나	발레리나	NNG	O
_	_	_	O
윤혜진	윤혜진	NNP	B-PER
과	과	JC	O
_	_	_	O
현대	현대	NNG	O
무용가	무용가	NNG	O
_	_	_	O
김설진	김설진	NNP	B-PER
이	이	JKS	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
‘	‘	SS	O
진정한	진정하+ㄴ	VA+ETM	O
_	_	_	O
춤꾼	춤꾼	NNG	O
’	’	SS	O
_	_	_	O
특집	특집	NNG	O
편	편	NNG	O
을	을	JKO	O
_	_	_	O
꾸	꾸미	VV	O
몄	었	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 이날 방송에서 윤혜진은 “엄정화 덕에 엄태웅과 소개팅하게 됐다”고 말하며 “사실 이상형은 아니었다.
## 이날 방송에서 <윤혜진:PER>은 “<엄정화:PER> 덕에 <엄태웅:PER>과 소개팅하게 됐다”고 말하며 “사실 이상형은 아니었다.
이날	이날	NNG	O
_	_	_	O
방송	방송	NNG	O
에서	에서	JKB	O
_	_	_	O
윤혜진	윤혜진	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
엄정화	엄정화	NNP	B-PER
_	_	_	O
덕	덕	NNG	O
에	에	JKB	O
_	_	_	O
엄태웅	엄태웅	NNP	B-PER
과	과	JKB	O
_	_	_	O
소개팅	소개팅	NNG	O
하	하	XSV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말하	말하	VV	O
며	며	EC	O
_	_	_	O
“	“	SS	O
사실	사실	NNG	O
_	_	_	O
이상형	이상형	NNG	O
은	은	JX	O
_	_	_	O
아니	아니	VCN	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

