## 1
## 줄리엔강, 3살 연하 모델 장성희와 열애설 소속사 "조모상 당해 부산에 있다"
## <줄리엔강:PER>, <3살:NOH> 연하 모델 <장성희:PER>와 열애설 소속사 "조모상 당해 <부산:LOC>에 있다"
줄리	줄리	NNP	B-PER
## 2000년대 들어 SM, YG, JYP 등 아이돌 가수를 양성하는 대형 기획사가 시장을 틀어쥐면서 재야에 묻힌 싱어송라이터나 밴드가 주목을 받을 기회가 준 가운데 ‘큐레이션의 대물림’이 이어지는 셈이다.
## <2000년대:DUR> 들어 <SM:ORG>, <YG:ORG>, <JYP:ORG> 등 아이돌 가수를 양성하는 대형 기획사가 시장을 틀어쥐면서 재야에 묻힌 싱어송라이터나 밴드가 주목을 받을 기회가 준 가운데 ‘큐레이션의 대물림’이 이어지는 셈이다.
2000	2000	SN	B-DUR
년대	년대	NNB	I-DUR
_	_	_	O
들	들	VV	O
어	어	EC	O
_	_	_	O
SM	SM	SL	B-ORG
,	,	SP	O
_	_	_	O
YG	YG	SL	B-ORG
,	,	SP	O
_	_	_	O
JYP	JYP	SL	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
아이	아이	NNG	O
돌	돌	NNG	O
_	_	_	O
가수	가수	NNG	O
를	를	JKO	O
_	_	_	O
양성하	양성하	VV	O
는	는	ETM	O
_	_	_	O
대형	대형	NNG	O
_	_	_	O
기획	기획	NNG	O
사	사	XSN	O
가	가	JKS	O
_	_	_	O
시장	시장	NNG	O
을	을	JKO	O
_	_	_	O
틀어쥐	틀어쥐	VV	O
면서	면서	EC	O
_	_	_	O
재야	재야	NNG	O
에	에	JKB	O
_	_	_	O
묻힌	묻히+ㄴ	VV+ETM	O
_	_	_	O
싱어송라이터	싱어송라이터	NNG	O
나	나	JC	O
_	_	_	O
밴드	밴드	NNG	O
가	가	JKS	O
_	_	_	O
주목	주목	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
을	을	ETM	O
_	_	_	O
기회	기회	NNG	O
가	가	JKS	O
_	_	_	O
준	준	XPN	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
‘	‘	SS	O
큐	큐	NNG	O
레이션	레이션	NNG	O
의	의	JKG	O
_	_	_	O
대물림	대물림	NNG	O
’	’	SS	O
이	이	JKS	O
_	_	_	O
이어지	이어지	VV	O
는	는	ETM	O
_	_	_	O
셈	셈	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 그러곤 유스호스텔에 묵고 있는 전남 무안군 해제중학교 학생과 교사들을 찾아 "멀리 전라도서 여게까지 수학여행을 와줘 참 반갑고 고맙심더"라며 황남빵 등을 전달했다.
## 그러곤 유스호스텔에 묵고 있는 <전남:LOC> <무안군:LOC> <해제중학교:ORG> 학생과 교사들을 찾아 "멀리 <전라도:LOC>서 여게까지 수학여행을 와줘 참 반갑고 고맙심더"라며 <황남빵:POH> 등을 전달했다.
그러	그러	VV	O
곤	곤	EC	O
_	_	_	O
유스호스텔	유스호스텔	NNG	O
에	에	JKB	O
_	_	_	O
묵	묵	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
전남	전남	NNP	B-LOC
_	_	_	O
무안군	무안군	NNP	B-LOC
_	_	_	O
해제	해제	NNG	B-ORG
중학교	중학교	NNG	I-ORG
_	_	_	O
학생	학생	NNG	O
과	과	JC	O
_	_	_	O
교사	교사	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
아	아	EC	O
_	_	_	O
"	"	SS	O
멀리	멀리	MAG	O
_	_	_	O
전라도	전라도	NNP	B-LOC
서	서	JKB	O
_	_	_	O
여게	여기	NP	O
까지	까지	JX	O
_	_	_	O
수학여행	수학여행	NNG	O
을	을	JKO	O
_	_	_	O
와	+아	+EC	O
줘	주+어	VX+EC	O
_	_	_	O
참	참	MAG	O
_	_	_	O
반갑	반갑	VA	O
고	고	EC	O
_	_	_	O
고맙	고맙	VA	O
심더	심더	EF	O
"	"+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
황남	황남	NNG	B-POH
빵	빵	NNG	I-POH
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
전달	전달하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 9월 12일 규모 5.8의 경주 지진 발생 후 처음으로 경주에 전라도 수학여행단이 나타났다.
## <9월 12일:DAT> 규모 <5.8:NOH>의 <경주:LOC> 지진 발생 후 처음으로 <경주:LOC>에 <전라도:LOC> 수학여행단이 나타났다.
9	9	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
12	12	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
규모	규모	NNG	O
_	_	_	O
5.8	5.8	SN	B-NOH
의	의	JKG	O
_	_	_	O
경주	경주	NNP	B-LOC
_	_	_	O
지진	지진	NNG	O
_	_	_	O
발생	발생	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
처음	처음	NNG	O
으로	으로	JKB	O
_	_	_	O
경주	경주	NNP	B-LOC
에	에	JKB	O
_	_	_	O
전라도	전라도	NNP	B-LOC
_	_	_	O
수학여행	수학여행	NNG	O
단	단	XSN	O
이	이	JKS	O
_	_	_	O
나타났	나타나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 다음 타자 트래비스 다노는 우월 솔로포를 터뜨려 1회에만 4점을 만들었다.
## 다음 타자 <트래비스 다노:PER>는 우월 솔로포를 터뜨려 <1회:NOH>에만 <4점:NOH>을 만들었다.
다음	다음	NNG	O
_	_	_	O
타자	타자	NNG	O
_	_	_	O
트래비스	트래비스	NNP	B-PER
_	_	_	I-PER
다노	다노	NNP	I-PER
는	는	JX	O
_	_	_	O
우월	우월	NNG	O
_	_	_	O
솔로	솔로	NNG	O
포	포	NNG	O
를	를	JKO	O
_	_	_	O
터뜨려	터뜨리+어	VV+EC	O
_	_	_	O
1	1	SN	B-NOH
회	회	NNB	I-NOH
에	에	JKB	O
만	만	JX	O
_	_	_	O
4	4	SN	B-NOH
점	점	NNB	I-NOH
을	을	JKO	O
_	_	_	O
만들	만들	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 두다는 2회에도 바뀐 2사 1, 2루에서 우중간을 가르는 2타점 2루타를 날려 점수를 6점 차로 벌렸다.
## <두다:PER>는 <2회:NOH>에도 바뀐 <2사:NOH> <1:NOH>, <2루:NOH>에서 우중간을 가르는 <2타점:NOH> <2루타:NOH>를 날려 점수를 <6점:NOH> 차로 벌렸다.
두	두	VV	B-PER
다는	다는	ETM	O
_	_	_	O
2	2	SN	B-NOH
회	회	NNB	I-NOH
에	에	JKB	O
도	도	JX	O
_	_	_	O
바뀐	바뀌+ㄴ	VV+ETM	O
_	_	_	O
2	2	SN	B-NOH
사	사	NNG	I-NOH
_	_	_	O
1	1	SN	B-NOH
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
루	루	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
우중간	우중간	NNG	O
을	을	JKO	O
_	_	_	O
가르	가르	VV	O
는	는	ETM	O
_	_	_	O
2	2	SN	B-NOH
타점	타점	NNG	I-NOH
_	_	_	O
2	2	SN	B-NOH
루	루	NNG	I-NOH
타	타	NNG	I-NOH
를	를	JKO	O
_	_	_	O
날려	날리+어	VV+EC	O
_	_	_	O
점수	점수	NNG	O
를	를	JKO	O
_	_	_	O
6	6	SN	B-NOH
점	점	NNB	I-NOH
_	_	_	O
차	차	NNG	O
로	로	JKB	O
_	_	_	O
벌	벌리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 반면 컵스는 4회말 무사 만루 찬스를 만들었지만 카스트로가 라인드라이브 아웃으로 물러난 후 카일 슈와버가 1루수 땅볼 때 3루 주자 호르헤 솔레르가 홈으로 들어오며 1점을 올리는데 그쳤다.
## 반면 <컵스:ORG>는 <4회:NOH>말 무사 만루 찬스를 만들었지만 <카스트로:PER>가 라인드라이브 아웃으로 물러난 후 <카일 슈와버:PER>가 <1루수:NOH> 땅볼 때 <3루:NOH> 주자 <호르헤 솔레르:PER>가 홈으로 들어오며 <1점:NOH>을 올리는데 그쳤다.
반면	반면	NNG	O
_	_	_	O
컵스	컵스	NNP	B-ORG
는	는	JX	O
_	_	_	O
4	4	SN	B-NOH
회	회	NNB	I-NOH
말	말	NNB	O
_	_	_	O
무사	무사	NNG	O
_	_	_	O
만루	만루	NNG	O
_	_	_	O
찬스	찬스	NNG	O
를	를	JKO	O
_	_	_	O
만들	만들	VV	O
었	었	EP	O
지만	지만	EC	O
_	_	_	O
카스트로	카스트로	NNP	B-PER
가	가	JKS	O
_	_	_	O
라인	라인	NNG	O
드라이브	드라이브	NNG	O
_	_	_	O
아웃	아웃	NNG	O
으로	으로	JKB	O
_	_	_	O
물러난	물러나+ㄴ	VV+ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
카일	카일	NNP	B-PER
_	_	_	I-PER
슈와버	슈와버	NNG	I-PER
가	가	JKS	O
_	_	_	O
1	1	SN	B-NOH
루	루	NNG	I-NOH
수	수	XSN	I-NOH
_	_	_	O
땅볼	땅볼	NNG	O
_	_	_	O
때	때	NNG	O
_	_	_	O
3	3	SN	B-NOH
루	루	NNG	I-NOH
_	_	_	O
주자	주자	NNG	O
_	_	_	O
호르헤	호르헤	NNP	B-PER
_	_	_	I-PER
솔레르	솔레르	NNP	I-PER
가	가	JKS	O
_	_	_	O
홈	홈	NNG	O
으로	으로	JKB	O
_	_	_	O
들어오	들어오	VV	O
며	며	EC	O
_	_	_	O
1	1	SN	B-NOH
점	점	NNB	I-NOH
을	을	JKO	O
_	_	_	O
올리	올리	VV	O
는데	는데	EC	O
_	_	_	O
그	그치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 이후 8회초 2사 1루 상황에 타석에 들어선 대니얼 머피가 상대 투수 페르난도 로드니를 상대로 비거리 128m의 중월홈런을 쏘아 올리며 쐐기점을 올렸다.
## 이후 <8회:NOH>초 <2사:NOH> <1루:NOH> 상황에 타석에 들어선 <대니얼 머피:PER>가 상대 투수 <페르난도 로드니:PER>를 상대로 비거리 <128m:NOH>의 중월홈런을 쏘아 올리며 쐐기점을 올렸다.
이후	이후	NNG	O
_	_	_	O
8	8	SN	B-NOH
회	회	NNB	I-NOH
초	초	NNB	O
_	_	_	O
2	2	SN	B-NOH
사	사	NNG	I-NOH
_	_	_	O
1	1	SN	B-NOH
루	루	NNG	I-NOH
_	_	_	O
상황	상황	NNG	O
에	에	JKB	O
_	_	_	O
타석	타석	NNG	O
에	에	JKB	O
_	_	_	O
들어선	들어서+ㄴ	VV+ETM	O
_	_	_	O
대니얼	대니얼	NNP	B-PER
_	_	_	I-PER
머피	머피	NNP	I-PER
가	가	JKS	O
_	_	_	O
상대	상대	NNG	O
_	_	_	O
투수	투수	NNG	O
_	_	_	O
페르난도	페르난도	NNP	B-PER
_	_	_	I-PER
로드니	로드니	NNP	I-PER
를	를	JKO	O
_	_	_	O
상대	상대	NNG	O
로	로	JKB	O
_	_	_	O
비거리	비거리	NNG	O
_	_	_	O
128	128	SN	B-NOH
m	m	SL	I-NOH
의	의	JKG	O
_	_	_	O
중월	중월	NNG	O
홈런	홈런	NNG	O
을	을	JKO	O
_	_	_	O
쏘	쏘	VV	O
아	아	EC	O
_	_	_	O
올리	올리	VV	O
며	며	EC	O
_	_	_	O
쐐기	쐐기	NNG	O
점	점	NNG	O
을	을	JKO	O
_	_	_	O
올	올리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 정치적 불확실성, 늘어나는 가계부채, 수출여건 악화, 북한 위험 등 첩첩산중 난제들에 대한 질문이 쏟아졌다.
## 정치적 불확실성, 늘어나는 가계부채, 수출여건 악화, <북한:ORG> 위험 등 첩첩산중 난제들에 대한 질문이 쏟아졌다.
정치적	정치적	NNG	O
_	_	_	O
불확실성	불확실성	NNG	O
,	,	SP	O
_	_	_	O
늘어나	늘어나	VV	O
는	는	ETM	O
_	_	_	O
가계	가계	NNG	O
부채	부채	NNG	O
,	,	SP	O
_	_	_	O
수출	수출	NNG	O
여건	여건	NNG	O
_	_	_	O
악화	악화	NNG	O
,	,	SP	O
_	_	_	O
북한	북한	NNP	B-ORG
_	_	_	O
위험	위험	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
첩첩산중	첩첩산중	NNG	O
_	_	_	O
난제	난제	NNG	O
들	들	XSN	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
질문	질문	NNG	O
이	이	JKS	O
_	_	_	O
쏟아	쏟아지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 저 여덟 책상에서 요즘 청춘들의 다양한 꿈 빛깔을 확인할 수 있었습니다.
## 저 <여덟 책상:NOH>에서 요즘 청춘들의 다양한 꿈 빛깔을 확인할 수 있었습니다.
저	저	MM	O
_	_	_	O
여덟	여덟	NR	B-NOH
_	_	_	I-NOH
책상	책상	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
요즘	요즘	NNG	O
_	_	_	O
청춘	청춘	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
꿈	꿈	NNG	O
_	_	_	O
빛깔	빛깔	NNG	O
을	을	JKO	O
_	_	_	O
확인할	확인하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
습니다	습니다	EF	O
.	.	SF	O

## 13
## 정강현 청춘리포트팀장 foneo@joongang.co.kr여경의 책상 “치안 활동 첫걸음 떼는 장소”손남정(27·여·동대문서 청회파출소 순경)동네 치안을 책임지고 있는 순경입니다.
## <정강현:PER> 청춘리포트팀장 <foneo@joongang.co.kr:POH>여경의 책상 “치안 활동 첫걸음 떼는 장소”<손남정:PER>(<27:NOH>·여·<동대문서 청회파출소:ORG> 순경)동네 치안을 책임지고 있는 순경입니다.
정강현	정강현	NNP	B-PER
_	_	_	O
청춘	청춘	NNG	O
리포트	리포트	NNG	O
팀장	팀장	NNG	O
_	_	_	O
foneo	foneo	SL	B-POH
@	@	SW	I-POH
joongang	joongang	SL	I-POH
.	.	SF	I-POH
co	co	SL	I-POH
.	.	SF	I-POH
kr	kr	SL	I-POH
여경	여경	NNG	O
의	의	JKG	O
_	_	_	O
책상	책상	NNG	O
_	_	_	O
“	“	SS	O
치안	치안	NNG	O
_	_	_	O
활동	활동	NNG	O
_	_	_	O
첫걸음	첫걸음	NNG	O
_	_	_	O
떼	떼	VV	O
는	는	ETM	O
_	_	_	O
장소	장소	NNG	O
”	”	SS	O
손남정	손남정	NNP	B-PER
(	(	SS	O
27	27	SN	B-NOH
·	·	SP	O
여	여	NNG	O
·	·	SP	O
동대문서	동대문서	NNP	B-ORG
_	_	_	I-ORG
청회	청회	NNG	I-ORG
파출소	파출소	NNG	I-ORG
_	_	_	O
순경	순경	NNG	O
)	)	SS	O
동네	동네	NNG	O
_	_	_	O
치안	치안	NNG	O
을	을	JKO	O
_	_	_	O
책임지	책임지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
순경	순경	NNG	O
입니다	이+ㅂ니다	VCP+EF	O
.	.	SF	O

## 14
## LS산전의 주력 사업 분야는 전력과 자동화 부문이다.
## <LS산전:ORG>의 주력 사업 분야는 전력과 자동화 부문이다.
LS	LS	SL	B-ORG
산전	산전	NNG	I-ORG
의	의	JKG	O
_	_	_	O
주력	주력	NNG	O
_	_	_	O
사업	사업	NNG	O
_	_	_	O
분야	분야	NNG	O
는	는	JX	O
_	_	_	O
전력	전력	NNG	O
과	과	JC	O
_	_	_	O
자동화	자동화	NNG	O
_	_	_	O
부문	부문	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 15
## 브렉시트는 ‘단발’이 아니라 ‘연쇄 폭탄’이 될 가능성이 커 추가 파장이 우려되는 상황이다.
## <브렉시트:POH>는 ‘단발’이 아니라 ‘연쇄 폭탄’이 될 가능성이 커 추가 파장이 우려되는 상황이다.
브렉시트	브렉시트	NNG	B-POH
는	는	JX	O
_	_	_	O
‘	‘	SS	O
단발	단발	NNG	O
’	’	SS	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
‘	‘	SS	O
연쇄	연쇄	NNG	O
_	_	_	O
폭탄	폭탄	NNG	O
’	’	SS	O
이	이	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
커	+어	+EC	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
파장	파장	NNG	O
이	이	JKS	O
_	_	_	O
우려되	우려되	VV	O
는	는	ETM	O
_	_	_	O
상황	상황	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

