## 1
## 마릴린 먼로의 매력적인 자태가 디자인된 단일브랜드 세트인 ‘샤워메이트 바디세트’도 선보인다.
## <마릴린 먼로:PER>의 매력적인 자태가 디자인된 단일브랜드 세트인 ‘<샤워메이트 바디세트:POH>’도 선보인다.
마릴린	마릴린	NNP	B-PER
실제로	실제로	MAG	O
_	_	_	O
기시다	기시다	NNP	O
파	파	NNG	O
_	_	_	O
소속	소속	NNG	O
_	_	_	O
의원	의원	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
자민당	자민당	NNP	B-ORG
_	_	_	O
2	2	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
파벌	파벌	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
누	누	NNG	B-ORG
카	카	NNP	I-ORG
가파	가파	NNG	I-ORG
(	(	SS	O
55	55	SN	B-NOH
석	석	NNB	I-NOH
)	)	SS	O
나	나	JC	O
_	_	_	O
7	7	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
파벌	파벌	NNG	O
_	_	_	O
이시하라	이시하라	NNP	B-ORG
파	파	NNG	I-ORG
(	(	SS	O
14	14	SN	B-NOH
석	석	NNB	I-NOH
)	)	SS	O
_	_	_	O
의원	의원	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
자주	자주	MAG	O
_	_	_	O
회합하	회합하	VV	O
는	는	ETM	O
_	_	_	O
장면	장면	NNG	O
이	이	JKS	O
_	_	_	O
언론	언론	NNG	O
에	에	JKB	O
_	_	_	O
포착	포착되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 이런 포괄적 접근에 비해 이날 마포 중앙당사에서 열린 민주당 전체당직자회의에서는 중­하급 당직자들이 일제히 「현실적」인 경쟁력강화 대책을 건의했다.
## 이런 포괄적 접근에 비해 이날 <마포 중앙당사:LOC>에서 열린 <민주당 전체당직자회의:POH>에서는 중­하급 당직자들이 일제히 「현실적」인 경쟁력강화 대책을 건의했다.
이런	이런	MM	O
_	_	_	O
포괄적	포괄적	NNG	O
_	_	_	O
접근	접근	NNG	O
에	에	JKB	O
_	_	_	O
비해	비하+여	VV+EC	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
마포	마포	NNP	B-LOC
_	_	_	I-LOC
중앙	중앙	NNG	I-LOC
당사	당사	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
민주당	민주당	NNP	B-POH
_	_	_	I-POH
전체	전체	NNG	I-POH
당직자	당직자	NNG	I-POH
회의	회의	NNG	I-POH
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
중	중	NNG	O
­	­	SS	O
하급	하급	NNG	O
_	_	_	O
당직자	당직자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
일제히	일제히	MAG	O
_	_	_	O
「	「	SS	O
현실적	현실적	NNG	O
」	」	SS	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
경쟁력	경쟁력	NNG	O
강화	강화	NNG	O
_	_	_	O
대책	대책	NNG	O
을	을	JKO	O
_	_	_	O
건의	건의하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 특히 제주 및 과학기술도시 대전에서는 로봇이 성화를 봉송하는 진풍경도 펼쳐진다.
## 특히 <제주:LOC> 및 과학기술도시 <대전:LOC>에서는 로봇이 성화를 봉송하는 진풍경도 펼쳐진다.
특히	특히	MAG	O
_	_	_	O
제주	제주	NNP	B-LOC
_	_	_	O
및	및	MAG	O
_	_	_	O
과학	과학	NNG	O
기술	기술	NNG	O
도시	도시	NNG	O
_	_	_	O
대전	대전	NNP	B-LOC
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
로봇	로봇	NNG	O
이	이	JKS	O
_	_	_	O
성화	성화	NNG	O
를	를	JKO	O
_	_	_	O
봉송하	봉송하	VV	O
는	는	ETM	O
_	_	_	O
진풍경	진풍경	NNG	O
도	도	JX	O
_	_	_	O
펼쳐진다	펼쳐지+ㄴ다	VV+EF	O
.	.	SF	O

